target,category,status,rounds,initial_decision,final_decision,contract_form,typecheck_passed,det_status,r0_z3,classification,raw_det_reward,guarded_reward,semantic_guarded_reward,issues,semantic_gate_issues,semantic_review_issues,requires,ensures,contract_code,rationale
core::option::Option::filter,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"option.is_some() ==> predicate.requires((&option.unwrap(),)); option.is_some() ==> forall|keep1: bool, keep2: bool| #![trigger predicate.ensures((&option.unwrap(),), keep1), predicate.ensures((&option.unwrap(),), keep2)] predicate.ensures((&option.unwrap(),), keep1) && predicate.ensures((&option.unwrap(),), keep2) ==> keep1 == keep2","option.is_none() ==> res.is_none(); option.is_some() ==> exists|keep: bool| { &&& #[trigger] predicate.ensures((&option.unwrap(),), keep) &&& res == if keep { option } else { None } }","pub assume_specification<T, P>[ Option::<T>::filter ](
    option: Option<T>,
    predicate: P,
) -> (res: Option<T>)
where
    P: FnOnce(&T) -> bool,
    requires
        option.is_some() ==> predicate.requires((&option.unwrap(),)),
        option.is_some() ==> forall|keep1: bool, keep2: bool|
            #![trigger predicate.ensures((&option.unwrap(),), keep1),
                       predicate.ensures((&option.unwrap(),), keep2)]
            predicate.ensures((&option.unwrap(),), keep1)
                && predicate.ensures((&option.unwrap(),), keep2)
                ==> keep1 == keep2,
    ensures
        option.is_none() ==> res.is_none(),
        option.is_some() ==> exists|keep: bool| {
            &&& #[trigger] predicate.ensures((&option.unwrap(),), keep)
            &&& res == if keep { option } else { None }
        },
;",The source calls the predicate only for Some and returns the original option exactly when that call yields true. The active-call consistency requirement ensures that the predicate contract admits only one filter decision.
core::option::Option::inspect,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"option.is_some() ==> f.requires((&option.unwrap(),))","res == option; option.is_some() ==> f.ensures((&option.unwrap(),), ())","pub assume_specification<T, F: FnOnce(&T)>[ Option::<T>::inspect ](
    option: Option<T>,
    f: F,
) -> (res: Option<T>)
    requires
        option.is_some() ==> f.requires((&option.unwrap(),)),
    ensures
        res == option,
        option.is_some() ==> f.ensures((&option.unwrap(),), ()),
;",The observable result is always the original option. The conditional closure clauses model the single call made only for Some; its unit result requires no artificial determinism restriction.
core::option::Option::is_none_or,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"option.is_some() ==> f.requires((option.unwrap(),)); option.is_some() ==> forall|out1: bool, out2: bool| #![trigger f.ensures((option.unwrap(),), out1), f.ensures((option.unwrap(),), out2)] f.ensures((option.unwrap(),), out1) && f.ensures((option.unwrap(),), out2) ==> out1 == out2","option.is_none() ==> res; option.is_some() ==> f.ensures((option.unwrap(),), res)","pub assume_specification<T, F>[ Option::<T>::is_none_or ](
    option: Option<T>,
    f: F,
) -> (res: bool)
where
    F: FnOnce(T) -> bool,
    requires
        option.is_some() ==> f.requires((option.unwrap(),)),
        option.is_some() ==> forall|out1: bool, out2: bool|
            #![trigger f.ensures((option.unwrap(),), out1),
                       f.ensures((option.unwrap(),), out2)]
            f.ensures((option.unwrap(),), out1)
                && f.ensures((option.unwrap(),), out2)
                ==> out1 == out2,
    ensures
        option.is_none() ==> res,
        option.is_some() ==> f.ensures((option.unwrap(),), res),
;",The source returns the affirmative result for None and otherwise returns the callback result. Requiring the active callback relation to be single-valued makes that observable boolean deterministic without restricting the None branch.
core::option::Option::is_some_and,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unknown,ok_inconclusive,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,,,"option.is_some() ==> f.requires((option.unwrap(),))","option.is_none() ==> !res; option.is_some() ==> f.ensures((option.unwrap(),), res)","pub assume_specification<T>[ Option::<T>::is_some_and ](
    option: Option<T>,
    f: impl FnOnce(T) -> bool,
) -> (res: bool)
    requires
        option.is_some() ==> f.requires((option.unwrap(),)),
    ensures
        option.is_none() ==> !res,
        option.is_some() ==> f.ensures((option.unwrap(),), res),
;",The source returns false for None and otherwise returns the single invoked closure's result. This is the standard source-justified vstd higher-order contract; requiring the closure relation to be single-valued merely to prove R0 would exclude valid closure specifications.
core::option::Option::map_or,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"option is Some ==> f.requires((option->0,)); option is Some ==> forall|result1: U, result2: U| #![trigger f.ensures((option->0,), result1), f.ensures((option->0,), result2)] f.ensures((option->0,), result1) && f.ensures((option->0,), result2) ==> result1 == result2","option is Some ==> f.ensures((option->0,), result); option is None ==> result == default","pub assume_specification<T, U, F>[ Option::<T>::map_or ](
    option: Option<T>,
    default: U,
    f: F,
) -> (result: U)
where
    F: FnOnce(T) -> U,
    requires
        option is Some ==> f.requires((option->0,)),
        option is Some ==> forall|result1: U, result2: U|
            #![trigger f.ensures((option->0,), result1),
                       f.ensures((option->0,), result2)]
            f.ensures((option->0,), result1)
                && f.ensures((option->0,), result2)
                ==> result1 == result2,
    ensures
        option is Some ==> f.ensures((option->0,), result),
        option is None ==> result == default,
;","The source invokes f only on the Some payload and otherwise returns default. The active closure relation is required to be single-valued, while moving its FnOnce bound to the where-clause avoids the runner's generic-arrow parsing ambiguity."
core::option::Option::map_or_default,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"option is Some ==> f.requires((option->0,)); option is Some ==> forall|u1: U, u2: U| #![trigger f.ensures((option->0,), u1), f.ensures((option->0,), u2)] f.ensures((option->0,), u1) && f.ensures((option->0,), u2) ==> u1 == u2; option is None ==> forall|u1: U, u2: U| #![trigger U::default.ensures((), u1), U::default.ensures((), u2)] U::default.ensures((), u1) && U::default.ensures((), u2) ==> u1 == u2","option is Some ==> f.ensures((option->0,), result); option is None ==> U::default.ensures((), result)","pub assume_specification<T, U, F>[ Option::<T>::map_or_default ](
    option: Option<T>,
    f: F,
) -> (result: U)
where
    U: core::default::Default,
    F: FnOnce(T) -> U,
    requires
        option is Some ==> f.requires((option->0,)),
        option is Some ==> forall|u1: U, u2: U|
            #![trigger f.ensures((option->0,), u1),
                       f.ensures((option->0,), u2)]
            f.ensures((option->0,), u1)
                && f.ensures((option->0,), u2)
                ==> u1 == u2,
        option is None ==> forall|u1: U, u2: U|
            #![trigger U::default.ensures((), u1),
                       U::default.ensures((), u2)]
            U::default.ensures((), u1)
                && U::default.ensures((), u2)
                ==> u1 == u2,
    ensures
        option is Some ==> f.ensures((option->0,), result),
        option is None ==> U::default.ensures((), result),
;",The source invokes f only for Some and Default::default only for None. Moving callable bounds to a where clause avoids the runner's generic-arrow ambiguity; branch-local single-valuedness requirements preserve those source relations while making the observable result deterministic.
core::option::Option::map_or_else,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"option is Some ==> f.requires((option->0,)); option is None ==> default.requires(()); option is Some ==> forall|u1: U, u2: U| #![trigger f.ensures((option->0,), u1), f.ensures((option->0,), u2)] f.ensures((option->0,), u1) && f.ensures((option->0,), u2) ==> u1 == u2; option is None ==> forall|u1: U, u2: U| #![trigger default.ensures((), u1), default.ensures((), u2)] default.ensures((), u1) && default.ensures((), u2) ==> u1 == u2","option is Some ==> f.ensures((option->0,), result); option is None ==> default.ensures((), result)","pub assume_specification<T, U, D, F>[ Option::<T>::map_or_else ](
    option: Option<T>,
    default: D,
    f: F,
) -> (result: U)
where
    D: FnOnce() -> U,
    F: FnOnce(T) -> U,
    requires
        option is Some ==> f.requires((option->0,)),
        option is None ==> default.requires(()),
        option is Some ==> forall|u1: U, u2: U|
            #![trigger f.ensures((option->0,), u1),
                       f.ensures((option->0,), u2)]
            f.ensures((option->0,), u1)
                && f.ensures((option->0,), u2)
                ==> u1 == u2,
        option is None ==> forall|u1: U, u2: U|
            #![trigger default.ensures((), u1),
                       default.ensures((), u2)]
            default.ensures((), u1)
                && default.ensures((), u2)
                ==> u1 == u2,
    ensures
        option is Some ==> f.ensures((option->0,), result),
        option is None ==> default.ensures((), result),
;","The implementation invokes exactly the active branch's closure. The conditional single-valued requirements make that closure contract determine the observable result, while the where clause avoids generic-arrow parsing ambiguity."
core::option::Option::or_else,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"option is None ==> f.requires(()); option is None ==> forall|result1: Option<T>, result2: Option<T>| #![trigger f.ensures((), result1), f.ensures((), result2)] f.ensures((), result1) && f.ensures((), result2) ==> result1 == result2","option is Some ==> result == option; option is None ==> f.ensures((), result)","pub assume_specification<T, F>[ Option::<T>::or_else ](
    option: Option<T>,
    f: F,
) -> (result: Option<T>)
where
    F: FnOnce() -> Option<T>,
    requires
        option is None ==> f.requires(()),
        option is None ==> forall|result1: Option<T>, result2: Option<T>|
            #![trigger f.ensures((), result1), f.ensures((), result2)]
            f.ensures((), result1)
                && f.ensures((), result2)
                ==> result1 == result2,
    ensures
        option is Some ==> result == option,
        option is None ==> f.ensures((), result),
;",The source preserves Some without calling f and returns f's result for None. The active closure relation is required to be single-valued so the modeled result remains deterministic.
core::option::Option::take_if,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unknown,ok_inconclusive,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,,,"*old(option) is Some ==> forall |arg: &mut T| #![auto]
            *arg == old(option)->0 ==> predicate.requires((arg,))","*old(option) is None ==> result is None && *final(option) is None; *old(option) is Some ==> exists |arg: &mut T, take: bool| #![auto] {
            &&& *arg == old(option)->0
            &&& predicate.ensures((arg,), take)
            &&& if take {
                result == Some(*final(arg)) && *final(option) is None
            } else {
                result is None && *final(option) == Some(*final(arg))
            }
        }","pub assume_specification<T, P>[
    Option::<T>::take_if
](
    option: &mut Option<T>,
    predicate: P,
) -> (result: Option<T>)
where
    P: FnOnce(&mut T) -> bool,
    requires
        *old(option) is Some ==> forall |arg: &mut T| #![auto]
            *arg == old(option)->0 ==> predicate.requires((arg,)),
    ensures
        *old(option) is None ==> result is None && *final(option) is None,
        *old(option) is Some ==> exists |arg: &mut T, take: bool| #![auto] {
            &&& *arg == old(option)->0
            &&& predicate.ensures((arg,), take)
            &&& if take {
                result == Some(*final(arg)) && *final(option) is None
            } else {
                result is None && *final(option) == Some(*final(arg))
            }
        },
;","When the option is nonempty, the source invokes the predicate exactly once on the contained value; its mutation and boolean result determine whether that final value is returned or retained."
core::ptr::NonNull::map_addr,memory_pointer,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"The source preserves strict provenance while replacing the address, but current vstd exposes no public NonNull address/provenance model connecting self to the result."
core::result::Result::and_then,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unknown,ok_inconclusive,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,,,"result is Ok ==> op.requires((result->Ok_0,))","result is Ok ==> op.ensures((result->Ok_0,), chained); result is Err ==> chained == Result::<U, E>::Err(result->Err_0)","pub assume_specification<T, E, U, F>[ Result::<T, E>::and_then ](
    result: Result<T, E>,
    op: F,
) -> (chained: Result<U, E>)
where
    F: FnOnce(T) -> Result<U, E>,
    requires
        result is Ok ==> op.requires((result->Ok_0,)),
    ensures
        result is Ok ==> op.ensures((result->Ok_0,), chained),
        result is Err ==> chained == Result::<U, E>::Err(result->Err_0),
;",The source calls op with the Ok payload and otherwise preserves the Err. Moving the FnOnce bound to the where clause preserves the signature while avoiding the determinism runner's generic-arrow parsing ambiguity.
core::result::Result::inspect,data_structure,,2,add_spec,skip,none,False,,,,0,0,0,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,,A sound contract must express the callback's conditional callability and effect through f.requires and f.ensures. Those clauses are inherently higher-order; specifying only the unchanged result would omit the Ok-path invocation. No useful ordinary contract exists in current vstd vocabulary.
core::result::Result::inspect_err,data_structure,,2,add_spec,skip,none,False,,,,0,0,0,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,,A sound contract must express the callback's conditional callability and effect through f.requires and f.ensures. Those are inherently higher-order; omitting them would fail to model the Err-path invocation faithfully. No useful ordinary contract exists in current vstd vocabulary.
core::result::Result::is_err_and,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unknown,ok_inconclusive,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,,,"result is Err ==> f.requires((result->Err_0,))","result is Ok ==> !matches_err; result is Err ==> f.ensures((result->Err_0,), matches_err)","pub assume_specification<T, E, F>[ Result::<T, E>::is_err_and ](
    result: Result<T, E>,
    f: F,
) -> (matches_err: bool)
where
    F: FnOnce(E) -> bool,
    requires
        result is Err ==> f.requires((result->Err_0,)),
    ensures
        result is Ok ==> !matches_err,
        result is Err ==> f.ensures((result->Err_0,), matches_err),
;",The Ok arm returns false; the Err arm calls f with the consumed error and returns its Boolean. Moving the FnOnce bound to a where-clause preserves the signature while avoiding the runner's generic-arrow parsing ambiguity.
core::result::Result::is_ok_and,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unknown,ok_inconclusive,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,,,"result is Ok ==> f.requires((result->Ok_0,))","result is Err ==> !matches_ok; result is Ok ==> f.ensures((result->Ok_0,), matches_ok)","pub assume_specification<T, E, F>[ Result::<T, E>::is_ok_and ](
    result: Result<T, E>,
    f: F,
) -> (matches_ok: bool)
    where
        F: FnOnce(T) -> bool,
    requires
        result is Ok ==> f.requires((result->Ok_0,)),
    ensures
        result is Err ==> !matches_ok,
        result is Ok ==> f.ensures((result->Ok_0,), matches_ok),
;",The source returns false for Err and the invoked closure's Boolean result for Ok. Moving the FnOnce bound to a where-clause avoids the runner's generic-arrow parsing ambiguity without narrowing the accepted closure domain.
core::result::Result::map_or,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unknown,ok_inconclusive,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,,,"result is Ok ==> f.requires((result->Ok_0,))","result is Ok ==> f.ensures((result->Ok_0,), mapped); result is Err ==> mapped == default","pub assume_specification<T, E, U, F>[ Result::<T, E>::map_or ](
    result: Result<T, E>,
    default: U,
    f: F,
) -> (mapped: U)
where
    F: FnOnce(T) -> U,
    requires
        result is Ok ==> f.requires((result->Ok_0,)),
    ensures
        result is Ok ==> f.ensures((result->Ok_0,), mapped),
        result is Err ==> mapped == default,
;",The source calls f on the Ok payload and returns default for Err. Moving the FnOnce bound to the where clause avoids the determinism runner's generic-arrow parsing ambiguity without changing the contract.
core::result::Result::map_or_default,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"result is Ok ==> f.requires((result->Ok_0,)); result is Ok ==> forall|u1: U, u2: U| #![trigger f.ensures((result->Ok_0,), u1), f.ensures((result->Ok_0,), u2)] f.ensures((result->Ok_0,), u1) && f.ensures((result->Ok_0,), u2) ==> u1 == u2; result is Err ==> forall|u1: U, u2: U| #![trigger U::default.ensures((), u1), U::default.ensures((), u2)] U::default.ensures((), u1) && U::default.ensures((), u2) ==> u1 == u2","result is Ok ==> f.ensures((result->Ok_0,), res); result is Err ==> U::default.ensures((), res)","pub assume_specification<T, E, U, F>[ Result::<T, E>::map_or_default ](
    result: Result<T, E>,
    f: F,
) -> (res: U)
where
    U: core::default::Default,
    F: FnOnce(T) -> U,
    requires
        result is Ok ==> f.requires((result->Ok_0,)),
        result is Ok ==> forall|u1: U, u2: U|
            #![trigger f.ensures((result->Ok_0,), u1),
                       f.ensures((result->Ok_0,), u2)]
            f.ensures((result->Ok_0,), u1)
                && f.ensures((result->Ok_0,), u2)
                ==> u1 == u2,
        result is Err ==> forall|u1: U, u2: U|
            #![trigger U::default.ensures((), u1),
                       U::default.ensures((), u2)]
            U::default.ensures((), u1)
                && U::default.ensures((), u2)
                ==> u1 == u2,
    ensures
        result is Ok ==> f.ensures((result->Ok_0,), res),
        result is Err ==> U::default.ensures((), res),
;",The source invokes f only for Ok and Default::default only for Err. Moving callable bounds to a where clause avoids the runner's generic-arrow ambiguity; branch-local single-valuedness requirements keep the observable result deterministic without constraining the inactive branch.
core::result::Result::map_or_else,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"result is Err ==> default.requires((result->Err_0,)); result is Ok ==> f.requires((result->Ok_0,)); result is Err ==> forall|u1: U, u2: U| #![trigger default.ensures((result->Err_0,), u1), default.ensures((result->Err_0,), u2)] default.ensures((result->Err_0,), u1) && default.ensures((result->Err_0,), u2) ==> u1 == u2; result is Ok ==> forall|u1: U, u2: U| #![trigger f.ensures((result->Ok_0,), u1), f.ensures((result->Ok_0,), u2)] f.ensures((result->Ok_0,), u1) && f.ensures((result->Ok_0,), u2) ==> u1 == u2","result is Err ==> default.ensures((result->Err_0,), res); result is Ok ==> f.ensures((result->Ok_0,), res)","pub assume_specification<T, E, U, D, F>[ Result::<T, E>::map_or_else ](
    result: Result<T, E>,
    default: D,
    f: F,
) -> (res: U)
where
    D: FnOnce(E) -> U,
    F: FnOnce(T) -> U,
    requires
        result is Err ==> default.requires((result->Err_0,)),
        result is Ok ==> f.requires((result->Ok_0,)),
        result is Err ==> forall|u1: U, u2: U|
            #![trigger default.ensures((result->Err_0,), u1),
                       default.ensures((result->Err_0,), u2)]
            default.ensures((result->Err_0,), u1)
                && default.ensures((result->Err_0,), u2)
                ==> u1 == u2,
        result is Ok ==> forall|u1: U, u2: U|
            #![trigger f.ensures((result->Ok_0,), u1),
                       f.ensures((result->Ok_0,), u2)]
            f.ensures((result->Ok_0,), u1)
                && f.ensures((result->Ok_0,), u2)
                ==> u1 == u2,
    ensures
        result is Err ==> default.ensures((result->Err_0,), res),
        result is Ok ==> f.ensures((result->Ok_0,), res),
;","The source invokes exactly the active branch's closure. Branch-local call contracts model the returned value, while branch-local single-valuedness determines that observable result without constraining the inactive closure."
core::result::Result::or_else,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"result is Err ==> op.requires((result->Err_0,)); result is Err ==> forall|res1: Result<T, F>, res2: Result<T, F>| #![trigger op.ensures((result->Err_0,), res1), op.ensures((result->Err_0,), res2)] op.ensures((result->Err_0,), res1) && op.ensures((result->Err_0,), res2) ==> res1 == res2","result is Ok ==> res == Result::<T, F>::Ok(result->Ok_0); result is Err ==> op.ensures((result->Err_0,), res)","pub assume_specification<T, E, F, O>[ Result::<T, E>::or_else ](
    result: Result<T, E>,
    op: O,
) -> (res: Result<T, F>)
where
    O: FnOnce(E) -> Result<T, F>,
    requires
        result is Err ==> op.requires((result->Err_0,)),
        result is Err ==> forall|res1: Result<T, F>, res2: Result<T, F>|
            #![trigger op.ensures((result->Err_0,), res1),
                       op.ensures((result->Err_0,), res2)]
            op.ensures((result->Err_0,), res1)
                && op.ensures((result->Err_0,), res2)
                ==> res1 == res2,
    ensures
        result is Ok ==> res == Result::<T, F>::Ok(result->Ok_0),
        result is Err ==> op.ensures((result->Err_0,), res),
;",The source preserves Ok and returns op's result for Err. The conditional single-valued requirement makes the active closure contract determine the observable result.
core::result::Result::unwrap_or_else,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unknown,ok_inconclusive,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,,,"result is Err ==> op.requires((result->Err_0,))","result is Ok ==> res == result->Ok_0; result is Err ==> op.ensures((result->Err_0,), res)","pub assume_specification<T, E, F>[ Result::<T, E>::unwrap_or_else ](
    result: Result<T, E>,
    op: F,
) -> (res: T)
where
    F: FnOnce(E) -> T,
    requires
        result is Err ==> op.requires((result->Err_0,)),
    ensures
        result is Ok ==> res == result->Ok_0,
        result is Err ==> op.ensures((result->Err_0,), res),
;",The source returns the Ok payload unchanged and invokes op only for Err. Moving the FnOnce bound to a where clause avoids the runner's generic-arrow parsing ambiguity without imposing an artificial single-valuedness restriction on valid closure contracts.
core::slice::chunk_by,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,The source only constructs an opaque ChunkBy. Current vstd has no public view or IteratorSpec model relating its emitted chunks to the slice and predicate.
core::slice::chunk_by_mut,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"ChunkByMut is opaque and yields mutable subslices. Current vstd cannot express its partitioning, disjointness, and eventual mutation of the borrowed slice."
core::slice::fill_with,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"The method repeatedly invokes a zero-argument FnMut whose outputs may depend on evolving mutable captures. Existing vstd closure contracts cannot express the call trace or closure-state transitions needed to characterize the ordered final slice. Requiring one possible output would impose an artificial domain, while length preservation alone is redundant for a mutable slice."
core::slice::is_sorted_by,data_structure,,2,add_spec,add_spec,assume_specification,True,verus_error,,,0,0,0,checker_status:verus_error;classification:higher_order_contract,,,"forall|i: int| 0 <= i && i + 1 < slice@.len() ==> #[trigger] compare.requires((&slice@[i], &slice@[i + 1]))","ret ==> (forall|i: int| 0 <= i && i + 1 < slice@.len() ==> #[trigger] compare.ensures((&slice@[i], &slice@[i + 1]), true)); !ret ==> (exists|bad: int| { &&& 0 <= bad &&& bad + 1 < slice@.len() &&& #[trigger] compare.ensures((&slice@[bad], &slice@[bad + 1]), false) &&& forall|i: int| 0 <= i < bad ==> #[trigger] compare.ensures((&slice@[i], &slice@[i + 1]), true) })","pub assume_specification<'a, T, F>[ <[T]>::is_sorted_by::<F> ](
    slice: &'a [T],
    compare: F,
) -> (ret: bool)
where
    F: FnMut(&'a T, &'a T) -> bool,
    requires
        forall|i: int| 0 <= i && i + 1 < slice@.len() ==>
            #[trigger] compare.requires((&slice@[i], &slice@[i + 1])),
    ensures
        ret ==> (forall|i: int| 0 <= i && i + 1 < slice@.len() ==>
            #[trigger] compare.ensures((&slice@[i], &slice@[i + 1]), true)),
        !ret ==> (exists|bad: int| {
            &&& 0 <= bad
            &&& bad + 1 < slice@.len()
            &&& #[trigger] compare.ensures(
                (&slice@[bad], &slice@[bad + 1]),
                false,
            )
            &&& forall|i: int| 0 <= i < bad ==>
                #[trigger] compare.ensures(
                    (&slice@[i], &slice@[i + 1]),
                    true,
                )
        }),
;",The source applies compare to adjacent pairs in order through Iterator::all. Success records true for every pair; failure identifies the first false pair and records true outcomes for its prefix. Explicit triggers make the quantified clauses typecheck.
core::slice::partition_point,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"forall|i: int| 0 <= i < slice@.len() ==> { &&& #[trigger] pred.requires((&slice@[i],)) &&& exists|outcome: bool| #[trigger] pred.ensures((&slice@[i],), outcome) }; forall|i: int, first: bool, second: bool| #![trigger pred.ensures((&slice@[i],), first), pred.ensures((&slice@[i],), second)] 0 <= i < slice@.len() && pred.ensures((&slice@[i],), first) && pred.ensures((&slice@[i],), second) ==> first == second; forall|i: int, j: int, left: bool, right: bool| #![trigger pred.ensures((&slice@[i],), left), pred.ensures((&slice@[j],), right)] 0 <= i < j < slice@.len() && pred.ensures((&slice@[i],), left) && pred.ensures((&slice@[j],), right) ==> (right ==> left)","(ret as int) <= slice@.len(); ret > 0 ==> pred.ensures((&slice@[(ret - 1) as int],), true); (ret as int) < slice@.len() ==> pred.ensures((&slice@[ret as int],), false)","pub assume_specification<T, P>[ <[T]>::partition_point::<P> ](
    slice: &[T],
    pred: P,
) -> (ret: usize)
where
    P: FnMut(&T) -> bool,
    requires
        forall|i: int| 0 <= i < slice@.len() ==> {
            &&& #[trigger] pred.requires((&slice@[i],))
            &&& exists|outcome: bool|
                #[trigger] pred.ensures((&slice@[i],), outcome)
        },
        forall|i: int, first: bool, second: bool|
            #![trigger pred.ensures((&slice@[i],), first),
                       pred.ensures((&slice@[i],), second)]
            0 <= i < slice@.len()
            && pred.ensures((&slice@[i],), first)
            && pred.ensures((&slice@[i],), second) ==>
                first == second,
        forall|i: int, j: int, left: bool, right: bool|
            #![trigger pred.ensures((&slice@[i],), left),
                       pred.ensures((&slice@[j],), right)]
            0 <= i < j < slice@.len()
            && pred.ensures((&slice@[i],), left)
            && pred.ensures((&slice@[j],), right) ==>
                (right ==> left),
    ensures
        (ret as int) <= slice@.len(),
        ret > 0 ==> pred.ensures((&slice@[(ret - 1) as int],), true),
        (ret as int) < slice@.len() ==>
            pred.ensures((&slice@[ret as int],), false),
;","A total, deterministic, monotone predicate relation formalizes the documented partition domain. The bounded result is uniquely characterized by a true predecessor and a false element at the returned index, covering empty, all-true, and all-false slices."
core::slice::rsplit,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"The function only constructs a lazy RSplit; its chunks depend on future, potentially stateful FnMut calls, and vstd has no public RSplit iterator model relating those calls to the source slice."
core::slice::rsplit_mut,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"A useful contract must model lazy predicate calls, disjoint mutable subslices, and their eventual recomposition into final(self); current vstd provides no such RSplitMut prophecy model."
core::slice::rsplitn,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,RSplitN wraps the unmodeled lazy RSplit iterator. Expressing its item limit and final remainder still requires a prophetic iterator model tied to the FnMut call trace.
core::slice::rsplitn_mut,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"The implementation wraps RSplitMut, so a useful specification needs both a prophetic FnMut call trace and a model reconnecting yielded mutable subslices to final(self), neither of which exists publicly in vstd."
core::slice::sort_unstable_by,data_structure,,2,add_spec,add_spec,assume_specification,True,verus_error,,,0,0,0,checker_status:verus_error;classification:higher_order_contract,,,"old(slice)@.len() > 1 ==> forall|a: T, b: T| old(slice)@.contains(a) && old(slice)@.contains(b) ==> compare.requires((&a, &b))",final(slice)@.to_multiset() =~= old(slice)@.to_multiset(),"pub assume_specification<T, F>[
    <[T]>::sort_unstable_by::<F>
](
    slice: &mut [T],
    compare: F,
)
where
    F: FnMut(&T, &T) -> core::cmp::Ordering,
    requires
        old(slice)@.len() > 1 ==> forall|a: T, b: T|
            old(slice)@.contains(a) && old(slice)@.contains(b)
                ==> compare.requires((&a, &b)),
    ensures
        final(slice)@.to_multiset() =~= old(slice)@.to_multiset(),
;","Moving the exact FnMut bound to the where-clause avoids the target-bracket parsing failure. On normal return the implementation only permutes the original elements, justifying extensional multiset equality without assuming comparator consistency or claiming sortedness."
core::slice::sort_unstable_by_key,data_structure,,2,add_spec,add_spec,assume_specification,True,verus_error,,,0,0,0,checker_status:verus_error;classification:higher_order_contract,,,"old(slice)@.len() > 1 ==> forall|a: T| old(slice)@.contains(a) ==> f.requires((&a,))",final(slice)@.to_multiset() =~= old(slice)@.to_multiset(),"pub assume_specification<T, K, F>[
    <[T]>::sort_unstable_by_key::<K, F>
](slice: &mut [T], f: F)
where
    F: FnMut(&T) -> K,
    K: core::cmp::Ord,
    requires
        old(slice)@.len() > 1 ==> forall|a: T|
            old(slice)@.contains(a) ==> f.requires((&a,)),
    ensures
        final(slice)@.to_multiset() =~= old(slice)@.to_multiset(),
;","Moving the FnMut bound to the where-clause avoids the target-bracket parser failure. The guarded callback requirement applies only when sorting can invoke the key extractor, while normal completion preserves the original element multiset. Stateful key extraction prevents a sound general sortedness postcondition."
core::slice::split_inclusive_mut,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,Behavior is deferred to an iterator yielding mutable subslices. Relating those prophetic mutations to the original slice and the evolving FnMut predicate requires a missing mutable-iterator model.
core::slice::split_mut,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,The returned iterator exposes mutable subslices while retaining separators. Current vstd cannot connect its future items and mutations to predicate calls and final(self).
