abcd_status,audited_shared_helpers,boundary_helpers,catalog_status,contract_sha256,contract_text,direct_shared_helpers,ensures,implementation_body_status,input_order,law_constrained_helpers,module,private_helper_callee_closure,proof_order,proof_status,reachable_shared_helpers,requires,semantic_family,source_backed_helpers,source_excerpt,source_reference,target,unsafe_intrinsic_trait_allocator_dependencies
B,partial_eq_observed;slice_pattern_view,slice_pattern_view,generated-new-real-relation-spec,5259a8422f6a71e55ecbfe467992b866d67c3ca986b919fa6fc82c1552f83219,"#[verifier::allow(undeclared_external_trait)] pub assume_specification< 'a, 'p, 's, T: core::cmp::PartialEq, S: core::slice::SlicePattern<Item = T> + ?Sized, P: core::slice::SlicePattern<Item = T> + ?Sized, >[ <[T]>::strip_circumfix::<S, P> ]( slice: &'a [T], prefix: &'p P, suffix: &'s S, ) -> (ret: Option<&'a [T]>) ensures slice_strip_circumfix_result( slice@, slice_pattern_view::<P, T>(prefix), slice_pattern_view::<S, T>(suffix), ret, ), ;",slice_pattern_view;slice_strip_circumfix_result,"result.is_some() iff the required prefix/suffix SlicePattern view matches self@; when Some(r), r@ is the exact remaining subrange after removing the matched prefix/suffix/circumfix; when None, no matching prefix/suffix/circumfix relation holds",source_body_extracted:fe5c9c316e6874a5d08bcb30fbae3ff7c6441e3c725b6b64b15cf5bac2daf953:proof_manifests/108_core_slice_strip_circumfix/source_body.json,108,partial_eq_observed,slice,reviewed strip_prefix and strip_suffix generated target flow retained; the embedded prefix/suffix comparisons now verify as executable source-shaped scans retaining only the lower PartialEq observation bridge plus SlicePattern::as_slice; manifest=proof_manifests/108_core_slice_strip_circumfix/dependency_assumption_manifest.json,index=131;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_reviewed_strip_prefix_and_strip_suffix_scan_dependencies_and_slice_pattern_partialeq_observation_boundaries:proof_inventory/prefix_suffix_scan_reduction_20260814T2334Z/verus/108_core_slice_strip_circumfix_verify.stdout,partial_eq_observed;slice_is_prefix;slice_is_suffix;slice_pattern_view;slice_strip_circumfix_result,none beyond documented Rust panic/unsafe domains,search-prefix-suffix-ordering,,"pub fn strip_circumfix<S, P>(&self, prefix: &P, suffix: &S) -> Option<&[T]> where T: PartialEq, S: SlicePattern<Item = T> + ?Sized, P: SlicePattern<Item = T> + ?Sized,",core/src/slice/mod.rs:2763,core::slice::strip_circumfix,categories=trait_or_callback; SlicePattern::as_slice plus reviewed executable prefix/suffix scans retained with lower PartialEq observation bridge; manifest=proof_manifests/108_core_slice_strip_circumfix/dependency_assumption_manifest.json
B,partial_eq_observed;slice_pattern_view,slice_pattern_view,generated-new-real-relation-spec,18d59c5f7daea27900d9e671dd18a7211be8ab61efed26881d3b9791e80aaaa3,"#[verifier::allow(undeclared_external_trait)] pub assume_specification< 'a, 'p, T: core::cmp::PartialEq, P: core::slice::SlicePattern<Item = T> + ?Sized, >[ <[T]>::strip_prefix::<P> ]( slice: &'a [T], prefix: &'p P, ) -> (ret: Option<&'a [T]>) ensures slice_strip_prefix_result(slice@, slice_pattern_view::<P, T>(prefix), ret), ;",slice_pattern_view;slice_strip_prefix_result,"result.is_some() iff the required prefix/suffix SlicePattern view matches self@; when Some(r), r@ is the exact remaining subrange after removing the matched prefix/suffix/circumfix; when None, no matching prefix/suffix/circumfix relation holds",source_body_extracted:cfc16172d92c4c0822978d8c4fe04790a3a74a48caf9ee68198518b17e1c2500:proof_manifests/109_core_slice_strip_prefix/source_body.json,109,partial_eq_observed,slice,SlicePattern::as_slice and split_at/range-view facts remain modeled; the head-prefix comparison now verifies as an executable source-shaped element scan retaining only the lower PartialEq observation bridge; manifest=proof_manifests/109_core_slice_strip_prefix/dependency_assumption_manifest.json,index=76;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_slice_pattern_as_slice_and_partialeq_observation_prefix_scan_boundary:proof_inventory/prefix_suffix_scan_reduction_20260814T2334Z/verus/109_core_slice_strip_prefix_verify.stdout,partial_eq_observed;slice_is_prefix;slice_pattern_view;slice_strip_prefix_result,none beyond documented Rust panic/unsafe domains,search-prefix-suffix-ordering,,"pub fn strip_prefix<P: SlicePattern<Item = T> + ?Sized>(&self, prefix: &P) -> Option<&[T]> where T: PartialEq,",core/src/slice/mod.rs:2687,core::slice::strip_prefix,"categories=trait_or_callback; SlicePattern::as_slice retained, prefix comparison scan executable with only lower PartialEq observation bridge; manifest=proof_manifests/109_core_slice_strip_prefix/dependency_assumption_manifest.json"
B,partial_eq_observed;slice_pattern_view,slice_pattern_view,generated-new-real-relation-spec,6f2ca5047834572226c7494647e75972cc3c7450c168abd102fe0dbcaa43e573,"#[verifier::allow(undeclared_external_trait)] pub assume_specification< 'a, 'p, T: core::cmp::PartialEq, P: core::slice::SlicePattern<Item = T> + ?Sized, >[ <[T]>::strip_suffix::<P> ]( slice: &'a [T], suffix: &'p P, ) -> (ret: Option<&'a [T]>) ensures slice_strip_suffix_result(slice@, slice_pattern_view::<P, T>(suffix), ret), ;",slice_pattern_view;slice_strip_suffix_result,"result.is_some() iff the required prefix/suffix SlicePattern view matches self@; when Some(r), r@ is the exact remaining subrange after removing the matched prefix/suffix/circumfix; when None, no matching prefix/suffix/circumfix relation holds",source_body_extracted:517595475ca76b58663611a50c279eec8e61de8b766685bd38c81d915dba7dfe:proof_manifests/110_core_slice_strip_suffix/source_body.json,110,partial_eq_observed,slice,SlicePattern::as_slice and split_at/range-view facts remain modeled; the tail-suffix comparison now verifies as an executable source-shaped element scan retaining only the lower PartialEq observation bridge; manifest=proof_manifests/110_core_slice_strip_suffix/dependency_assumption_manifest.json,index=77;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_slice_pattern_as_slice_and_partialeq_observation_suffix_scan_boundary:proof_inventory/prefix_suffix_scan_reduction_20260814T2334Z/verus/110_core_slice_strip_suffix_verify.stdout,partial_eq_observed;slice_is_suffix;slice_pattern_view;slice_strip_suffix_result,none beyond documented Rust panic/unsafe domains,search-prefix-suffix-ordering,,"pub fn strip_suffix<P: SlicePattern<Item = T> + ?Sized>(&self, suffix: &P) -> Option<&[T]> where T: PartialEq,",core/src/slice/mod.rs:2723,core::slice::strip_suffix,"categories=trait_or_callback; SlicePattern::as_slice retained, suffix comparison scan executable with only lower PartialEq observation bridge; manifest=proof_manifests/110_core_slice_strip_suffix/dependency_assumption_manifest.json"
B,slice_subslice_in_domain;slice_subslice_range_result,slice_subslice_in_domain;slice_subslice_range_result,generated-new-real-relation-spec,efa221cefc2e3ffa897082292c658fd9163e1e151be34c08189360d0b01729bb,"pub assume_specification<T>[ <[T]>::subslice_range ]( slice: &[T], subslice: &[T], ) -> (ret: Option<core::range::Range<usize>>) ensures slice_subslice_range_option_result(slice@, subslice@, ret), ;",slice_subslice_range_option_result,result.is_some() ==> the modeled range relation holds and subslice@.len() <= self@.len(); None means no aligned in-allocation subrange relation is established,source_body_extracted:a7deec2b313078cd2025212553c60d1578ed93aac7baa15a11c2749f97fd5421:proof_manifests/111_core_slice_subslice_range/source_body.json,111,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/111_core_slice_subslice_range/dependency_assumption_manifest.json,index=132;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary_and_addr_zst_panic_pointer_domain_bridge_boundary:proof_inventory/raw_slice_start_pointer_tail_consumers_20260818T0802Z/evidence/111_core_slice_subslice_range_actual.stdout,slice_subslice_in_domain;slice_subslice_range_option_result;slice_subslice_range_result,"T is not zero-sized, matching the documented panic condition",raw-pointer-and-provenance,,"pub fn subslice_range(&self, subslice: &[T]) -> Option<core::range::Range<usize>>",core/src/slice/mod.rs:5321,core::slice::subslice_range,"categories=panic_or_bounds,raw_pointer_or_provenance; ZST panic and pointer/provenance/address/range-domain bridge recorded as source-backed boundaries; source-pure wrapping/alignment/division helpers verified executable; manifest=proof_manifests/111_core_slice_subslice_range/dependency_assumption_manifest.json"
B,,,generated-new-real-relation-spec,6ba00425869e1a110e0430bb3cac08c93aaf97158a8c5dc5a66b701278997b60,"pub assume_specification<T>[ <[T]>::swap ](slice: &mut [T], a: usize, b: usize) requires a < old(slice)@.len(), b < old(slice)@.len() ensures final(slice)@ == slice_swapped(old(slice)@, a as int, b as int);",slice_swapped,"final(slice)@ == slice_swapped(old(slice)@, a as int, b as int)",source_body_extracted:c3f8424d1011b9a80d253d3b0b7f467d6f7a747890ca31eb841f3232d5da29da:proof_manifests/112_core_slice_swap/source_body.json,112,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/112_core_slice_swap/dependency_assumption_manifest.json,index=78;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_swap_boundary:proof_harnesses/112_core_slice_swap/evidence/verus_stdout.txt,slice_swapped,a < old(slice)@.len() and b < old(slice)@.len(),mutation-frame-and-permutation,,"pub const fn swap(&mut self, a: usize, b: usize)",core/src/slice/mod.rs:908,core::slice::swap,"categories=raw_pointer_or_provenance,unsafe; manifest=proof_manifests/112_core_slice_swap/dependency_assumption_manifest.json"
B,,,generated-new-real-relation-spec,90dd87bd9c008df74675e32bce1f7229ae4cfac514b59f5d3a09f252c4b083c5,"pub assume_specification<T>[ <[T]>::swap_with_slice ](slice: &mut [T], other: &mut [T]) requires old(slice)@.len() == old(other)@.len() ensures final(slice)@ == old(other)@, final(other)@ == old(slice)@;",,final(slice)@ == old(other)@ and final(other)@ == old(slice)@,source_body_extracted:679e07be477f68c32a5245c6034d010fdf73eb5bc7b68fc3fbfdefb56cdb515a:proof_manifests/113_core_slice_swap_with_slice/source_body.json,113,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/113_core_slice_swap_with_slice/dependency_assumption_manifest.json,index=133;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_swap_nonoverlapping_and_final_frame_boundary:proof_inventory/raw_slice_start_pointer_tail_consumers_20260818T0802Z/evidence/113_core_slice_swap_with_slice_actual.stdout,,old(slice)@.len() == old(other)@.len(),mutation-frame-and-permutation,,"pub const fn swap_with_slice(&mut self, other: &mut [T])",core/src/slice/mod.rs:4429,core::slice::swap_with_slice,"categories=panic_or_bounds,raw_pointer_or_provenance,unsafe; boundary=source_backed_swap_nonoverlapping_and_final_frame; manifest=proof_manifests/113_core_slice_swap_with_slice/dependency_assumption_manifest.json"
B,ascii_trim_end_index;ascii_trim_start_index,,generated-new-real-relation-spec,8e7cdf58b97c864e0d24e23c1447dd1cd56beb7afe891f3791e7826f8a4f4e2d,"pub assume_specification[ <[u8]>::trim_ascii ]( slice: &[u8], ) -> (ret: &[u8]) ensures ascii_trim_source_body_result(slice@, ret), ;",ascii_trim_source_body_result,"result@ equals self.trim_ascii_start().trim_ascii_end(): leading whitespace is removed first, then trailing whitespace is removed from that suffix; removed bytes are exactly ASCII whitespace",source_body_extracted:fffd32312dbd4f30bf1104a918ca697fe2f8902d346c2718c334a880bd0bf95d:proof_manifests/114_core_slice_trim_ascii/source_body.json,114,,slice,reviewed trim_ascii_start and trim_ascii_end generated target dependencies plus source-backed byte helper and Verus slice-pattern desugaring boundaries; manifest=proof_manifests/114_core_slice_trim_ascii/dependency_assumption_manifest.json,index=134;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_reviewed_trim_ascii_start_end_source_body_composition_byte_ascii_helper_and_verus_slice_pattern_desugaring_boundary:proof_harnesses/114_core_slice_trim_ascii/evidence/verus_stdout.txt,ascii_is_whitespace;ascii_trim_end_boundary;ascii_trim_end_index;ascii_trim_source_body_result;ascii_trim_start_boundary;ascii_trim_start_index,none beyond documented Rust panic/unsafe domains,ascii-byte-sequence,ascii_trim_end_index;ascii_trim_start_index,pub const fn trim_ascii(&self) -> &[u8],core/src/slice/ascii.rs:308,core::slice::trim_ascii,categories=trait_or_callback via reviewed trim_ascii_start/trim_ascii_end dependencies; manifest=proof_manifests/114_core_slice_trim_ascii/dependency_assumption_manifest.json
B,ascii_trim_end_index,,generated-new-real-relation-spec,a62d65e6d2583d71141f8cf9a1b32926d54626cd0f165e9a624d27d397d8697c,"pub assume_specification[ <[u8]>::trim_ascii_end ]( slice: &[u8], ) -> (ret: &[u8]) ensures ascii_trim_end_result(slice@, ret), ;",ascii_trim_end_result,"result@ is a subrange of self@; removed prefix/suffix bytes are exactly ascii whitespace; boundary bytes of result, if any, are not ascii whitespace",source_body_extracted:68e32185388f1041ca1b0731847a298f3216158d80a664301c19ce74d930a94b:proof_manifests/115_core_slice_trim_ascii_end/source_body.json,115,,slice,source_backed_primitive_boundary_count=1; manifest=proof_manifests/115_core_slice_trim_ascii_end/dependency_assumption_manifest.json,index=33;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_byte_ascii_helper_and_verus_slice_pattern_desugaring_boundary:proof_harnesses/115_core_slice_trim_ascii_end/evidence/verus_stdout.txt,ascii_is_whitespace;ascii_trim_end_boundary;ascii_trim_end_index;ascii_trim_end_result,none beyond documented Rust panic/unsafe domains,ascii-byte-sequence,ascii_trim_end_index,pub const fn trim_ascii_end(&self) -> &[u8],core/src/slice/ascii.rs:274,core::slice::trim_ascii_end,categories=none via source-backed primitive byte helper boundary; manifest=proof_manifests/115_core_slice_trim_ascii_end/dependency_assumption_manifest.json
B,ascii_trim_start_index,,generated-new-real-relation-spec,3a629ea386227ebe25849a446e8bf64fc9fe7e8b9f219247eee26ae5df16f3c6,"pub assume_specification[ <[u8]>::trim_ascii_start ]( slice: &[u8], ) -> (ret: &[u8]) ensures ascii_trim_start_result(slice@, ret), ;",ascii_trim_start_result,"result@ is a subrange of self@; removed prefix/suffix bytes are exactly ascii whitespace; boundary bytes of result, if any, are not ascii whitespace",source_body_extracted:7ba3fc3f1435f90eaacea528726c4bac3aba3ac2811679fe61b51ea7ef440197:proof_manifests/116_core_slice_trim_ascii_start/source_body.json,116,,slice,source_backed_primitive_boundary_count=1; manifest=proof_manifests/116_core_slice_trim_ascii_start/dependency_assumption_manifest.json,index=34;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_byte_ascii_helper_and_verus_slice_pattern_desugaring_boundary:proof_harnesses/116_core_slice_trim_ascii_start/evidence/verus_stdout.txt,ascii_is_whitespace;ascii_trim_start_boundary;ascii_trim_start_index;ascii_trim_start_result,none beyond documented Rust panic/unsafe domains,ascii-byte-sequence,ascii_trim_start_index,pub const fn trim_ascii_start(&self) -> &[u8],core/src/slice/ascii.rs:241,core::slice::trim_ascii_start,categories=none via source-backed primitive byte helper boundary; manifest=proof_manifests/116_core_slice_trim_ascii_start/dependency_assumption_manifest.json
B,slice_iterator_view,,generated-new-real-relation-spec,dbdfe0da492a3ee368546f7a7c5f19a823a325a17b46e6de723cda74c64fc88a,"pub assume_specification<'a>[ <[u8]>::utf8_chunks ]( slice: &'a [u8], ) -> (iter: core::str::Utf8Chunks<'a>) ensures utf8_chunk_partition::<core::str::Utf8Chunks<'a>>(iter, slice@), ;",utf8_chunk_partition,"utf8_chunk_partition(result, self@) ties the Utf8Chunks iterator source and remaining bytes to self@",source_body_extracted:ffddce1e771b6d0e7d63cffd793ae4558987bf1d182ac0eb439ecb87171dd2e8:proof_manifests/117_core_slice_utf8_chunks/source_body.json,117,slice_iterator_view,slice,source_backed_iterator_view_boundary_count=1; manifest=proof_manifests/117_core_slice_utf8_chunks/dependency_assumption_manifest.json,index=35;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_iterator_view_boundary:proof_harnesses/117_core_slice_utf8_chunks/evidence/verus_stdout.txt,slice_iterator_view;slice_iterator_well_formed;utf8_chunk_partition,none beyond documented Rust panic/unsafe domains,iterator-splitting-and-chunking,,pub fn utf8_chunks(&self) -> Utf8Chunks<'_>,core/src/str/lossy.rs:45,core::slice::utf8_chunks,categories=none via source-backed Utf8Chunks iterator view boundary; manifest=proof_manifests/117_core_slice_utf8_chunks/dependency_assumption_manifest.json
B,slice_iterator_view,,generated-new-real-relation-spec,c2b6a6ac45692b481bbe212034e11fb6d32dc2cee3b78e1b3a5e39c8d9aba018,"pub assume_specification<'a, T>[ <[T]>::windows ]( slice: &'a [T], size: usize, ) -> (iter: core::slice::Windows<'a, T>) requires size != 0, ensures slice_iterator_view::<core::slice::Windows<'a, T>, T>(iter).source == slice@, slice_iterator_view::<core::slice::Windows<'a, T>, T>(iter).remaining == slice@, slice_iterator_view::<core::slice::Windows<'a, T>, T>(iter).yielded_prefix == Seq::empty(), slice_iterator_view::<core::slice::Windows<'a, T>, T>(iter).remainder == Seq::empty(), slice_iterator_view::<core::slice::Windows<'a, T>, T>(iter).chunk_size == size as int, !slice_iterator_view::<core::slice::Windows<'a, T>, T>(iter).reverse, ;",slice_iterator_view,"slice_iterator_view(result) records self@ as source/remaining, empty yielded_prefix and remainder, window size, and forward overlapping-window state",source_body_extracted:ed931884cc8fb0445669da6f6430711f8fcb0484ef814f865ce6502806ea4666:proof_manifests/118_core_slice_windows/source_body.json,118,slice_iterator_view,slice,source_indexed_conservative_count=0; manifest=proof_manifests/118_core_slice_windows/dependency_assumption_manifest.json,index=36;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_iterator_view_boundary,slice_iterator_view,size != 0,iterator-splitting-and-chunking,,"pub const fn windows(&self, size: usize) -> Windows<'_, T>",core/src/slice/mod.rs:1118,core::slice::windows,categories=panic_or_bounds via source-backed NonZero expect precondition and Windows iterator view boundary; manifest=proof_manifests/118_core_slice_windows/dependency_assumption_manifest.json
B,maybe_uninit_seq_relation,maybe_uninit_seq_relation,generated-new-real-relation-spec,0e3746ad6530835f74de584a989ea1c6126fdb297454de35509cbdb05fd8c54b,"pub assume_specification<'a, 'b, T: core::clone::Clone>[ <[core::mem::MaybeUninit<T>]>::write_clone_of_slice ]( slice: &'a mut [core::mem::MaybeUninit<T>], src: &'b [T], ) -> (ret: &'a mut [T]) requires old(slice)@.len() == src@.len(), ensures ret@ == src@, ret@.len() == src@.len(), final(slice)@.len() == old(slice)@.len(), maybe_uninit_relation_well_formed( maybe_uninit_seq_relation(old(slice)@), old(slice)@.len() as int, ), maybe_uninit_relation_well_formed( maybe_uninit_seq_relation(final(slice)@), final(slice)@.len() as int, ), maybe_uninit_written_from( maybe_uninit_seq_relation(old(slice)@), maybe_uninit_seq_relation(final(slice)@), src@, ), maybe_uninit_all_initialized(maybe_uninit_seq_relation(final(slice)@)), final(ret)@.len() == src@.len(), maybe_uninit_seq_relation(final(slice)@).values == final(ret)@, ;",maybe_uninit_all_initialized;maybe_uninit_relation_well_formed;maybe_uninit_seq_relation;maybe_uninit_written_from,"result@ == src@ and preserves src length; old/final MaybeUninit relations are well-formed for their storage lengths; final(self)@ preserves storage length, is initialized at every index, and its values match final(result)@",source_body_extracted:e462745e3463480cfc474d3dcdfb86acac33f658f55c9cd12500e44d23ba42a6:proof_manifests/119_core_slice_write_clone_of_slice/source_body.json,119,,slice,source_indexed_conservative_count=3; reviewed_dependency=core::slice::assume_init_mut; manifest=proof_manifests/119_core_slice_write_clone_of_slice/dependency_assumption_manifest.json,index=135;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_maybeuninit_clone_write_loop_and_assume_init_mut_boundary,maybe_uninit_all_initialized;maybe_uninit_relation_well_formed;maybe_uninit_seq_relation;maybe_uninit_written_from,old(self)@.len() == src@.len(),maybe-uninit-slice-storage,,"pub fn write_clone_of_slice(&mut self, src: &[T]) -> &mut [T] where T: Clone,",core/src/mem/maybe_uninit.rs:1223,core::slice::write_clone_of_slice,"categories=maybe_uninit,panic_or_bounds,raw_pointer_or_provenance,trait_or_callback,unsafe; manifest=proof_manifests/119_core_slice_write_clone_of_slice/dependency_assumption_manifest.json"
B,maybe_uninit_seq_relation,maybe_uninit_seq_relation,generated-new-real-relation-spec,09f266d66c804f7e0f5f296f4050ba156240da188db824b5f5f6efc0a0145e69,"pub assume_specification<'a, 'b, T: core::marker::Copy>[ <[core::mem::MaybeUninit<T>]>::write_copy_of_slice ]( slice: &'a mut [core::mem::MaybeUninit<T>], src: &'b [T], ) -> (ret: &'a mut [T]) requires old(slice)@.len() == src@.len(), ensures ret@ == src@, ret@.len() == src@.len(), final(slice)@.len() == old(slice)@.len(), maybe_uninit_relation_well_formed( maybe_uninit_seq_relation(old(slice)@), old(slice)@.len() as int, ), maybe_uninit_relation_well_formed( maybe_uninit_seq_relation(final(slice)@), final(slice)@.len() as int, ), maybe_uninit_written_from( maybe_uninit_seq_relation(old(slice)@), maybe_uninit_seq_relation(final(slice)@), src@, ), maybe_uninit_all_initialized(maybe_uninit_seq_relation(final(slice)@)), final(ret)@.len() == src@.len(), maybe_uninit_seq_relation(final(slice)@).values == final(ret)@, ;",maybe_uninit_all_initialized;maybe_uninit_relation_well_formed;maybe_uninit_seq_relation;maybe_uninit_written_from,"result@ == src@ and preserves src length; old/final MaybeUninit relations are well-formed for their storage lengths; final(self)@ preserves storage length, is initialized at every index, and its values match final(result)@",source_body_extracted:ead2525c17edd52087da54aca316368bd080821aab7238723509ed8dca91ed53:proof_manifests/120_core_slice_write_copy_of_slice/source_body.json,120,,slice,"source_indexed_conservative_count=1; reviewed_dependency=core::slice::assume_init_mut; source_backed_boundaries=rust_1_96_same_layout_transmute_src,rust_1_96_maybe_uninit_slice_as_ptr,rust_1_96_maybe_uninit_slice_as_mut_ptr,ptr::copy_nonoverlapping,rust_1_96_maybe_uninit_copy_from_slice_effect; executable_copy_from_slice_flow=rust_1_96_copy_from_slice/rust_1_96_copy_from_slice_impl; manifest=proof_manifests/120_core_slice_write_copy_of_slice/dependency_assumption_manifest.json",index=136;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_maybeuninit_transmute_executable_copy_from_slice_raw_copy_and_assume_init_mut_boundary,maybe_uninit_all_initialized;maybe_uninit_relation_well_formed;maybe_uninit_seq_relation;maybe_uninit_written_from,old(self)@.len() == src@.len(),maybe-uninit-slice-storage,,"pub const fn write_copy_of_slice(&mut self, src: &[T]) -> &mut [T] where T: Copy,",core/src/mem/maybe_uninit.rs:1163,core::slice::write_copy_of_slice,"categories=maybe_uninit,panic_or_bounds,raw_pointer_or_provenance,trait_or_callback,unsafe; source-backed same-layout transmute, executable copy_from_slice wrapper/private-helper lowering, lower raw copy MaybeUninit storage effect, and assume_init_mut boundaries; manifest=proof_manifests/120_core_slice_write_copy_of_slice/dependency_assumption_manifest.json"
B,vec_drain_remaining,,generated-new-real-relation-spec,293c9dfb47901d80088a84b8cbb3aca316fb8d114fec297dd13cfcad68e643ac,"pub assume_specification<'a, 'b, T, A: core::alloc::Allocator>[ Drain::<'a, T, A>::as_slice ]( drain: &'b Drain<'a, T, A>, ) -> (ret: &'b [T]) ensures ret@ == vec_drain_remaining::<T, A>(drain), ;",vec_drain_remaining,"ret@ == vec_drain_remaining::<T, A>(drain),",source_body_extracted:499a0275b9e12deee5d729b3178413319b23ffd95be4e479468c2b244c9fb8d9:proof_manifests/121_alloc_vec_Drain_as_slice/source_body.json,121,vec_drain_remaining,vec,source_indexed_conservative_count=0; delegated_iterator_view_boundary=slice::Iter::as_slice; manifest=proof_manifests/121_alloc_vec_Drain_as_slice/dependency_assumption_manifest.json,index=37;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_iterator_view_boundary,vec_drain_remaining,none beyond documented Rust panic/unsafe domains,vec-iterator-adaptor-state,,pub fn as_slice(&self) -> &[T],alloc/src/vec/drain.rs:56,alloc::vec::Drain::as_slice,categories=none; manifest=proof_manifests/121_alloc_vec_Drain_as_slice/dependency_assumption_manifest.json
B,vec_into_iter_remaining_mut,,generated-new-real-relation-spec,ef5e558a96501b6f35179cd1b8f1ad2db5933d95202746ffb3d825b41c205ab9,"pub assume_specification<T, A: core::alloc::Allocator>[ IntoIter::<T, A>::as_mut_slice ]( iter: &mut IntoIter<T, A>, ) -> (ret: &mut [T]) ensures ret@ == vec_into_iter_remaining_mut::<T, A>(*old(iter)), vec_into_iter_remaining_mut::<T, A>(*final(iter)) == final(ret)@, ;",vec_into_iter_remaining_mut,"ret@ == vec_into_iter_remaining_mut::<T, A>(*old(iter)), vec_into_iter_remaining_mut::<T, A>(*final(iter)) == final(ret)@,",source_body_extracted:d37c9626fa2c73748fd0635410768e7139bfd271e847da808eea70504debe146:proof_manifests/122_alloc_vec_IntoIter_as_mut_slice/source_body.json,122,vec_into_iter_remaining_mut,vec,source_indexed_conservative_count=4; narrowed_private_boundary=IntoIter::as_raw_mut_slice; manifest=proof_manifests/122_alloc_vec_IntoIter_as_mut_slice/dependency_assumption_manifest.json,index=79;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_iterator_view_boundary_and_raw_mut_slice_deref_boundary,vec_into_iter_remaining_mut,none beyond documented Rust panic/unsafe domains,vec-iterator-adaptor-state,,pub fn as_mut_slice(&mut self) -> &mut [T],alloc/src/vec/into_iter.rs:106,alloc::vec::IntoIter::as_mut_slice,categories=unsafe; source-backed raw mutable slice dereference boundary; manifest=proof_manifests/122_alloc_vec_IntoIter_as_mut_slice/dependency_assumption_manifest.json
B,vec_into_iter_remaining,,generated-new-real-relation-spec,a68ba7faa74e007ff9a78d7f8d67eae37dfd6c7e6c40959f3a5806a6ebf99fe1,"pub assume_specification<T, A: core::alloc::Allocator>[ IntoIter::<T, A>::as_slice ]( iter: &IntoIter<T, A>, ) -> (ret: &[T]) ensures ret@ == vec_into_iter_remaining::<T, A>(iter), ;",vec_into_iter_remaining,"ret@ == vec_into_iter_remaining::<T, A>(iter),",source_body_extracted:67c76644a8b9172e9112aa9eb6e3000069c672ec3095d86f5b8762ed410fa67b:proof_manifests/123_alloc_vec_IntoIter_as_slice/source_body.json,123,vec_into_iter_remaining,vec,source_indexed_conservative_count=3; narrowed_raw_parts_boundary=slice::from_raw_parts; len_view_boundary=ExactSizeIterator::len; manifest=proof_manifests/123_alloc_vec_IntoIter_as_slice/dependency_assumption_manifest.json,index=80;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary_and_len_boundary,vec_into_iter_remaining,none beyond documented Rust panic/unsafe domains,vec-iterator-adaptor-state,,pub fn as_slice(&self) -> &[T],alloc/src/vec/into_iter.rs:88,alloc::vec::IntoIter::as_slice,"categories=raw_pointer_or_provenance,unsafe; source-backed immutable raw slice construction boundary; ExactSizeIterator::len view boundary; manifest=proof_manifests/123_alloc_vec_IntoIter_as_slice/dependency_assumption_manifest.json"
