variant_id,api_path,campaign_status,strict_verdict,reason
core__option__Option__unwrap_unchecked__1137ba8f07e3,core::option::Option::unwrap_unchecked,proved,strict_faithful_admissible,"the match, forget on the impossible error branch, and unreachable_unchecked call are preserved; the forget declaration has no target-level postcondition; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__option__Option__unzip__90b806a883b7,core::option::Option::unzip,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__option__Option__xor__7d21867bf14f,core::option::Option::xor,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__option__Option__zip__1d501c9f552e,core::option::Option::zip,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__ptr__addr_eq__b36130860a78,core::ptr::addr_eq,proved,strict_faithful_admissible,Exact two casts to *const () followed by pointer equality; no trusted target surrogate.
core__ptr__align_offset__cdda5320590f,core::ptr::align_offset,blocked,not_proved,"core::ptr::align_offset is private and relies on unsupported core intrinsics. Public substitutes would violate source fidelity, while specifying the helper would effectively axiomatize the target contract."
core__ptr__as_array__618b3ad876c1,core::ptr::as_array,proved,strict_faithful_admissible,"Exact len test, as_ptr, cast, and Some/None control flow with acyclic lower pointer-method contracts."
core__ptr__as_mut_array__386ae76284ea,core::ptr::as_mut_array,proved,strict_faithful_admissible,"Exact len test, as_mut_ptr, cast, and Some/None control flow; lower contracts are acyclic."
core__ptr__cast__84d57f074be0,core::ptr::cast,proved,strict_faithful_admissible,Exact raw-pointer cast body with no assumptions.
core__ptr__cast_const__046f4d3d6e78,core::ptr::cast_const,proved,strict_faithful_admissible,Exact mut-to-const raw-pointer cast body with no assumptions.
core__ptr__cast_mut__8a1c477857ce,core::ptr::cast_mut,proved,strict_faithful_admissible,Exact const-to-mut raw-pointer cast body with no assumptions.
core__ptr__dangling__34d9245a47a1,core::ptr::dangling,proved,strict_faithful_admissible,"Exact delegation to dangling_mut; that lower operation is the source-called dependency, not a replacement."
core__ptr__dangling_mut__951d4c466307,core::ptr::dangling_mut,blocked,not_proved,NonNull's private pointer field prevents a downstream representation specification; Verus requires forbidden external_body modeling. Lower contracts sufficient for the proof would effectively axiomatize the target behavior.
core__ptr__eq__b2a4cb528e66,core::ptr::eq,proved,strict_faithful_admissible,"Exact raw-pointer equality expression, including metadata equality for wide pointers."
core__ptr__from_ref__0bea1371bcb1,core::ptr::from_ref,blocked,not_proved,Verus rejects both `r` and `r as *const T` as an implicit pointer dereference. Any replacement or axiom would alter or restate the target operation.
core__ptr__is_aligned__9243d6595408,core::ptr::is_aligned,proved,strict_faithful_admissible,Exact is_aligned_to(align_of::<T>()) call; the assumed lower contract preserves address semantics.
core__ptr__is_empty__8a0e05964cc5,core::ptr::is_empty,proved,strict_faithful_admissible,Exact len()==0 body with an acyclic len contract.
core__ptr__is_null__c974fe9854cf,core::ptr::is_null,proved,known_mismatch_or_inadmissible,"Uses only the non-const addr()==0 branch; it omits const_eval_select guaranteed_eq and its indeterminate panic, changing source panic/const behavior."
core__ptr__len__09e617e4e041,core::ptr::len,proved,strict_faithful_admissible,Exact metadata(self) body with an acyclic metadata contract.
core__ptr__slice_from_raw_parts__1d83f1d3d9d1,core::ptr::slice_from_raw_parts,blocked,not_proved,"Verus cannot attach a slice-capable specification to core::ptr::from_raw_parts because its opaque impl Thin bound is lowered incorrectly. Inlining reaches unsupported aggregate_raw_ptr, whose required BuiltinDeref bound is private. Alternatives or sufficient axioms would violate source fidelity."
core__ptr__slice_from_raw_parts_mut__d2c78b8204af,core::ptr::slice_from_raw_parts_mut,blocked,not_proved,"Verus rejects a slice-capable specification for core::ptr::from_raw_parts_mut because of its opaque impl Thin parameter. Inlining reaches aggregate_raw_ptr, whose required BuiltinDeref bound is private. Alternatives or sufficient axioms would violate source fidelity."
core__ptr__without_provenance__14bd531b5b17,core::ptr::without_provenance,proved,strict_faithful_admissible,Exact delegation to without_provenance_mut with the source coercion to const; provenance is not substituted.
core__ptr__without_provenance_mut__3e67907a4fb2,core::ptr::without_provenance_mut,blocked,not_proved,Specifying transmute with the required address and provenance semantics would merely restate the target contract; alternative pointer constructors violate source fidelity.
core__ptr__wrapping_add__2bfce176e02c,core::ptr::wrapping_add,proved,strict_faithful_admissible,Exact count-as-isize cast and wrapping_offset call; temporaries and truncate annotation are verification-only elaboration.
core__ptr__wrapping_byte_add__da00ae3b8283,core::ptr::wrapping_byte_add,proved,strict_faithful_admissible,"Exact cast::<u8>(), wrapping_add, and with_metadata_of chain; temporaries preserve order and provenance."
core__ptr__wrapping_byte_offset__42cad6f68e34,core::ptr::wrapping_byte_offset,proved,strict_faithful_admissible,"Exact cast::<u8>(), wrapping_offset, and with_metadata_of chain with acyclic lower contracts."
core__ptr__wrapping_byte_sub__291c0303041a,core::ptr::wrapping_byte_sub,proved,strict_faithful_admissible,"Exact cast::<u8>(), wrapping_sub, and with_metadata_of chain; no peer cycle."
core__ptr__wrapping_offset__c58f96590449,core::ptr::wrapping_offset,blocked,not_proved,"Verus rejects core::intrinsics::arith_offset. Specifying its required semantics would restate the target contract, while substituting public pointer operations would violate strict source fidelity."
core__ptr__wrapping_sub__a7d59a83a967,core::ptr::wrapping_sub,proved,strict_faithful_admissible,"Exact cast, wrapping_neg, and wrapping_offset operations, only split into temporaries for arithmetic proof."
core__result__Result__and__e2333edc2bc8,core::result::Result::and,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__as_deref__e72a31c56a5c,core::result::Result::as_deref,proved,strict_faithful_admissible,"the as_ref().map(Deref::deref) operation chain is preserved exactly and relies only on smaller acyclic operation contracts; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__cloned__b4b98f105f57,core::result::Result::cloned,proved,strict_faithful_admissible,"the Result::map call and clone closure are preserved exactly; the closure ensures annotation is proof-only and uses smaller acyclic map/Clone contracts; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__copied__438a579be00e,core::result::Result::copied,proved,strict_faithful_admissible,"the proof mechanically expands the reference pattern (for example Ok(&v)) into binding the reference and copying through a local; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__expect_err__5fe659564553,core::result::Result::expect_err,proved,strict_faithful_admissible,"the match and panic branch are preserved; the local unwrap_failed copy has the standard helper's panic body, and its false precondition is used only on the branch excluded by the target contract; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__flatten__fd9c004e4f0a,core::result::Result::flatten,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__inspect_err__d239437473fe,core::result::Result::inspect_err,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__or__f784ca2c2467,core::result::Result::or,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__unwrap_err_unchecked__46686f2080eb,core::result::Result::unwrap_err_unchecked,proved,strict_faithful_admissible,"the match and unreachable_unchecked panic/UB branch are preserved exactly; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__unwrap_or_default__63f2427c8284,core::result::Result::unwrap_or_default,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__result__Result__unwrap_unchecked__013cbe5db7d5,core::result::Result::unwrap_unchecked,proved,strict_faithful_admissible,"the match, forget on the impossible error branch, and unreachable_unchecked call are preserved; the forget declaration has no target-level postcondition; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__slice__Iter__as_slice__5d7be37fdda4,core::slice::Iter::as_slice,blocked,not_proved,`Iter`'s `ptr` and `end_or_len` fields and required representation invariant are private. Reproducing `make_slice` downstream is impossible without forbidden representation axioms; public alternatives would violate source fidelity or be circular.
core__slice__as_array__98ae2b95f891,core::slice::as_array,blocked,not_proved,Verus rejects `unsafe { &*ptr }`. `vstd::raw_ptr::ptr_ref` requires an unavailable `PointsTo<[T; N]>`; introducing a representation axiom would violate the fidelity constraint.
core__slice__as_chunks_unchecked__8e72e2948002,core::slice::as_chunks_unchecked,blocked,not_proved,"Proving `from_raw_parts(slice.as_ptr().cast(), new_len)` requires a missing T-to-[T; N] layout/view bridge; axiomatizing it would restate the target contract. The body also reaches private UB-check machinery and unsupported `exact_div`."
core__slice__as_ptr__a6d14e028106,core::slice::as_ptr,blocked,not_proved,"Verus rejects the reference-to-raw-pointer cast as an unsupported implicit raw borrow. Using `from_ref`, `&raw const`, or an external bridge would be unsupported or violate strict source fidelity."
core__slice__assume_init_ref__a623a7711487,core::slice::assume_init_ref,blocked,not_proved,"Verus rejects &* on *const [T], while vstd::raw_ptr::ptr_ref only supports sized pointees. Using transmute/from_raw_parts would change the executable operations, and an axiom connecting the resulting slice to MaybeUninit contents would restate the target contract."
core__slice__element_offset__b4d1520e0b75,core::slice::element_offset,blocked,not_proved,"Verus rejects the exact `slice.as_ptr` and `ptr::from_ref` representations, and existing contracts do not relate pointer addresses to slice elements. Proving value equality would require a new representation axiom, which fidelity rules prohibit."
core__slice__from_ref__406a9a9df37f,core::slice::from_ref,proved,strict_faithful_admissible,Exact core::array::from_ref delegation with an acyclic lower contract.
core__slice__get_unchecked__41c620c7f316,core::slice::get_unchecked,blocked,not_proved,"Verus rejects `&*index.get_unchecked(...)`; vstd's permissioned `ptr_ref` supports only sized pointees, while `I::Output` may be unsized. Adding an axiom would restate the central target fact."
core__slice__last_chunk__f3636ce4a552,core::slice::last_chunk,blocked,not_proved,Verus rejects `unsafe { &*(last.as_ptr().cast_array()) }`. The permissioned `ptr_ref` requires an unavailable `PointsTo<[T; N]>`; adding an axiom or public-API substitute would violate source fidelity.
core__slice__split_at_checked__12463fbde055,core::slice::split_at_checked,proved,strict_faithful_admissible,Exact bounds test and unsafe split_at_unchecked call; the lower unsafe-slice contract is source-called and acyclic.
core__slice__split_first__dd63f4ddfeec,core::slice::split_first,proved,strict_faithful_admissible,"Mechanically lowers the [first, tail @ ..] pattern to the same length guard and slices, without extra panics."
core__result__Result__inspect__47b6addffafe,core::result::Result::inspect,proved,strict_faithful_admissible,"the proof preserves the Rust match/conditional, branch results, and closure calls exactly, with only receiver-to-argument conversion, qualification, or local renaming; all manifest requires/ensures are present, with no target/peer cycle or target-equivalent axiom."
core__sync__atomic__AtomicBool__as_ptr__dcd4aeb8b25d,core::sync::atomic::AtomicBool::as_ptr,blocked,not_proved,"AtomicBool::v is private, so an ordinary function cannot express self.v.get().cast(). Calling as_ptr is circular; pointer reinterpretation or a representation axiom would violate the fidelity requirements."
core__str__get_unchecked__f06269aa447e,core::str::get_unchecked,blocked,not_proved,"Verus rejects the implicit &str-to-*const str coercion and raw-pointer dereference in `&*i.get_unchecked(s)`. vstd's permissioned pointer dereference supports only sized pointees, while `I::Output` may be unsized; a sufficient bridge axiom would restate the target contract."
core__sync__atomic__Atomic__as_ptr__99e5441ab537,core::sync::atomic::Atomic::as_ptr,blocked,not_proved,"Atomic<T>::v and bool's Storage type are private. A mirror, layout cast, public alternative, or representation axiom would violate source fidelity or restate the target contract."
std__collections__HashMap__capacity__b146d03a9b1a,std::collections::HashMap::capacity,blocked,not_proved,Calling HashMap::capacity is circular; public alternatives or a private-representation axiom would violate source fidelity.
core__str__trim_right__ec24c39d46f4,core::str::trim_right,proved,strict_faithful_admissible,Exact deprecated alias body calling trim_end; added assertion is verification annotation.
core__slice__split_last__67b44ccac692,core::slice::split_last,proved,strict_faithful_admissible,"Mechanically lowers the [init @ .., last] pattern to guarded indexing and slicing with the same result order."
std__collections__HashMap__shrink_to__42a64e0337be,std::collections::HashMap::shrink_to,blocked,not_proved,"std::collections::HashMap::base and its shrink_to operation are private. Using the public shrink_to target would be circular, and substituting another public API or an axiom would violate fidelity requirements."
std__collections__HashMap__remove_entry__0b2a56e3580c,std::collections::HashMap::remove_entry,blocked,not_proved,"Public alternatives violate source fidelity, calling `HashMap::remove_entry` is circular, and a representation axiom would restate the target contract."
core__slice__split_first_chunk__fa94330561b5,core::slice::split_first_chunk,blocked,not_proved,"Verus rejects the required raw-pointer dereference `&*(first.as_ptr().cast_array())`. Permission-based lowering requires a new slice-to-array representation axiom, which the fidelity constraints forbid."
std__collections__HashMap__get_key_value__4407228ffeb2,std::collections::HashMap::get_key_value,blocked,not_proved,"The implementation accesses the private `HashMap::base` field and its private `get_key_value` operation. Calling the public target is circular; substituting another public API violates source fidelity, while axiomatizing the private operation would restate the target contract."
std__collections__HashMap__with_hasher__0db08eefeaab,std::collections::HashMap::with_hasher,blocked,not_proved,"HashMap::base and std::collections::hash::map::base are private. Public constructors would violate source fidelity, while a representation axiom would merely restate the target contract."
core__sync__atomic__Atomic__compare_exchange__03e04d1f7f5a,core::sync::atomic::Atomic::compare_exchange,blocked,not_proved,Verus rejects AtomicPtr::as_ptr and atomic_compare_exchange; inlining requires private representation and unsupported atomic_cxchg intrinsics. Specifying the helper would restate the target contract.
std__collections__HashMap__try_reserve__508166f5d2c1,std::collections::HashMap::try_reserve,blocked,not_proved,"Downstream Verus code cannot access HashMap::base or map_try_reserve_error. Calling HashMap::try_reserve is circular, while public substitutions or representation axioms would violate source fidelity."
std__collections__HashMap__with_capacity_and_hasher__583df802d1f4,std::collections::HashMap::with_capacity_and_hasher,blocked,not_proved,"Downstream Verus cannot access either private operation. Using the public target would be circular, while a representation axiom would merely restate the contract."
core__slice__trim_ascii__a10b28437fc1,core::slice::trim_ascii,proved,strict_faithful_admissible,"Exact trim_ascii_start().trim_ascii_end() composition, split into temporaries only."
std__collections__HashMap__shrink_to_fit__e173f5b1b063,std::collections::HashMap::shrink_to_fit,blocked,not_proved,Calling public `HashMap::shrink_to_fit` is circular; a public substitute or representation axiom would violate source fidelity.
std__collections__HashSet__replace__15bfc59aaf17,std::collections::HashSet::replace,blocked,not_proved,A standalone Verus function cannot access `self.base`. Calling HashSet::replace is circular; public alternatives or a representation axiom would violate source fidelity.
std__collections__HashSet__capacity__72c50164cfc8,std::collections::HashSet::capacity,blocked,not_proved,Downstream Rust/Verus cannot access self.base or its private base::HashSet type. A public-API substitute or representation axiom would violate the fidelity requirements.
core__sync__atomic__Atomic__compare_exchange_weak__be245253b3da,core::sync::atomic::Atomic::compare_exchange_weak,blocked,not_proved,Verus lacks an as_ptr specification and rejects atomic_cxchgweak's AtomicOrdering const arguments. Bypassing these with public alternatives or axioms would violate source fidelity.
core__str__slice_unchecked__dbe08e98ece5,core::str::slice_unchecked,blocked,not_proved,Verus rejects the implicit &str-to-*const str coercion and raw-pointer dereference in `&*(begin..end).get_unchecked(s)`. Available workarounds either replace the source operations or require an assumption equivalent to the target contract.
std__collections__HashSet__shrink_to__bb43516859a4,std::collections::HashSet::shrink_to,blocked,not_proved,A standalone function cannot access self.base or its internal shrink_to operation. Calling HashSet::shrink_to is circular; public substitutes or representation axioms violate source fidelity.
std__sync__LockResult__and__9007b8eb4481,std::sync::LockResult::and,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::LockResult<G> is Result<G, PoisonError<G>> (rust/library/std/src/sync/poison.rs:232); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::and). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__collections__HashSet__try_reserve__3e481730fa0e,std::collections::HashSet::try_reserve,blocked,not_proved,Standalone Verus cannot access `self.base` or `map_try_reserve_error`. Public substitutes or representation axioms would violate source fidelity.
std__collections__HashSet__with_hasher__6392a5d8f538,std::collections::HashSet::with_hasher,blocked,not_proved,"HashSet::base and base::HashSet are private. Calling HashSet::with_hasher is circular; public substitutes, layout tricks, or representation axioms violate source fidelity."
std__sync__LockResult__cloned__a60f4a9a8489,std::sync::LockResult::cloned,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::LockResult<G> is Result<G, PoisonError<G>> (rust/library/std/src/sync/poison.rs:232); the manifest contract and proof instead target core Result with an independent generic E (Result::<&'a T, E>::cloned). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__collections__HashSet__take__d7ed88a1f2ed,std::collections::HashSet::take,blocked,not_proved,"Standalone Verus cannot access `HashSet::base`. Public alternatives violate source fidelity, while axiomatizing `base.take` would effectively restate the target contract."
std__collections__HashSet__is_subset__ebbc35372f90,std::collections::HashSet::is_subset,proved,strict_faithful_admissible,"Mechanically names the iterator temporary but preserves the length guard, iter().all traversal, closure call count, and contains predicate. Imported iterator/hash contracts are ordinary and acyclic."
std__sync__LockResult__unwrap_err_unchecked__4130b9c2c61b,std::sync::LockResult::unwrap_err_unchecked,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::LockResult<G> is Result<G, PoisonError<G>> (rust/library/std/src/sync/poison.rs:232); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_err_unchecked). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__LockResult__transpose__76fdb8d833ae,std::sync::LockResult::transpose,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::LockResult<G> is Result<G, PoisonError<G>> (rust/library/std/src/sync/poison.rs:232); the manifest contract and proof instead target core Result with an independent generic E (Result::<Option<T>, E>::transpose). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__LockResult__copied__f300e6412861,std::sync::LockResult::copied,proved,known_mismatch_or_inadmissible,"The proof mechanically desugars the Ok(&v) pattern to a dereference and local copy. However std::sync::LockResult<G> is Result<G, PoisonError<G>> (rust/library/std/src/sync/poison.rs:232); the manifest contract and proof instead target core Result with an independent generic E (Result::<&'a T, E>::copied). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__collections__HashSet__is_superset__cd27a5c18f1f,std::collections::HashSet::is_superset,proved,strict_faithful_admissible,Preserves the exact other.is_subset(self) delegation; the added result local and assertions are administrative/ghost. The is_subset dependency is one-way and acyclic.
std__sync__LockResult__unwrap_or_default__63f2427c8284,std::sync::LockResult::unwrap_or_default,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::LockResult<G> is Result<G, PoisonError<G>> (rust/library/std/src/sync/poison.rs:232); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_or_default). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__LockResult__unwrap_unchecked__bbcab3fc2f35,std::sync::LockResult::unwrap_unchecked,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::LockResult<G> is Result<G, PoisonError<G>> (rust/library/std/src/sync/poison.rs:232); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_unchecked). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
core__slice__trim_ascii_end__2cf7e7b67da2,core::slice::trim_ascii_end,proved,strict_faithful_admissible,"Mechanical lowering of the suffix slice pattern into the same loop, whitespace test, and break behavior."
std__collections__HashSet__shrink_to_fit__725df0c827ef,std::collections::HashSet::shrink_to_fit,blocked,not_proved,"Downstream code cannot access the private `HashSet::base` field. Using `shrink_to(0)` would be a forbidden public alternative, while an axiom bridging the private operation would effectively restate the target contract."
std__sync__LockResult__unwrap_or__58b88029f786,std::sync::LockResult::unwrap_or,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::LockResult<G> is Result<G, PoisonError<G>> (rust/library/std/src/sync/poison.rs:232); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_or). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__collections__HashSet__is_disjoint__88d78d0f5050,std::collections::HashSet::is_disjoint,proved,strict_faithful_admissible,"Mechanically names iterator temporaries while preserving both length-selected branches, all traversal, and negated contains closures. Imported iterator/hash contracts are ordinary and acyclic."
std__sync__TryLockResult__copied__8d2ffcce8943,std::sync::TryLockResult::copied,proved,known_mismatch_or_inadmissible,"The proof mechanically desugars the Ok(&v) pattern to a dereference and local copy. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<&T, E>::copied). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__TryLockResult__cloned__8d81ff44e62c,std::sync::TryLockResult::cloned,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<&T, E>::cloned). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__TryLockResult__transpose__9b04d3e9cce2,std::sync::TryLockResult::transpose,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<Option<T>, E>::transpose). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__TryLockResult__or__666142661e47,std::sync::TryLockResult::or,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::or). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__TryLockResult__unwrap_err_unchecked__deb2d0fb8f97,std::sync::TryLockResult::unwrap_err_unchecked,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_err_unchecked). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__TryLockResult__or_else__49d29dcb50af,std::sync::TryLockResult::or_else,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::or_else). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
core__str__trim_ascii_start__8c541bb43487,core::str::trim_ascii_start,proved,strict_faithful_admissible,"Exact as_bytes, trim_ascii_start, and from_utf8_unchecked operations; ghost UTF-8 reasoning adds no executable substitution."
std__sync__TryLockResult__unwrap_or_default__63f2427c8284,std::sync::TryLockResult::unwrap_or_default,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_or_default). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__TryLockResult__and__d92c2a18dcc6,std::sync::TryLockResult::and,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::and). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__TryLockResult__unwrap_or__3facee5926e1,std::sync::TryLockResult::unwrap_or,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_or). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
core__str__get__8ab91e68c284,core::str::get,blocked,not_proved,Verus rejects generic trait-method assume_specification; an external trait specification relating SliceIndex::get to spec_slice_get creates a cyclic definition. Any bridge axiom would merely restate the target contract.
std__thread__Result__and__9007b8eb4481,std::thread::Result::and,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::and). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__as_mut__ecc2d1b8384c,std::thread::Result::as_mut,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::as_mut). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__cloned__fbe4af779d25,std::thread::Result::cloned,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<&'a T, E>::cloned). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__sync__TryLockResult__unwrap_unchecked__bbcab3fc2f35,std::sync::TryLockResult::unwrap_unchecked,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_unchecked). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__inspect__47b6addffafe,std::thread::Result::inspect,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::inspect). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__unwrap_err_unchecked__46686f2080eb,std::thread::Result::unwrap_err_unchecked,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_err_unchecked). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__flatten__273ae86e94d5,std::thread::Result::flatten,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<Result<T, E>, E>::flatten). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
