record_id,record_type,target,input_order,local_index,kind,name,status,rationale,source_lines,source_sha256,source_excerpt_relpath,harness_path,attribute_line,declaration_line,signature,contract_end_line,contract_text,contract_sha256,matching_dependency_record_ids,semantic_role,semantic_disposition,target_postcondition_coverage,adjudication_rationale,adjudication_source_citations,raw_record_json,semantic_audit_category,semantic_audit_version
TS-043-C002,private-helper-callee,core::slice::fill,43,2,private_helper_callee_closure,SpecFill::spec_fill TrivialClone implementation,source_backed_trivialclone_specfill_boundary,Source-indexed private/public callee closure retained by the implementation-proof dependency manifest.,core/src/slice/specialize.rs:20-28,,frozen_inputs/slice/rust-core-slice/specialize.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/043_core_slice_fill/harness.rs,,,,,,,,source-callee-provenance,context-only-source-closure,not-an-executable-boundary,This record closes the source call graph for provenance. It does not itself add an assumed transition or observation.,core/src/slice/specialize.rs:20-28,"{""body_end_line"":28,""disposition"":""source_backed_trivialclone_specfill_boundary"",""frozen_relpath"":""frozen_inputs/slice/rust-core-slice/specialize.rs"",""name"":""SpecFill::spec_fill TrivialClone implementation"",""public"":false,""signature_start_line"":20,""source_reference_path"":""core/src/slice/specialize.rs""}",source-closure-provenance,slice-unknown-authority-v3
TS-043-C003,private-helper-callee,core::slice::fill,43,3,private_helper_callee_closure,SpecFill primitive write_bytes/int specializations,source_backed_primitive_specfill_write_bytes_boundary,Source-indexed private/public callee closure retained by the implementation-proof dependency manifest.,core/src/slice/specialize.rs:30-73,,frozen_inputs/slice/rust-core-slice/specialize.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/043_core_slice_fill/harness.rs,,,,,,,,source-callee-provenance,context-only-source-closure,not-an-executable-boundary,This record closes the source call graph for provenance. It does not itself add an assumed transition or observation.,core/src/slice/specialize.rs:30-73,"{""body_end_line"":73,""disposition"":""source_backed_primitive_specfill_write_bytes_boundary"",""frozen_relpath"":""frozen_inputs/slice/rust-core-slice/specialize.rs"",""name"":""SpecFill primitive write_bytes/int specializations"",""public"":false,""signature_start_line"":30,""source_reference_path"":""core/src/slice/specialize.rs""}",source-closure-provenance,slice-unknown-authority-v3
TS-043-E001,harness-external-body,core::slice::fill,43,1,verifier::external_body,rust_1_96_clone_from_value_at,active-explicit-trusted-body,Exact external-body site enumerated from the selected proof harness; semantics and source backing are supplied by linked dependency records and the retained harness signature.,,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/043_core_slice_fill/harness.rs,79,80,"pub fn rust_1_96_clone_from_value_at<T: core::clone::Clone>( slice: &mut [T], value: &T, idx: usize, ) requires",91,"pub fn rust_1_96_clone_from_value_at<T: core::clone::Clone>(
    slice: &mut [T],
    value: &T,
    idx: usize,
)
    requires
        idx < old(slice)@.len(),
    ensures
        final(slice)@.len() == old(slice)@.len(),
        final(slice)@ == old(slice)@.update(idx as int, final(slice)@[idx as int]),
        cloned::<T>(*value, final(slice)@[idx as int]),
",662c7df99f53620da135aa39cee6d40c895255d9764fb7c34e930e431e42c3ac,TS-043-D003,callback-or-trait-transition,admissible-source-backed-lower-boundary,partial-or-lower-level,"The contract records one callback, element read, clone, or write effect rather than the target's aggregate result.",core/src/slice/specialize.rs:11-12,"{""attribute_line"":79,""contract_end_line"":91,""contract_text"":""pub fn rust_1_96_clone_from_value_at<T: core::clone::Clone>(\n    slice: &mut [T],\n    value: &T,\n    idx: usize,\n)\n    requires\n        idx < old(slice)@.len(),\n    ensures\n        final(slice)@.len() == old(slice)@.len(),\n        final(slice)@ == old(slice)@.update(idx as int, final(slice)@[idx as int]),\n        cloned::<T>(*value, final(slice)@[idx as int]),\n"",""declaration_line"":80,""signature"":""pub fn rust_1_96_clone_from_value_at<T: core::clone::Clone>( slice: &mut [T], value: &T, idx: usize, ) requires"",""symbol"":""rust_1_96_clone_from_value_at""}",callback-or-element-effect,slice-unknown-authority-v3
TS-046-D001,dependency-manifest-record,core::slice::first_chunk_mut,46,1,shared_model_helper,array_mut_ref_view;array_value_view;slice_fixed_prefix;slice_start_mut_ptr;slice_mut_prefix_array_ptr,audited_generated_contract_vocabulary_instantiated_in_harness,"The generated mutable prefix/final-frame vocabulary is inlined as open spec definitions, and the pointer provenance vocabulary connects the reviewed as_mut_ptr dependency to the source-backed cast_array/deref boundaries. The target postcondition is attached to the executable target and is not assumed.",frozen_inputs/slice/specs/slice_shared_vocabulary.rs:913-935 and raw-pointer/provenance vocabulary used by core::slice::as_mut_ptr,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/046_core_slice_first_chunk_mut/harness.rs,,,,,,,,specification-vocabulary,context-only-specification-vocabulary,not-an-executable-boundary,"This record identifies target-local specification vocabulary. It is retained for binding, but is not admitted as an executable Boundary_T observation or transition.",frozen_inputs/slice/specs/slice_shared_vocabulary.rs:913-935 and raw-pointer/provenance vocabulary used by core::slice::as_mut_ptr,"{""kind"":""shared_model_helper"",""name"":""array_mut_ref_view;array_value_view;slice_fixed_prefix;slice_start_mut_ptr;slice_mut_prefix_array_ptr"",""rationale"":""The generated mutable prefix/final-frame vocabulary is inlined as open spec definitions, and the pointer provenance vocabulary connects the reviewed as_mut_ptr dependency to the source-backed cast_array/deref boundaries. The target postcondition is attached to the executable target and is not assumed."",""source_lines"":""frozen_inputs/slice/specs/slice_shared_vocabulary.rs:913-935 and raw-pointer/provenance vocabulary used by core::slice::as_mut_ptr"",""status"":""audited_generated_contract_vocabulary_instantiated_in_harness""}",specification-vocabulary,slice-unknown-authority-v3
TS-046-D002,dependency-manifest-record,core::slice::first_chunk_mut,46,2,generated_target_dependency,core::slice::as_mut_ptr,reviewed_dependency_reused_for_mut_pointer_start_and_final_frame_fact,"The Rust 1.96 body calls `self.as_mut_ptr()` before `cast_array()`. The harness reuses the already verified as_mut_ptr dependency shape by calling a local executable wrapper with the same `slice_start_mut_ptr(old(slice)@, ptr)` and `final(slice)@ == old(slice)@` facts.",core/src/slice/mod.rs:363; proof_harnesses/019_core_slice_as_mut_ptr/harness.rs,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/046_core_slice_first_chunk_mut/harness.rs,,,,,,,,memory-layout-or-provenance-transition,admissible-source-backed-support,partial-or-lower-level,"This exact frozen manifest record was audited as a named source dependency, callback, primitive, or local proof bridge. Its final disposition also incorporates every explicitly linked external site.",core/src/slice/mod.rs:363; proof_harnesses/019_core_slice_as_mut_ptr/harness.rs,"{""kind"":""generated_target_dependency"",""name"":""core::slice::as_mut_ptr"",""rationale"":""The Rust 1.96 body calls `self.as_mut_ptr()` before `cast_array()`. The harness reuses the already verified as_mut_ptr dependency shape by calling a local executable wrapper with the same `slice_start_mut_ptr(old(slice)@, ptr)` and `final(slice)@ == old(slice)@` facts."",""source_lines"":""core/src/slice/mod.rs:363; proof_harnesses/019_core_slice_as_mut_ptr/harness.rs"",""status"":""reviewed_dependency_reused_for_mut_pointer_start_and_final_frame_fact""}",source-backed-support,slice-unknown-authority-v3
TS-046-D003,dependency-manifest-record,core::slice::first_chunk_mut,46,3,source_backed_raw_pointer_cast_boundary,rust_1_96_mut_ptr_cast_array,minimal_trusted_boundary_for_source_backed_mut_ptr_cast_array,Verus cannot prove mutable raw-pointer provenance for `ptr.cast_array()` directly in the non-external target body. The boundary body is exactly the Rust 1.96 `ptr.cast_array()` operation and only links the reviewed mutable slice-start pointer to an array-pointer provenance fact while preserving the mutable-slice frame.,core/src/slice/mod.rs:363-364,2170d94c79e1f26619cef13c46a6700a5a217819967b3a26a6ec3dc9fc9e703d,proof_harnesses/046_core_slice_first_chunk_mut/source_excerpt.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/046_core_slice_first_chunk_mut/harness.rs,,,,,,,,panic-or-domain-transition,admissible-source-backed-support,partial-or-lower-level,"This exact frozen manifest record was audited as a named source dependency, callback, primitive, or local proof bridge. Its final disposition also incorporates every explicitly linked external site.",core/src/slice/mod.rs:363-364,"{""kind"":""source_backed_raw_pointer_cast_boundary"",""name"":""rust_1_96_mut_ptr_cast_array"",""rationale"":""Verus cannot prove mutable raw-pointer provenance for `ptr.cast_array()` directly in the non-external target body. The boundary body is exactly the Rust 1.96 `ptr.cast_array()` operation and only links the reviewed mutable slice-start pointer to an array-pointer provenance fact while preserving the mutable-slice frame."",""source_excerpt_relpath"":""proof_harnesses/046_core_slice_first_chunk_mut/source_excerpt.rs"",""source_lines"":""core/src/slice/mod.rs:363-364"",""source_sha256"":""2170d94c79e1f26619cef13c46a6700a5a217819967b3a26a6ec3dc9fc9e703d"",""status"":""minimal_trusted_boundary_for_source_backed_mut_ptr_cast_array""}",source-backed-support,slice-unknown-authority-v3
TS-046-D004,dependency-manifest-record,core::slice::first_chunk_mut,46,4,source_backed_mut_array_ref_final_frame_boundary,rust_1_96_first_chunk_mut_array_ref,minimal_trusted_boundary_for_source_backed_prefix_mut_array_ref_cast_and_final_frame,"The public target is executable and keeps the Rust 1.96 `len() < N` guard and Some/None flow. Only the unsafe mutable array-reference dereference `unsafe { &mut *ptr }` is isolated in a target-local boundary whose precondition is the proved `N <= old(slice)@.len()` branch plus the pointer-array provenance fact, and whose postcondition relates the returned array reference to the old fixed prefix while preserving the suffix frame in the final slice.",core/src/slice/mod.rs:363-364,2170d94c79e1f26619cef13c46a6700a5a217819967b3a26a6ec3dc9fc9e703d,proof_harnesses/046_core_slice_first_chunk_mut/source_excerpt.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/046_core_slice_first_chunk_mut/harness.rs,,,,,,,,panic-or-domain-transition,inadmissible-answer-bearing-support,complete-or-answer-equivalent,"Every linked executable site is explicitly audited as a complete target/branch postcondition, answer-equivalent result, or opaque whole algorithm. Source citation does not make it admissible.",core/src/slice/mod.rs:363-364,"{""kind"":""source_backed_mut_array_ref_final_frame_boundary"",""name"":""rust_1_96_first_chunk_mut_array_ref"",""rationale"":""The public target is executable and keeps the Rust 1.96 `len() < N` guard and Some/None flow. Only the unsafe mutable array-reference dereference `unsafe { &mut *ptr }` is isolated in a target-local boundary whose precondition is the proved `N <= old(slice)@.len()` branch plus the pointer-array provenance fact, and whose postcondition relates the returned array reference to the old fixed prefix while preserving the suffix frame in the final slice."",""source_excerpt_relpath"":""proof_harnesses/046_core_slice_first_chunk_mut/source_excerpt.rs"",""source_lines"":""core/src/slice/mod.rs:363-364"",""source_sha256"":""2170d94c79e1f26619cef13c46a6700a5a217819967b3a26a6ec3dc9fc9e703d"",""status"":""minimal_trusted_boundary_for_source_backed_prefix_mut_array_ref_cast_and_final_frame""}",source-backed-support,slice-unknown-authority-v3
TS-046-C001,private-helper-callee,core::slice::first_chunk_mut,46,1,private_helper_callee_closure,len,source-indexed,Source-indexed private/public callee closure retained by the implementation-proof dependency manifest.,core/src/slice/iter/macros.rs:142-144,48328fef24b9a414c7599eb67374e2d10f3c26ce8316557ce897b9c9e5203fc1,frozen_inputs/slice/rust-core-slice/iter/macros.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/046_core_slice_first_chunk_mut/harness.rs,,,,,,,,source-callee-provenance,context-only-source-closure,not-an-executable-boundary,This record closes the source call graph for provenance. It does not itself add an assumed transition or observation.,core/src/slice/iter/macros.rs:142-144,"{""body_end_line"":144,""frozen_relpath"":""frozen_inputs/slice/rust-core-slice/iter/macros.rs"",""item_sha256"":""48328fef24b9a414c7599eb67374e2d10f3c26ce8316557ce897b9c9e5203fc1"",""name"":""len"",""public"":false,""signature_start_line"":142,""source_reference_path"":""core/src/slice/iter/macros.rs""}",source-closure-provenance,slice-unknown-authority-v3
TS-046-C002,private-helper-callee,core::slice::first_chunk_mut,46,2,private_helper_callee_closure,len,source-indexed,Source-indexed private/public callee closure retained by the implementation-proof dependency manifest.,core/src/slice/sort/stable/drift.rs:295-297,39713253c1089e4b037e302f5b7358f257f51d24290f54f0efc0dc25d78323fc,frozen_inputs/slice/rust-core-slice/sort/stable/drift.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/046_core_slice_first_chunk_mut/harness.rs,,,,,,,,source-callee-provenance,context-only-source-closure,not-an-executable-boundary,This record closes the source call graph for provenance. It does not itself add an assumed transition or observation.,core/src/slice/sort/stable/drift.rs:295-297,"{""body_end_line"":297,""frozen_relpath"":""frozen_inputs/slice/rust-core-slice/sort/stable/drift.rs"",""item_sha256"":""39713253c1089e4b037e302f5b7358f257f51d24290f54f0efc0dc25d78323fc"",""name"":""len"",""public"":false,""signature_start_line"":295,""source_reference_path"":""core/src/slice/sort/stable/drift.rs""}",source-closure-provenance,slice-unknown-authority-v3
TS-046-C003,private-helper-callee,core::slice::first_chunk_mut,46,3,private_helper_callee_closure,len,source-indexed,Source-indexed private/public callee closure retained by the implementation-proof dependency manifest.,alloc/src/vec/in_place_drop.rs:15-17,abc18bdf2169eed2a02867127488f3df813795a68b96b8e832725dab3e82adb9,frozen_inputs/vec/rust-alloc-vec/vec/in_place_drop.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/046_core_slice_first_chunk_mut/harness.rs,,,,,,,,source-callee-provenance,context-only-source-closure,not-an-executable-boundary,This record closes the source call graph for provenance. It does not itself add an assumed transition or observation.,alloc/src/vec/in_place_drop.rs:15-17,"{""body_end_line"":17,""frozen_relpath"":""frozen_inputs/vec/rust-alloc-vec/vec/in_place_drop.rs"",""item_sha256"":""abc18bdf2169eed2a02867127488f3df813795a68b96b8e832725dab3e82adb9"",""name"":""len"",""public"":false,""signature_start_line"":15,""source_reference_path"":""alloc/src/vec/in_place_drop.rs""}",source-closure-provenance,slice-unknown-authority-v3
TS-046-E001,harness-external-body,core::slice::first_chunk_mut,46,1,verifier::external_body,rust_1_96_mut_ptr_cast_array,active-explicit-trusted-body,Exact external-body site enumerated from the selected proof harness; semantics and source backing are supplied by linked dependency records and the retained harness signature.,,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/046_core_slice_first_chunk_mut/harness.rs,57,58,"pub fn rust_1_96_mut_ptr_cast_array<T, const N: usize>( slice: &mut [T], ptr: *mut T, ) -> (array_ptr: *mut [T; N]) requires",67,"pub fn rust_1_96_mut_ptr_cast_array<T, const N: usize>(
    slice: &mut [T],
    ptr: *mut T,
) -> (array_ptr: *mut [T; N])
    requires
        slice_start_mut_ptr(old(slice)@, ptr),
    ensures
        slice_mut_prefix_array_ptr::<T, N>(old(slice)@, array_ptr),
        final(slice)@ == old(slice)@,
",c1e764c26384f8ac049cc19350364e5c770221f49249e2ae8f0f8bf36bc6ea96,TS-046-D003,memory-layout-or-provenance-transition,admissible-source-backed-lower-boundary,partial-or-lower-level,"The contract isolates a pointer cast/copy, layout, address, or provenance transition and does not state the enclosing target answer.",core/src/slice/mod.rs:363-364,"{""attribute_line"":57,""contract_end_line"":67,""contract_text"":""pub fn rust_1_96_mut_ptr_cast_array<T, const N: usize>(\n    slice: &mut [T],\n    ptr: *mut T,\n) -> (array_ptr: *mut [T; N])\n    requires\n        slice_start_mut_ptr(old(slice)@, ptr),\n    ensures\n        slice_mut_prefix_array_ptr::<T, N>(old(slice)@, array_ptr),\n        final(slice)@ == old(slice)@,\n"",""declaration_line"":58,""signature"":""pub fn rust_1_96_mut_ptr_cast_array<T, const N: usize>( slice: &mut [T], ptr: *mut T, ) -> (array_ptr: *mut [T; N]) requires"",""symbol"":""rust_1_96_mut_ptr_cast_array""}",pointer-layout-provenance-transition,slice-unknown-authority-v3
TS-046-E002,harness-external-body,core::slice::first_chunk_mut,46,2,verifier::external_body,rust_1_96_first_chunk_mut_array_ref,active-explicit-trusted-body,Exact external-body site enumerated from the selected proof harness; semantics and source backing are supplied by linked dependency records and the retained harness signature.,,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/046_core_slice_first_chunk_mut/harness.rs,71,72,"pub unsafe fn rust_1_96_first_chunk_mut_array_ref<'a, T, const N: usize>( slice: &'a mut [T], ptr: *mut [T; N], ) -> (ret: &'a mut [T; N]) requires",83,"pub unsafe fn rust_1_96_first_chunk_mut_array_ref<'a, T, const N: usize>(
    slice: &'a mut [T],
    ptr: *mut [T; N],
) -> (ret: &'a mut [T; N])
    requires
        (N as int) <= old(slice)@.len(),
        slice_mut_prefix_array_ptr::<T, N>(old(slice)@, ptr),
    ensures
        array_mut_ref_view::<T, N>(ret) == slice_fixed_prefix::<T, N>(old(slice)@),
        final(slice)@ == array_value_view::<T, N>(*final(ret))
            + old(slice)@.subrange(N as int, old(slice)@.len() as int),
",52c716880a7670f327fee97cfa35eadeeb2b476402750aea0d8cb6a0380c1a28,TS-046-D004,range-or-borrow-transition,inadmissible-complete-branch-postcondition,complete-on-target-branch,"Under the helper's branch preconditions, its contract supplies every remaining public postcondition for that target branch.",core/src/slice/mod.rs:363-364,"{""attribute_line"":71,""contract_end_line"":83,""contract_text"":""pub unsafe fn rust_1_96_first_chunk_mut_array_ref<'a, T, const N: usize>(\n    slice: &'a mut [T],\n    ptr: *mut [T; N],\n) -> (ret: &'a mut [T; N])\n    requires\n        (N as int) <= old(slice)@.len(),\n        slice_mut_prefix_array_ptr::<T, N>(old(slice)@, ptr),\n    ensures\n        array_mut_ref_view::<T, N>(ret) == slice_fixed_prefix::<T, N>(old(slice)@),\n        final(slice)@ == array_value_view::<T, N>(*final(ret))\n            + old(slice)@.subrange(N as int, old(slice)@.len() as int),\n"",""declaration_line"":72,""signature"":""pub unsafe fn rust_1_96_first_chunk_mut_array_ref<'a, T, const N: usize>( slice: &'a mut [T], ptr: *mut [T; N], ) -> (ret: &'a mut [T; N]) requires"",""symbol"":""rust_1_96_first_chunk_mut_array_ref""}",complete-branch-postcondition,slice-unknown-authority-v3
TS-047-D001,dependency-manifest-record,core::slice::from_mut,47,1,source_backed_public_helper_and_unsize_boundary,core::array::from_mut plus array-to-slice unsizing,minimal_trusted_boundary_until_array_from_mut_pointer_cast_is_recursively_proved,"The Rust 1.96 target body is exactly `array::from_mut(s)`, whose source body constructs `&mut [T; 1]` by a raw-pointer cast before the slice function's return type coerces it to `&mut [T]`. The harness verifies the target call against a narrow boundary that exposes only the singleton mutable-slice view and final-frame relation required by the generated contract; it does not externalize or assume the target body.",core/src/array/mod.rs:174-177 and core/src/slice/raw.rs:212,557605d2b9fe70d8f06e0ef29f7cd7dc71a38328bbf23ff93315c2769ede6cd7,proof_harnesses/047_core_slice_from_mut/array_from_mut_source_excerpt.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/047_core_slice_from_mut/harness.rs,,,,,,,,panic-or-domain-transition,inadmissible-answer-bearing-support,complete-or-answer-equivalent,"Every linked executable site is explicitly audited as a complete target/branch postcondition, answer-equivalent result, or opaque whole algorithm. Source citation does not make it admissible.",core/src/array/mod.rs:174-177 and core/src/slice/raw.rs:212,"{""kind"":""source_backed_public_helper_and_unsize_boundary"",""name"":""core::array::from_mut plus array-to-slice unsizing"",""rationale"":""The Rust 1.96 target body is exactly `array::from_mut(s)`, whose source body constructs `&mut [T; 1]` by a raw-pointer cast before the slice function's return type coerces it to `&mut [T]`. The harness verifies the target call against a narrow boundary that exposes only the singleton mutable-slice view and final-frame relation required by the generated contract; it does not externalize or assume the target body."",""source_excerpt_relpath"":""proof_harnesses/047_core_slice_from_mut/array_from_mut_source_excerpt.rs"",""source_lines"":""core/src/array/mod.rs:174-177 and core/src/slice/raw.rs:212"",""source_sha256"":""557605d2b9fe70d8f06e0ef29f7cd7dc71a38328bbf23ff93315c2769ede6cd7"",""status"":""minimal_trusted_boundary_until_array_from_mut_pointer_cast_is_recursively_proved""}",source-backed-support,slice-unknown-authority-v3
TS-047-D002,dependency-manifest-record,core::slice::from_mut,47,2,shared_contract_vocabulary,singleton mutable slice old/final view,existing_generated_contract_vocabulary_boundary,The generated contract relates the returned mutable slice to the old and final value of the input reference using Verus sequence and final-state vocabulary. The harness attaches that contract to the target and the callee boundary without using assume_specification.,,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/047_core_slice_from_mut/harness.rs,,,,,,,,specification-vocabulary,context-only-specification-vocabulary,not-an-executable-boundary,"This record identifies target-local specification vocabulary. It is retained for binding, but is not admitted as an executable Boundary_T observation or transition.",manifest-local,"{""kind"":""shared_contract_vocabulary"",""name"":""singleton mutable slice old/final view"",""rationale"":""The generated contract relates the returned mutable slice to the old and final value of the input reference using Verus sequence and final-state vocabulary. The harness attaches that contract to the target and the callee boundary without using assume_specification."",""status"":""existing_generated_contract_vocabulary_boundary""}",specification-vocabulary,slice-unknown-authority-v3
TS-047-E001,harness-external-body,core::slice::from_mut,47,1,verifier::external_body,from_mut,active-explicit-trusted-body,Exact external-body site enumerated from the selected proof harness; semantics and source backing are supplied by linked dependency records and the retained harness signature.,,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/047_core_slice_from_mut/harness.rs,17,18,"pub fn from_mut<'a, T>(s: &'a mut T) -> (ret: &'a mut [T]) ensures",22,"pub fn from_mut<'a, T>(s: &'a mut T) -> (ret: &'a mut [T])
        ensures
            ret@ == seq![*old(s)],
            final(ret)@ == seq![*final(s)],
",f50eec286736290f7432f4ff6f9800943acba11bd003343899835077946af009,TS-047-D001,source-helper-transition,inadmissible-complete-target-postcondition,complete-target,The retained contract states the target's complete principal return and/or final-state postcondition. Source backing cannot make a whole target answer an admissible Boundary_T observation.,core/src/array/mod.rs:174-177 and core/src/slice/raw.rs:212,"{""attribute_line"":17,""contract_end_line"":22,""contract_text"":""pub fn from_mut<'a, T>(s: &'a mut T) -> (ret: &'a mut [T])\n        ensures\n            ret@ == seq![*old(s)],\n            final(ret)@ == seq![*final(s)],\n"",""declaration_line"":18,""signature"":""pub fn from_mut<'a, T>(s: &'a mut T) -> (ret: &'a mut [T]) ensures"",""symbol"":""from_mut""}",complete-target-postcondition,slice-unknown-authority-v3
TS-048-D001,dependency-manifest-record,core::slice::from_raw_parts,48,1,shared_model_helper,SliceRawDomain;SliceRawMutability;slice_raw_domain;slice_raw_domain_valid;slice_raw_domain_valid_for;slice_start_ptr;slice_from_raw_parts_result,audited_generated_contract_vocabulary_instantiated_in_harness,"The generated raw-domain vocabulary is instantiated in the harness as target-local spec definitions. It captures the documented non-null, alignment, one-allocation, initialized-memory, aliasing, and isize-size preconditions without assuming the target postcondition directly.",frozen_inputs/slice/specs/slice_shared_vocabulary.rs:962-1032,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/048_core_slice_from_raw_parts/harness.rs,,,,,,,,specification-vocabulary,context-only-specification-vocabulary,not-an-executable-boundary,"This record identifies target-local specification vocabulary. It is retained for binding, but is not admitted as an executable Boundary_T observation or transition.",frozen_inputs/slice/specs/slice_shared_vocabulary.rs:962-1032,"{""kind"":""shared_model_helper"",""name"":""SliceRawDomain;SliceRawMutability;slice_raw_domain;slice_raw_domain_valid;slice_raw_domain_valid_for;slice_start_ptr;slice_from_raw_parts_result"",""rationale"":""The generated raw-domain vocabulary is instantiated in the harness as target-local spec definitions. It captures the documented non-null, alignment, one-allocation, initialized-memory, aliasing, and isize-size preconditions without assuming the target postcondition directly."",""source_lines"":""frozen_inputs/slice/specs/slice_shared_vocabulary.rs:962-1032"",""status"":""audited_generated_contract_vocabulary_instantiated_in_harness""}",specification-vocabulary,slice-unknown-authority-v3
TS-048-D002,dependency-manifest-record,core::slice::from_raw_parts,48,2,source_backed_raw_pointer_cast_boundary,rust_1_96_from_raw_parts_ub_checked_raw_slice,minimal_trusted_boundary_for_source_backed_from_raw_parts_ub_precondition_and_raw_pointer_provenance_semantics,"The public target is executable and calls a target-local boundary for the Rust 1.96 unsafe block. The boundary is guarded by the generated raw-domain precondition corresponding to the source `ub_checks::assert_unsafe_precondition!` and contains the source-backed raw slice construction `unsafe { &*core::ptr::slice_from_raw_parts(data, len) }`, which Verus does not model directly.",core/src/slice/raw.rs:124-141,9544e272f2c1f29c72893c67e1739041f27647e99198cc311eac1870c87bcfcb,proof_harnesses/048_core_slice_from_raw_parts/source_excerpt.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/048_core_slice_from_raw_parts/harness.rs,,,,,,,,panic-or-domain-transition,inadmissible-answer-bearing-support,complete-or-answer-equivalent,"Every linked executable site is explicitly audited as a complete target/branch postcondition, answer-equivalent result, or opaque whole algorithm. Source citation does not make it admissible.",core/src/slice/raw.rs:124-141,"{""kind"":""source_backed_raw_pointer_cast_boundary"",""name"":""rust_1_96_from_raw_parts_ub_checked_raw_slice"",""rationale"":""The public target is executable and calls a target-local boundary for the Rust 1.96 unsafe block. The boundary is guarded by the generated raw-domain precondition corresponding to the source `ub_checks::assert_unsafe_precondition!` and contains the source-backed raw slice construction `unsafe { &*core::ptr::slice_from_raw_parts(data, len) }`, which Verus does not model directly."",""source_excerpt_relpath"":""proof_harnesses/048_core_slice_from_raw_parts/source_excerpt.rs"",""source_lines"":""core/src/slice/raw.rs:124-141"",""source_sha256"":""9544e272f2c1f29c72893c67e1739041f27647e99198cc311eac1870c87bcfcb"",""status"":""minimal_trusted_boundary_for_source_backed_from_raw_parts_ub_precondition_and_raw_pointer_provenance_semantics""}",source-backed-support,slice-unknown-authority-v3
