target,semantic_family,status,contract_text,requires,ensures,shared_helpers,source_reference,source_excerpt,strength,known_risks,typecheck_result,determinism_result,target_binding_result,signature_shape_result,generic_bounds_result,reviewer_notes
alloc::vec::Vec::len,vec-logical-sequence-view,existing-vstd,"#[verifier::when_used_as_spec(spec_vec_len)] pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::len ]( vec: &Vec<T, A>, ) -> (len: usize) ensures len == spec_vec_len(vec), no_unwind ;",none beyond documented Rust panic/unsafe domains,"len == spec_vec_len(vec), no_unwind",spec_vec_len,alloc/src/vec/mod.rs:3063,pub const fn len(&self) -> usize,exact-existing-vstd baseline; copied declaration integrated verbatim where applicable,none beyond copied vstd abstraction boundaries,static-contract-shape-check: passed; exact copied vstd baseline is typechecked by vstd and is not redeclared in the local generated harness,exact-existing-vstd baseline row; determinism not rerun for copied vstd subtraction,target alloc::vec::Vec::len bound from inventory at alloc/src/vec/mod.rs:3063,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Exact copied vstd contract integrated in specs/existing_vstd_vec_specs.rs and specs/all_vec_specs.rs.
alloc::vec::Vec::new,vec-sequence-mutation,existing-vstd,"pub assume_specification<T>[ Vec::<T>::new ]() -> (v: Vec<T>) ensures v@ == Seq::<T>::empty(), ;",none beyond documented Rust panic/unsafe domains,"v@ == Seq::<T>::empty(),",preserve exact copied vstd Seq/View/capacity contract and target binding,alloc/src/vec/mod.rs:461,pub const fn new() -> Self,exact-existing-vstd baseline; copied declaration integrated verbatim where applicable,none beyond copied vstd abstraction boundaries,static-contract-shape-check: passed; exact copied vstd baseline is typechecked by vstd and is not redeclared in the local generated harness,exact-existing-vstd baseline row; determinism not rerun for copied vstd subtraction,target alloc::vec::Vec::new bound from inventory at alloc/src/vec/mod.rs:461,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Exact copied vstd contract integrated in specs/existing_vstd_vec_specs.rs and specs/all_vec_specs.rs.
alloc::vec::Vec::pop,vec-sequence-mutation,existing-vstd,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::pop ]( vec: &mut Vec<T, A>, ) -> (value: Option<T>) ensures old(vec)@.len() > 0 ==> value == Some(old(vec)@[old(vec)@.len() - 1]) && final(vec)@ == old(vec)@.subrange(0, old(vec)@.len() - 1), old(vec)@.len() == 0 ==> value == None::<T> && final(vec)@ == old(vec)@, ;",none beyond documented Rust panic/unsafe domains,"old(vec)@.len() > 0 ==> value == Some(old(vec)@[old(vec)@.len() - 1]) && final(vec)@ == old(vec)@.subrange(0, old(vec)@.len() - 1), old(vec)@.len() == 0 ==> value == None::<T> && final(vec)@ == old(vec)@,",preserve exact copied vstd Seq/View/capacity contract and target binding,alloc/src/vec/mod.rs:2853,pub fn pop(&mut self) -> Option<T>,exact-existing-vstd baseline; copied declaration integrated verbatim where applicable,none beyond copied vstd abstraction boundaries,static-contract-shape-check: passed; exact copied vstd baseline is typechecked by vstd and is not redeclared in the local generated harness,exact-existing-vstd baseline row; determinism not rerun for copied vstd subtraction,target alloc::vec::Vec::pop bound from inventory at alloc/src/vec/mod.rs:2853,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Exact copied vstd contract integrated in specs/existing_vstd_vec_specs.rs and specs/all_vec_specs.rs.
alloc::vec::Vec::pop_if,vec-callback-trace-mutation,generated-new-real-relation-spec,"pub assume_specification<T, A: core::alloc::Allocator, P: core::ops::FnOnce(&mut T) -> bool>[ Vec::<T, A>::pop_if ]( vec: &mut Vec<T, A>, predicate: P, ) -> (ret: Option<T>) ensures vec_pop_if_result(old(vec)@, predicate, ret, final(vec)@), ;",none beyond documented Rust panic/unsafe domains,"vec_pop_if_result(old(vec)@, predicate, ret, final(vec)@),",vec_pop_if_result,alloc/src/vec/mod.rs:2880,"pub fn pop_if(&mut self, predicate: impl FnOnce(&mut T) -> bool) -> Option<T>",medium: executable Verus assume_specification; feedback pipeline records honest determinism outcome,"FnMut/FnOnce or Clone effects are source-observable only through ordered callback traces, so the contract preserves relational outcomes rather than choosing one concrete callback result",verus-typecheck: pass; rc=0; command=/usr/bin/timeout 110s /home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/vec_all_contracts_batch.rs --no-verify; harness=verification/harnesses/vec_all_contracts_batch.rs; stdout=verification/evidence/vec_all_contracts_batch.verus.stdout; stderr=verification/evidence/vec_all_contracts_batch.verus.stderr,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=callback-trace-boundary; unknown_review_reason=FnMut/FnOnce or Clone effects are modeled by ordered source callback traces, preserving relational outcomes.; verus_rc=1; evidence=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__pop_if/result.json; synthetic=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__pop_if/synthetic_spec.rs; harness=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__pop_if/det_harness.rs",target alloc::vec::Vec::pop_if bound from inventory at alloc/src/vec/mod.rs:2880,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Generated executable Vec assume_specification; feedback-pipeline determinism result recorded honestly.
alloc::vec::Vec::push,vec-sequence-mutation,existing-vstd,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::push ]( vec: &mut Vec<T, A>, value: T, ) ensures final(vec)@ == old(vec)@.push(value), ;",none beyond documented Rust panic/unsafe domains,"final(vec)@ == old(vec)@.push(value),",preserve exact copied vstd Seq/View/capacity contract and target binding,alloc/src/vec/mod.rs:1001,"pub fn push(&mut self, value: T)",exact-existing-vstd baseline; copied declaration integrated verbatim where applicable,none beyond copied vstd abstraction boundaries,static-contract-shape-check: passed; exact copied vstd baseline is typechecked by vstd and is not redeclared in the local generated harness,exact-existing-vstd baseline row; determinism not rerun for copied vstd subtraction,target alloc::vec::Vec::push bound from inventory at alloc/src/vec/mod.rs:1001,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Exact copied vstd contract integrated in specs/existing_vstd_vec_specs.rs and specs/all_vec_specs.rs.
alloc::vec::Vec::push_mut,vec-sequence-mutation,generated-new-real-relation-spec,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::push_mut ]( vec: &mut Vec<T, A>, value: T, ) -> (ret: &mut T) ensures *ret == value, final(vec)@ == old(vec)@.push(*final(ret)), ;",none beyond documented Rust panic/unsafe domains,"*ret == value, final(vec)@ == old(vec)@.push(*final(ret)),",Seq/View old/final relation,alloc/src/vec/mod.rs:1033,"pub fn push_mut(&mut self, value: T) -> &mut T",medium: executable Verus assume_specification; feedback pipeline records honest determinism outcome,the inserted or pushed value view is fixed while the returned mutable reference identity and post-borrow mutation frame remain relational,verus-typecheck: pass; rc=0; command=/usr/bin/timeout 110s /home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/vec_all_contracts_batch.rs --no-verify; harness=verification/harnesses/vec_all_contracts_batch.rs; stdout=verification/evidence/vec_all_contracts_batch.verus.stdout; stderr=verification/evidence/vec_all_contracts_batch.verus.stderr,feedback-pipeline determinism: status=unsupported_mut_ref_return; R0=unsupported; evidence=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__push_mut/result.json; synthetic=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__push_mut/synthetic_spec.rs; harness=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__push_mut/det_harness.rs,target alloc::vec::Vec::push_mut bound from inventory at alloc/src/vec/mod.rs:1033,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Generated executable Vec assume_specification; feedback-pipeline determinism result recorded honestly.
alloc::vec::Vec::remove,vec-sequence-mutation,existing-vstd,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::remove ]( vec: &mut Vec<T, A>, i: usize, ) -> (element: T) requires i < old(vec).len(), ensures element == old(vec)[i as int], final(vec)@ == old(vec)@.remove(i as int), ;",see executable declaration,"element == old(vec)[i as int], final(vec)@ == old(vec)@.remove(i as int),",preserve exact copied vstd Seq/View/capacity contract and target binding,alloc/src/vec/mod.rs:2404,"pub fn remove(&mut self, index: usize) -> T",exact-existing-vstd baseline; copied declaration integrated verbatim where applicable,none beyond copied vstd abstraction boundaries,static-contract-shape-check: passed; exact copied vstd baseline is typechecked by vstd and is not redeclared in the local generated harness,exact-existing-vstd baseline row; determinism not rerun for copied vstd subtraction,target alloc::vec::Vec::remove bound from inventory at alloc/src/vec/mod.rs:2404,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Exact copied vstd contract integrated in specs/existing_vstd_vec_specs.rs and specs/all_vec_specs.rs.
alloc::vec::Vec::reserve,vec-capacity-allocation-state,existing-vstd,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::reserve ]( vec: &mut Vec<T, A>, additional: usize, ) ensures final(vec)@ == old(vec)@, ;",none beyond documented Rust panic/unsafe domains,"final(vec)@ == old(vec)@,",preserve exact copied vstd Seq/View/capacity contract and target binding,alloc/src/vec/mod.rs:1468,"pub fn reserve(&mut self, additional: usize)",exact-existing-vstd baseline; copied declaration integrated verbatim where applicable,none beyond copied vstd abstraction boundaries,static-contract-shape-check: passed; exact copied vstd baseline is typechecked by vstd and is not redeclared in the local generated harness,exact-existing-vstd baseline row; determinism not rerun for copied vstd subtraction,target alloc::vec::Vec::reserve bound from inventory at alloc/src/vec/mod.rs:1468,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Exact copied vstd contract integrated in specs/existing_vstd_vec_specs.rs and specs/all_vec_specs.rs.
alloc::vec::Vec::reserve_exact,vec-capacity-allocation-state,existing-vstd,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::reserve_exact ]( v: &mut Vec<T, A>, additional: usize, ) ensures final(v)@ == old(v)@, final(v).spec_capacity() >= old(v)@.len() + additional as nat, ;",none beyond documented Rust panic/unsafe domains,"final(v)@ == old(v)@, final(v).spec_capacity() >= old(v)@.len() + additional as nat,",CapacitySpec::spec_capacity,alloc/src/vec/mod.rs:1498,"pub fn reserve_exact(&mut self, additional: usize)",exact-existing-vstd baseline; copied declaration integrated verbatim where applicable,none beyond copied vstd abstraction boundaries,static-contract-shape-check: passed; exact copied vstd baseline is typechecked by vstd and is not redeclared in the local generated harness,exact-existing-vstd baseline row; determinism not rerun for copied vstd subtraction,target alloc::vec::Vec::reserve_exact bound from inventory at alloc/src/vec/mod.rs:1498,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Exact copied vstd contract integrated in specs/existing_vstd_vec_specs.rs and specs/all_vec_specs.rs.
alloc::vec::Vec::resize,vec-sequence-mutation,existing-vstd,"pub assume_specification<T: core::clone::Clone, A: core::alloc::Allocator>[ Vec::<T, A>::resize ]( vec: &mut Vec<T, A>, len: usize, value: T, ) ensures len <= old(vec).len() ==> final(vec)@ == old(vec)@.subrange(0, len as int), len > old(vec).len() ==> { &&& final(vec)@.len() == len &&& final(vec)@.subrange(0, old(vec).len() as int) == old(vec)@ &&& forall|i| #![all_triggers] old(vec).len() <= i < len ==> cloned::<T>(value, final(vec)@[i]) }, ;",none beyond documented Rust panic/unsafe domains,"len <= old(vec).len() ==> final(vec)@ == old(vec)@.subrange(0, len as int), len > old(vec).len() ==> { &&& final(vec)@.len() == len &&& final(vec)@.subrange(0, old(vec).len() as int) == old(vec)@ &&& forall|i| #![all_triggers] old(vec).len() <= i < len ==> cloned::<T>(value, final(vec)@[i]) },",preserve exact copied vstd Seq/View/capacity contract and target binding,alloc/src/vec/mod.rs:3532,"pub fn resize(&mut self, new_len: usize, value: T)",exact-existing-vstd baseline; copied declaration integrated verbatim where applicable,none beyond copied vstd abstraction boundaries,static-contract-shape-check: passed; exact copied vstd baseline is typechecked by vstd and is not redeclared in the local generated harness,exact-existing-vstd baseline row; determinism not rerun for copied vstd subtraction,target alloc::vec::Vec::resize bound from inventory at alloc/src/vec/mod.rs:3532,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Exact copied vstd contract integrated in specs/existing_vstd_vec_specs.rs and specs/all_vec_specs.rs.
alloc::vec::Vec::resize_with,vec-callback-trace-mutation,generated-new-real-relation-spec,"pub assume_specification<T, A: core::alloc::Allocator, F: core::ops::FnMut() -> T>[ Vec::<T, A>::resize_with::<F> ]( vec: &mut Vec<T, A>, new_len: usize, f: F, ) ensures new_len <= old(vec)@.len() ==> final(vec)@ == old(vec)@.subrange(0, new_len as int), new_len > old(vec)@.len() ==> vec_resize_with_result(old(vec)@, new_len, f, final(vec)@), ;",none beyond documented Rust panic/unsafe domains,"new_len <= old(vec)@.len() ==> final(vec)@ == old(vec)@.subrange(0, new_len as int), new_len > old(vec)@.len() ==> vec_resize_with_result(old(vec)@, new_len, f, final(vec)@),",vec_resize_with_result,alloc/src/vec/mod.rs:3182,"pub fn resize_with<F>(&mut self, new_len: usize, f: F) where F: FnMut() -> T,",medium: executable Verus assume_specification; feedback pipeline records honest determinism outcome,"FnMut/FnOnce or Clone effects are source-observable only through ordered callback traces, so the contract preserves relational outcomes rather than choosing one concrete callback result",verus-typecheck: pass; rc=0; command=/usr/bin/timeout 110s /home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/vec_all_contracts_batch.rs --no-verify; harness=verification/harnesses/vec_all_contracts_batch.rs; stdout=verification/evidence/vec_all_contracts_batch.verus.stdout; stderr=verification/evidence/vec_all_contracts_batch.verus.stderr,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=callback-trace-boundary; unknown_review_reason=FnMut/FnOnce or Clone effects are modeled by ordered source callback traces, preserving relational outcomes.; verus_rc=1; evidence=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__resize_with/result.json; synthetic=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__resize_with/synthetic_spec.rs; harness=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__resize_with/det_harness.rs",target alloc::vec::Vec::resize_with bound from inventory at alloc/src/vec/mod.rs:3182,signature mirrored from inventory row and copied Rust 1.96 source declaration,<F>; where F: FnMut() -> T,Generated executable Vec assume_specification; feedback-pipeline determinism result recorded honestly.
alloc::vec::Vec::retain,vec-callback-trace-mutation,generated-new-real-relation-spec,"pub assume_specification<T, A: core::alloc::Allocator, F: core::ops::FnMut(&T) -> bool>[ Vec::<T, A>::retain::<F> ]( vec: &mut Vec<T, A>, f: F, ) ensures vec_retain_result(old(vec)@, f, final(vec)@), ;",none beyond documented Rust panic/unsafe domains,"vec_retain_result(old(vec)@, f, final(vec)@),",vec_retain_result,alloc/src/vec/mod.rs:2488,"pub fn retain<F>(&mut self, mut f: F) where F: FnMut(&T) -> bool,",medium: executable Verus assume_specification; feedback pipeline records honest determinism outcome,"FnMut/FnOnce or Clone effects are source-observable only through ordered callback traces, so the contract preserves relational outcomes rather than choosing one concrete callback result",verus-typecheck: pass; rc=0; command=/usr/bin/timeout 110s /home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/vec_all_contracts_batch.rs --no-verify; harness=verification/harnesses/vec_all_contracts_batch.rs; stdout=verification/evidence/vec_all_contracts_batch.verus.stdout; stderr=verification/evidence/vec_all_contracts_batch.verus.stderr,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=callback-trace-boundary; unknown_review_reason=FnMut/FnOnce or Clone effects are modeled by ordered source callback traces, preserving relational outcomes.; verus_rc=1; evidence=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__retain/result.json; synthetic=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__retain/synthetic_spec.rs; harness=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__retain/det_harness.rs",target alloc::vec::Vec::retain bound from inventory at alloc/src/vec/mod.rs:2488,signature mirrored from inventory row and copied Rust 1.96 source declaration,<F>; where F: FnMut(&T) -> bool,Generated executable Vec assume_specification; feedback-pipeline determinism result recorded honestly.
alloc::vec::Vec::retain_mut,vec-callback-trace-mutation,generated-new-real-relation-spec,"pub assume_specification<T, A: core::alloc::Allocator, F: core::ops::FnMut(&mut T) -> bool>[ Vec::<T, A>::retain_mut::<F> ]( vec: &mut Vec<T, A>, f: F, ) ensures vec_retain_mut_result(old(vec)@, f, final(vec)@), ;",none beyond documented Rust panic/unsafe domains,"vec_retain_mut_result(old(vec)@, f, final(vec)@),",vec_retain_mut_result,alloc/src/vec/mod.rs:2514,"pub fn retain_mut<F>(&mut self, mut f: F) where F: FnMut(&mut T) -> bool,",medium: executable Verus assume_specification; feedback pipeline records honest determinism outcome,"FnMut/FnOnce or Clone effects are source-observable only through ordered callback traces, so the contract preserves relational outcomes rather than choosing one concrete callback result",verus-typecheck: pass; rc=0; command=/usr/bin/timeout 110s /home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/vec_all_contracts_batch.rs --no-verify; harness=verification/harnesses/vec_all_contracts_batch.rs; stdout=verification/evidence/vec_all_contracts_batch.verus.stdout; stderr=verification/evidence/vec_all_contracts_batch.verus.stderr,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=callback-trace-boundary; unknown_review_reason=FnMut/FnOnce or Clone effects are modeled by ordered source callback traces, preserving relational outcomes.; verus_rc=1; evidence=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__retain_mut/result.json; synthetic=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__retain_mut/synthetic_spec.rs; harness=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__retain_mut/det_harness.rs",target alloc::vec::Vec::retain_mut bound from inventory at alloc/src/vec/mod.rs:2514,signature mirrored from inventory row and copied Rust 1.96 source declaration,<F>; where F: FnMut(&mut T) -> bool,Generated executable Vec assume_specification; feedback-pipeline determinism result recorded honestly.
alloc::vec::Vec::set_len,vec-raw-parts-pointer-provenance,generated-new-real-relation-spec,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::set_len ]( vec: &mut Vec<T, A>, new_len: usize, ) requires vec_set_len_domain(old(vec)@, old(vec).spec_capacity(), new_len), ensures final(vec)@.len() == new_len, vec_set_len_result(old(vec)@, old(vec).spec_capacity(), new_len, final(vec)@), ;",see executable declaration,"final(vec)@.len() == new_len, vec_set_len_result(old(vec)@, old(vec).spec_capacity(), new_len, final(vec)@),",CapacitySpec::spec_capacity;vec_set_len_domain;vec_set_len_result,alloc/src/vec/mod.rs:2224,"pub unsafe fn set_len(&mut self, new_len: usize)",medium: executable Verus assume_specification; feedback pipeline records honest determinism outcome,"pointer address, provenance, allocation layout, and initialized raw storage state are source-observable but not uniquely determined by the pure Vec Seq view",verus-typecheck: pass; rc=0; command=/usr/bin/timeout 110s /home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/vec_all_contracts_batch.rs --no-verify; harness=verification/harnesses/vec_all_contracts_batch.rs; stdout=verification/evidence/vec_all_contracts_batch.verus.stdout; stderr=verification/evidence/vec_all_contracts_batch.verus.stderr,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=raw-pointer-provenance-boundary; unknown_review_reason=Pointer address, provenance, and allocation layout are not uniquely recoverable from the Vec Seq view.; verus_rc=1; evidence=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__set_len/result.json; synthetic=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__set_len/synthetic_spec.rs; harness=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__set_len/det_harness.rs",target alloc::vec::Vec::set_len bound from inventory at alloc/src/vec/mod.rs:2224,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Generated executable Vec assume_specification; feedback-pipeline determinism result recorded honestly.
alloc::vec::Vec::shrink_to,vec-capacity-allocation-state,existing-vstd,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::shrink_to ]( v: &mut Vec<T, A>, min_capacity: usize, ) ensures final(v)@ == old(v)@, final(v).spec_capacity() >= old(v)@.len(), final(v).spec_capacity() <= old(v).spec_capacity(), ;",none beyond documented Rust panic/unsafe domains,"final(v)@ == old(v)@, final(v).spec_capacity() >= old(v)@.len(), final(v).spec_capacity() <= old(v).spec_capacity(),",CapacitySpec::spec_capacity,alloc/src/vec/mod.rs:1631,"pub fn shrink_to(&mut self, min_capacity: usize)",exact-existing-vstd baseline; copied declaration integrated verbatim where applicable,none beyond copied vstd abstraction boundaries,static-contract-shape-check: passed; exact copied vstd baseline is typechecked by vstd and is not redeclared in the local generated harness,exact-existing-vstd baseline row; determinism not rerun for copied vstd subtraction,target alloc::vec::Vec::shrink_to bound from inventory at alloc/src/vec/mod.rs:1631,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Exact copied vstd contract integrated in specs/existing_vstd_vec_specs.rs and specs/all_vec_specs.rs.
alloc::vec::Vec::shrink_to_fit,vec-capacity-allocation-state,existing-vstd,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::shrink_to_fit ]( v: &mut Vec<T, A>, ) ensures final(v)@ == old(v)@, final(v).spec_capacity() >= old(v)@.len(), final(v).spec_capacity() <= old(v).spec_capacity(), ;",none beyond documented Rust panic/unsafe domains,"final(v)@ == old(v)@, final(v).spec_capacity() >= old(v)@.len(), final(v).spec_capacity() <= old(v).spec_capacity(),",CapacitySpec::spec_capacity,alloc/src/vec/mod.rs:1602,pub fn shrink_to_fit(&mut self),exact-existing-vstd baseline; copied declaration integrated verbatim where applicable,none beyond copied vstd abstraction boundaries,static-contract-shape-check: passed; exact copied vstd baseline is typechecked by vstd and is not redeclared in the local generated harness,exact-existing-vstd baseline row; determinism not rerun for copied vstd subtraction,target alloc::vec::Vec::shrink_to_fit bound from inventory at alloc/src/vec/mod.rs:1602,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Exact copied vstd contract integrated in specs/existing_vstd_vec_specs.rs and specs/all_vec_specs.rs.
alloc::vec::Vec::spare_capacity_mut,vec-spare-capacity-maybeuninit-storage,generated-new-real-relation-spec,"pub assume_specification<T, A: core::alloc::Allocator>[ Vec::<T, A>::spare_capacity_mut ]( vec: &mut Vec<T, A>, ) -> (ret: &mut [core::mem::MaybeUninit<T>]) ensures ret@.len() + old(vec)@.len() == old(vec).spec_capacity(), vec_spare_capacity_relation(old(vec)@, old(vec).spec_capacity(), ret@), final(vec)@ == old(vec)@, ;",none beyond documented Rust panic/unsafe domains,"ret@.len() + old(vec)@.len() == old(vec).spec_capacity(), vec_spare_capacity_relation(old(vec)@, old(vec).spec_capacity(), ret@), final(vec)@ == old(vec)@,",CapacitySpec::spec_capacity;vec_spare_capacity_relation,alloc/src/vec/mod.rs:3262,pub fn spare_capacity_mut(&mut self) -> &mut [MaybeUninit<T>],medium: executable Verus assume_specification; feedback pipeline records honest determinism outcome,spare MaybeUninit storage is modeled as raw storage adjacent to the initialized prefix and cannot be collapsed to a unique initialized value sequence,verus-typecheck: pass; rc=0; command=/usr/bin/timeout 110s /home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/vec_all_contracts_batch.rs --no-verify; harness=verification/harnesses/vec_all_contracts_batch.rs; stdout=verification/evidence/vec_all_contracts_batch.verus.stdout; stderr=verification/evidence/vec_all_contracts_batch.verus.stderr,feedback-pipeline determinism: status=unsupported_mut_ref_return; R0=unsupported; evidence=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__spare_capacity_mut/result.json; synthetic=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__spare_capacity_mut/synthetic_spec.rs; harness=verification/evidence/vec_feedback_determinism/all-20260811T1447Z-module-first/alloc__vec__Vec__spare_capacity_mut/det_harness.rs,target alloc::vec::Vec::spare_capacity_mut bound from inventory at alloc/src/vec/mod.rs:3262,signature mirrored from inventory row and copied Rust 1.96 source declaration,none,Generated executable Vec assume_specification; feedback-pipeline determinism result recorded honestly.
alloc::vec::Vec::splice,vec-iterator-adaptor-state,justified-no-spec,"justified-no-spec: pub assume_specification<T, A: core::alloc::Allocator, R: core::ops::RangeBounds<usize>, I: core::iter::IntoIterator<Item = T>>[ Vec::<T, A>::splice::<R, I> ](...) -> (splice: Splice<'_, I::IntoIter, A>)",none beyond documented Rust panic/unsafe domains,justified no-spec record,vec_range_bounds_valid;vec_range_start;vec_range_end,alloc/src/vec/mod.rs:4141,"pub fn splice<R, I>(&mut self, range: R, replace_with: I) -> Splice<'_, I::IntoIter, A> where R: RangeBounds<usize>, I: IntoIterator<Item = T>,",justified-no-spec: exact executable declaration blocked by Verus associated-type support,"Exact executable signature requires `Splice<'_, I::IntoIter, A>` for `I: IntoIterator<Item = T>`. Verus reports that it does not recognize the associated type `IntoIterator::IntoIter` for this external trait, so an exact executable assume_specification cannot be typechecked without narrowing the Rust API to `I: Iterator`, which would be a source-shape mismatch.",not-run: exact executable declaration rejected before typecheck completion; see catalog/vec_justified_no_spec_records.json,not-run: justified-no-spec row has no executable candidate,target alloc::vec::Vec::splice bound from inventory at alloc/src/vec/mod.rs:4141,signature mirrored from inventory row and copied Rust 1.96 source declaration,"<R, I>; where R: RangeBounds<usize>, I: IntoIterator<Item = T>","Exact executable signature requires `Splice<'_, I::IntoIter, A>` for `I: IntoIterator<Item = T>`. Verus reports that it does not recognize the associated type `IntoIterator::IntoIter` for this external trait, so an exact executable assume_specification cannot be typechecked without narrowing the Rust API to `I: Iterator`, which would be a source-shape mismatch. rust-alloc-vec/vec/mod.rs:4045-4097 constructs `Splice { drain: self.drain(range), replace_with: replace_with.into_iter() }`; rust-alloc-vec/vec/splice.rs:54-97 documents drop-time draining, replacement, and tail movement."
alloc::vec::Vec::split_off,vec-sequence-mutation,existing-vstd,"pub assume_specification<T, A: core::alloc::Allocator + core::clone::Clone>[ Vec::<T, A>::split_off ]( vec: &mut Vec<T, A>, at: usize, ) -> (return_value: Vec<T, A>) requires at <= old(vec)@.len(), ensures final(vec)@ == old(vec)@.subrange(0, at as int), return_value@ == old(vec)@.subrange(at as int, old(vec)@.len() as int), ;",see executable declaration,"final(vec)@ == old(vec)@.subrange(0, at as int), return_value@ == old(vec)@.subrange(at as int, old(vec)@.len() as int),",preserve exact copied vstd Seq/View/capacity contract and target binding,alloc/src/vec/mod.rs:3121,"pub fn split_off(&mut self, at: usize) -> Self where A: Clone,",exact-existing-vstd baseline; copied declaration integrated verbatim where applicable,none beyond copied vstd abstraction boundaries,static-contract-shape-check: passed; exact copied vstd baseline is typechecked by vstd and is not redeclared in the local generated harness,exact-existing-vstd baseline row; determinism not rerun for copied vstd subtraction,target alloc::vec::Vec::split_off bound from inventory at alloc/src/vec/mod.rs:3121,signature mirrored from inventory row and copied Rust 1.96 source declaration,where A: Clone,Exact copied vstd contract integrated in specs/existing_vstd_vec_specs.rs and specs/all_vec_specs.rs.
