target,category,status,rounds,initial_decision,final_decision,contract_form,typecheck_passed,det_status,r0_z3,classification,raw_det_reward,guarded_reward,semantic_guarded_reward,issues,semantic_gate_issues,semantic_review_issues,requires,ensures,contract_code,rationale
alloc::collections::BTreeSet::replace,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,obeys_cmp::<T>(),{ let matching = old(m)@.filter(|existing: T| existing.cmp_spec(&value) == Ordering::Equal); if matching.is_empty() { &&& result is None &&& final(m)@ == old(m)@.insert(value) } else { let replaced = matching.choose(); &&& result == Some(replaced) &&& old(m)@.contains(replaced) &&& replaced.cmp_spec(&value) == Ordering::Equal &&& final(m)@ == old(m)@.remove(replaced).insert(value) } },"pub assume_specification<T: Ord, A: Allocator + Clone>[ BTreeSet::<T, A>::replace ](
    m: &mut BTreeSet<T, A>,
    value: T,
) -> (result: Option<T>)
    requires
        obeys_cmp::<T>(),
    ensures
        {
            let matching = old(m)@.filter(|existing: T|
                existing.cmp_spec(&value) == Ordering::Equal);
            if matching.is_empty() {
                &&& result is None
                &&& final(m)@ == old(m)@.insert(value)
            } else {
                let replaced = matching.choose();
                &&& result == Some(replaced)
                &&& old(m)@.contains(replaced)
                &&& replaced.cmp_spec(&value) == Ordering::Equal
                &&& final(m)@ == old(m)@.remove(replaced).insert(value)
            }
        },
;","The implementation delegates to map replacement. Filtering the old view by ordering equality identifies the stored element; a valid BTreeSet has at most one such element, so deterministic Set::choose preserves representation-distinct keys while fixing both the returned value and final set."
alloc::collections::BTreeSet::split_off,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"The split boundary depends on ordering the borrowed Q value against stored keys. Existing vstd vocabulary models borrowed-key containment, but not Borrow::borrow or cross-type ordering. The proposed structural clauses therefore admit multiple prefix/suffix partitions when the queried value is absent."
alloc::collections::BTreeSet::take,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,0,,borrowed_key_domain_strengthening;borrowed_key_uniqueness_precondition,,"obeys_cmp::<Key>(); forall|left: Key, right: Key|
            sets_borrowed_key_to_key(old(m)@, value, &left)
                && sets_borrowed_key_to_key(old(m)@, value, &right)
                ==> left == right","match result {
            Some(v) => {
                &&& set_contains_borrowed_key(old(m)@, value)
                &&& sets_borrowed_key_to_key(old(m)@, value, &v)
                &&& old(m)@.contains(v)
                &&& final(m)@ == old(m)@.remove(v)
            },
            None => {
                &&& !set_contains_borrowed_key(old(m)@, value)
                &&& final(m)@ == old(m)@
            },
        }","pub assume_specification<
    Key: Borrow<Q> + Ord,
    A: Allocator + Clone,
    Q: Ord + ?Sized,
>[ BTreeSet::<Key, A>::take::<Q> ](
    m: &mut BTreeSet<Key, A>,
    value: &Q,
) -> (result: Option<Key>)
    requires
        obeys_cmp::<Key>(),
        forall|left: Key, right: Key|
            sets_borrowed_key_to_key(old(m)@, value, &left)
                && sets_borrowed_key_to_key(old(m)@, value, &right)
                ==> left == right,
    ensures
        match result {
            Some(v) => {
                &&& set_contains_borrowed_key(old(m)@, value)
                &&& sets_borrowed_key_to_key(old(m)@, value, &v)
                &&& old(m)@.contains(v)
                &&& final(m)@ == old(m)@.remove(v)
            },
            None => {
                &&& !set_contains_borrowed_key(old(m)@, value)
                &&& final(m)@ == old(m)@
            },
        },
;","The functionality precondition captures the needed consequence of the documented borrowed-order compatibility requirement. Each result branch then identifies the returned stored element and specifies the exact set mutation, making both observable outputs deterministic."
alloc::string::String::extend_from_within,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,"slice_range_valid(&src, encode_utf8(old(s)@).len()); is_char_boundary(encode_utf8(old(s)@), slice_range_start(&src)); is_char_boundary(encode_utf8(old(s)@), slice_range_end(&src, encode_utf8(old(s)@).len()))","final(s)@ == old(s)@ + decode_utf8(encode_utf8(old(s)@).subrange(slice_range_start(&src), slice_range_end(&src, encode_utf8(old(s)@).len())))","pub assume_specification<R: core::ops::RangeBounds<usize>>[
    alloc::string::String::extend_from_within::<R>
](
    s: &mut alloc::string::String,
    src: R,
)
    requires
        slice_range_valid(&src, encode_utf8(old(s)@).len()),
        is_char_boundary(encode_utf8(old(s)@), slice_range_start(&src)),
        is_char_boundary(encode_utf8(old(s)@), slice_range_end(&src, encode_utf8(old(s)@).len())),
    ensures
        final(s)@ == old(s)@ + decode_utf8(encode_utf8(old(s)@).subrange(slice_range_start(&src), slice_range_end(&src, encode_utf8(old(s)@).len()))),
;","For every nonpanicking byte range, the implementation appends exactly the selected UTF-8 substring. The structured clauses now textually match the contract clauses."
alloc::string::String::insert,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,"is_char_boundary(encode_utf8(old(s)@), idx as int)","final(s)@ == decode_utf8(encode_utf8(old(s)@).subrange(0, idx as int)) + seq![ch] + decode_utf8(encode_utf8(old(s)@).subrange(idx as int, encode_utf8(old(s)@).len() as int))","pub assume_specification[ alloc::string::String::insert ](
    s: &mut alloc::string::String,
    idx: usize,
    ch: char,
)
    requires
        is_char_boundary(encode_utf8(old(s)@), idx as int),
    ensures
        final(s)@ == decode_utf8(encode_utf8(old(s)@).subrange(0, idx as int)) + seq![ch] + decode_utf8(encode_utf8(old(s)@).subrange(idx as int, encode_utf8(old(s)@).len() as int)),
;","The implementation requires idx to be a UTF-8 character boundary, shifts the suffix bytes, and writes ch's UTF-8 encoding at idx. The postcondition therefore precisely describes the resulting character sequence."
alloc::string::String::insert_str,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,"is_char_boundary(encode_utf8(old(s)@), idx as int)","final(s)@ == decode_utf8(encode_utf8(old(s)@).subrange(0, idx as int)) + string@ + decode_utf8(encode_utf8(old(s)@).subrange(idx as int, encode_utf8(old(s)@).len() as int))","pub assume_specification[ alloc::string::String::insert_str ](
    s: &mut alloc::string::String,
    idx: usize,
    string: &str,
)
    requires
        is_char_boundary(encode_utf8(old(s)@), idx as int),
    ensures
        final(s)@ == decode_utf8(encode_utf8(old(s)@).subrange(0, idx as int)) + string@ + decode_utf8(encode_utf8(old(s)@).subrange(idx as int, encode_utf8(old(s)@).len() as int)),
;","The implementation checks that idx is a UTF-8 byte boundary, shifts the old suffix, copies string's bytes into the gap, and updates the length. Expressing the result directly as a character sequence uniquely determines final(s)."
alloc::string::String::is_empty,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,res == (s@.len() == 0),"pub assume_specification[ String::is_empty ](s: &String) -> (res: bool)
    ensures
        res == (s@.len() == 0),
;",The implementation returns whether the byte length is zero. A valid String has zero bytes exactly when its public character-sequence view is empty.
alloc::string::String::len,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,res as nat == vstd::utf8::encode_utf8(s@).len(),"pub assume_specification[ alloc::string::String::len ](
    s: &alloc::string::String,
) -> (res: usize)
    ensures
        res as nat == vstd::utf8::encode_utf8(s@).len(),
;","The implementation returns the backing Vec's byte length. Encoding String's Seq<char> view with vstd::utf8::encode_utf8 models those UTF-8 bytes, including multibyte characters."
alloc::string::String::pop,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"old(s)@.len() == 0 ==> res == core::option::Option::None && final(s)@ == old(s)@; old(s)@.len() > 0 ==> res == core::option::Option::Some(old(s)@[old(s)@.len() - 1]) && final(s)@ == old(s)@.subrange(0, old(s)@.len() - 1)","pub assume_specification[ alloc::string::String::pop ](
    s: &mut alloc::string::String,
) -> (res: core::option::Option<char>)
    ensures
        old(s)@.len() == 0 ==> res == core::option::Option::None && final(s)@ == old(s)@,
        old(s)@.len() > 0 ==> res == core::option::Option::Some(old(s)@[old(s)@.len() - 1]) && final(s)@ == old(s)@.subrange(0, old(s)@.len() - 1),
;","The empty and nonempty domains are exhaustive. On an empty string, pop returns None without changing the character sequence. Otherwise, it returns the old sequence's final character and leaves exactly the preceding character subrange. The explicit result equalities also make the return value deterministic."
alloc::string::String::push,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,final(s)@ == old(s)@.push(ch),"pub assume_specification[ alloc::string::String::push ](
    s: &mut alloc::string::String,
    ch: char,
)
    ensures
        final(s)@ == old(s)@.push(ch),
;","On normal return, the implementation UTF-8-encodes `ch` at the previous end and extends the string length accordingly, so the semantic character sequence is the old sequence with `ch` appended."
alloc::string::String::push_str,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,final(s)@ == old(s)@ + string@,"pub assume_specification[ alloc::string::String::push_str ](
    s: &mut alloc::string::String,
    string: &str,
)
    ensures
        final(s)@ == old(s)@ + string@,
;","The implementation appends string.as_bytes() to the existing valid UTF-8 contents, so on normal return the String character view is exactly its old view concatenated with string@. The unit return requires only a receiver-state postcondition."
alloc::string::String::remove,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,is_ascii_chars(old(s)@); old(s)@.len() > idx,res == old(s)@[idx as int]; final(s)@ == old(s)@.remove(idx as int),"pub assume_specification[ String::remove ](s: &mut String, idx: usize) -> (res: char)
    requires
        is_ascii_chars(old(s)@),
        old(s)@.len() > idx,
    ensures
        res == old(s)@[idx as int],
        final(s)@ == old(s)@.remove(idx as int),
;","For an ASCII character sequence, each character occupies one byte, so the bounded byte offset equals the corresponding character-view index. The implementation returns that character and removes exactly it from the string."
alloc::string::String::replace_range,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,,,,,,,"The generic RangeBounds implementation may be stateful or nondeterministic; the source only queries it once. No existing law connects those observed bounds to a stable Verus model, so a post-state relation or no-panic precondition would be an unjustified trusted assumption."
alloc::string::String::split_off,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,"vstd::utf8::is_char_boundary(vstd::utf8::encode_utf8(old(s)@), at as int)","final(s)@ == vstd::utf8::decode_utf8(vstd::utf8::encode_utf8(old(s)@).subrange(0, at as int)); res@ == vstd::utf8::decode_utf8(vstd::utf8::encode_utf8(old(s)@).subrange(at as int, vstd::utf8::encode_utf8(old(s)@).len() as int))","pub assume_specification[ alloc::string::String::split_off ](
    s: &mut alloc::string::String,
    at: usize,
) -> (res: alloc::string::String)
    requires
        vstd::utf8::is_char_boundary(vstd::utf8::encode_utf8(old(s)@), at as int),
    ensures
        final(s)@ == vstd::utf8::decode_utf8(vstd::utf8::encode_utf8(old(s)@).subrange(0, at as int)),
        res@ == vstd::utf8::decode_utf8(vstd::utf8::encode_utf8(old(s)@).subrange(at as int, vstd::utf8::encode_utf8(old(s)@).len() as int)),
;","The boundary requirement exactly describes the non-panicking domain. Decoding the two byte subranges directly fixes both observable String views to unique terms, avoiding reliance on SMT reasoning about injectivity of encode_utf8 while preserving the implementation's byte-splitting semantics."
alloc::string::String::truncate,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,"new_len as int >= encode_utf8(old(s)@).len() || is_char_boundary(encode_utf8(old(s)@), new_len as int)","final(s)@ == if encode_utf8(old(s)@).len() > new_len as int { decode_utf8(encode_utf8(old(s)@).subrange(0, new_len as int)) } else { old(s)@ }","pub assume_specification[ String::truncate ](
    s: &mut String,
    new_len: usize,
)
    requires
        new_len as int >= encode_utf8(old(s)@).len()
            || is_char_boundary(encode_utf8(old(s)@), new_len as int),
    ensures
        final(s)@ == if encode_utf8(old(s)@).len() > new_len as int {
            decode_utf8(encode_utf8(old(s)@).subrange(0, new_len as int))
        } else {
            old(s)@
        },
;",The implementation leaves the string unchanged when new_len is at least its byte length; otherwise it truncates at a checked UTF-8 character boundary. The postcondition translates that byte prefix back into the observable character view.
alloc::vec::Vec::extend_from_within,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"For arbitrary T: Clone, the source justifies only that appended elements satisfy vstd's relational cloned predicate. That predicate does not uniquely determine Vec@, while equating clones with their sources or requiring clone uniqueness would impose an unsupported domain restriction."
alloc::vec::Vec::into_flattened,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,(usize::MAX as int) >= vec@.len() * (N as int),flattened@ == vec@.map_values(|array: [T; N]| array@).flatten(),"pub assume_specification<T, A: core::alloc::Allocator, const N: usize>[
    alloc::vec::Vec::<[T; N], A>::into_flattened
](
    vec: alloc::vec::Vec<[T; N], A>,
) -> (flattened: alloc::vec::Vec<T, A>)
    requires
        (usize::MAX as int) >= vec@.len() * (N as int),
    ensures
        flattened@ == vec@.map_values(|array: [T; N]| array@).flatten(),
;","The result is precisely the concatenation, in vector order, of every array's sequence view. This matches the contiguous allocation reinterpretation, while the precondition excludes the documented length-multiplication overflow panic."
core::array::from_ref,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,out@ == seq![*s],"pub assume_specification<T>[ core::array::from_ref::<T> ](s: &T) -> (out: &[T; 1])
    ensures
        out@ == seq![*s],
;",The implementation reinterprets the shared reference as a one-element array reference without copying. Sequence-view equality captures the resulting element value without asserting reference or pointer identity.
core::cmp::min,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,T::obeys_cmp_spec(),"match v2.cmp_spec(&v1) { core::cmp::Ordering::Less => r == v2, core::cmp::Ordering::Equal => r == v1, core::cmp::Ordering::Greater => r == v1, }","pub assume_specification<T: core::cmp::Ord>[ core::cmp::min::<T> ](
    v1: T,
    v2: T,
) -> (r: T)
    requires
        T::obeys_cmp_spec(),
    ensures
        match v2.cmp_spec(&v1) {
            core::cmp::Ordering::Less => r == v2,
            core::cmp::Ordering::Equal => r == v1,
            core::cmp::Ordering::Greater => r == v1,
        },
;","Rust delegates to v1.min(v2). Under the existing Ord model, it returns v2 only when v2 compares less than v1 and otherwise returns v1, including on equality as documented."
core::hint::select_unpredictable,other,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,result == if condition { true_val } else { false_val },"pub assume_specification<T>[ core::hint::select_unpredictable::<T> ](
    condition: bool,
    true_val: T,
    false_val: T,
) -> (result: T)
    ensures
        result == if condition { true_val } else { false_val },
;","The documented semantics are exactly conditional selection, and the implementation returns the selected input while dropping the other."
core::mem::min_align_of,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,res as nat == align_of::<T>(),"#[allow(deprecated)]
pub assume_specification<T>[ core::mem::min_align_of::<T> ]() -> (res: usize)
    ensures
        res as nat == align_of::<T>(),
    opens_invariants none
    no_unwind
;","The implementation returns T's ABI alignment, so the result is exactly vstd's alignment model. Omitting when_used_as_spec avoids the invalid cross-module spec-function reference while retaining a deterministic, useful ordinary contract."
core::mem::min_align_of_val,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,res as nat == spec_align_of_val::<T>(val),"#[allow(deprecated)]
pub assume_specification<T: ?Sized>[ core::mem::min_align_of_val::<T> ](
    val: &T,
) -> (res: usize)
    ensures
        res as nat == spec_align_of_val::<T>(val),
    opens_invariants none
    no_unwind
;","The implementation directly returns the value's intrinsic alignment, exactly modeled by spec_align_of_val. Omitting when_used_as_spec avoids the invalid cross-module alias reference while preserving a deterministic ordinary contract."
core::mem::needs_drop,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,,,,,,,"The implementation delegates entirely to the compiler intrinsic intrinsics::needs_drop::<T>(). No supplied public vstd predicate models whether a type has drop glue, so no useful non-vacuous result relation is expressible."
core::mem::take,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,,,,,,,"The return is the old destination value, but the observable destination post-state is produced by T::default(). Existing vstd vocabulary exposes that value only through the relational T::default.ensures predicate, which does not imply a unique result. Adding a uniqueness precondition would invent an unjustified API domain, while omitting the destination post-state would leave an observable output unconstrained."
core::ops::Range::is_empty,other,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,<Idx as PartialOrdSpec<Idx>>::obeys_partial_cmp_spec(),ret == !r.start.is_lt(&r.end),"pub assume_specification<Idx: core::cmp::PartialOrd<Idx>>[
    core::ops::Range::<Idx>::is_empty
](
    r: &core::ops::Range<Idx>,
) -> (ret: bool)
where
    Idx: core::cmp::PartialOrd<Idx>,
    requires
        <Idx as PartialOrdSpec<Idx>>::obeys_partial_cmp_spec(),
    ensures
        ret == !r.start.is_lt(&r.end),
;","The implementation returns exactly the negation of start < end. Under the existing PartialOrdSpec law, is_lt models that comparison, including incomparable endpoints."
core::ops::RangeInclusive::into_inner,other,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,ret.0 == range@.start; ret.1 == range@.end,"pub assume_specification<Idx>[ core::ops::RangeInclusive::<Idx>::into_inner ](
    range: core::ops::RangeInclusive<Idx>,
) -> (ret: (Idx, Idx))
    ensures
        ret.0 == range@.start,
        ret.1 == range@.end,
;","The implementation consumes the range and directly returns its stored start and end fields, which correspond to the existing public RangeInclusive view."
core::ops::RangeInclusive::is_empty,other,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,Idx::obeys_partial_cmp_spec(),ret == (r@.exhausted || !r@.start.is_le(&r@.end)),"pub assume_specification<Idx: core::cmp::PartialOrd<Idx>>[
    core::ops::RangeInclusive::<Idx>::is_empty
](
    r: &core::ops::RangeInclusive<Idx>,
) -> (ret: bool) where Idx: core::cmp::PartialOrd
    requires
        Idx::obeys_partial_cmp_spec(),
    ensures
        ret == (r@.exhausted || !r@.start.is_le(&r@.end)),
;","The implementation returns exactly `exhausted || !(start <= end)`. The existing RangeInclusive view exposes all three modeled fields, while `PartialOrdIs::is_le` models `<=`, including incomparability as false."
core::ops::RangeInclusive::start,other,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,value_unspecified_after_exhaustion,,ret == r@.start,"pub assume_specification<Idx>[ core::ops::RangeInclusive::<Idx>::start ](
    r: &core::ops::RangeInclusive<Idx>,
) -> (ret: &Idx)
    ensures
        ret == r@.start,
;","The implementation returns a shared reference to `self.start`, which vstd publicly models as `r@.start`. This remains valid after exhaustion without promising the original lower bound."
core::option::Option::and,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,option.is_none() ==> res.is_none(); option.is_some() ==> res == optb,"pub assume_specification<T, U>[ core::option::Option::<T>::and ](
    option: core::option::Option<T>,
    optb: core::option::Option<U>,
) -> (res: core::option::Option<U>)
    ensures
        option.is_none() ==> res.is_none(),
        option.is_some() ==> res == optb,
    no_unwind
;","The implementation directly matches on self: None produces None, while Some(_) returns optb unchanged. It contains no panicking operation."
core::option::Option::flatten,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"res == match option { core::option::Option::Some(inner) => inner, core::option::Option::None => core::option::Option::None, }","pub assume_specification<T>[ core::option::Option::<core::option::Option<T>>::flatten ](
    option: core::option::Option<core::option::Option<T>>,
) -> (res: core::option::Option<T>)
    ensures
        res == match option {
            core::option::Option::Some(inner) => inner,
            core::option::Option::None => core::option::Option::None,
        },
    no_unwind
;","The implementation directly returns the inner option for Some and None otherwise, exactly removing one nesting level without unwinding."
core::option::Option::or,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,option.is_some() ==> res == option; option.is_none() ==> res == optb,"pub assume_specification<T>[ core::option::Option::<T>::or ](
    option: core::option::Option<T>,
    optb: core::option::Option<T>,
) -> (res: core::option::Option<T>)
    ensures
        option.is_some() ==> res == option,
        option.is_none() ==> res == optb,
;",The implementation returns self unchanged when it is Some and returns optb when self is None. Rust 1.96 and Nanvix's Rust 1.99 have identical behavior.
core::option::Option::transpose,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"res == match option { core::option::Option::Some(core::result::Result::Ok(x)) => core::result::Result::Ok(core::option::Option::Some(x)), core::option::Option::Some(core::result::Result::Err(e)) => core::result::Result::Err(e), core::option::Option::None => core::result::Result::Ok(core::option::Option::None), }","pub assume_specification<T, E>[
    core::option::Option::<core::result::Result<T, E>>::transpose
](
    option: core::option::Option<core::result::Result<T, E>>,
) -> (res: core::result::Result<core::option::Option<T>, E>)
    ensures
        res == match option {
            core::option::Option::Some(core::result::Result::Ok(x)) =>
                core::result::Result::Ok(core::option::Option::Some(x)),
            core::option::Option::Some(core::result::Result::Err(e)) =>
                core::result::Result::Err(e),
            core::option::Option::None =>
                core::result::Result::Ok(core::option::Option::None),
        },
    no_unwind
;",The postcondition exactly mirrors all three match arms of the supplied implementation and fully determines the observable result without preconditions.
core::option::Option::unzip,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"res == match option { Some((a, b)) => (Some(a), Some(b)), None => (None, None), }","pub assume_specification<T, U>[ Option::<(T, U)>::unzip ](
    option: Option<(T, U)>,
) -> (res: (Option<T>, Option<U>))
    ensures
        res == match option {
            Some((a, b)) => (Some(a), Some(b)),
            None => (None, None),
        },
    no_unwind
;","The postcondition exactly models the implementation's exhaustive case split, and no precondition is needed because neither branch invokes user code or panics."
core::option::Option::xor,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"res == match (option, optb) {
            (Some(a), None) => Some(a),
            (None, Some(b)) => Some(b),
            _ => None,
        }","pub assume_specification<T>[ Option::<T>::xor ](
    option: Option<T>,
    optb: Option<T>,
) -> (res: Option<T>)
    ensures
        res == match (option, optb) {
            (Some(a), None) => Some(a),
            (None, Some(b)) => Some(b),
            _ => None,
        },
;",The implementation returns the sole Some operand unchanged and returns None when both operands have the same variant. The postcondition fully determines the observable result and now exactly matches the contract's structured expression.
core::option::Option::zip,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"res == match (option, other) { (Some(a), Some(b)) => Some((a, b)), _ => None, }","pub assume_specification<T, U>[ Option::<T>::zip ](
    option: Option<T>,
    other: Option<U>,
) -> (res: Option<(T, U)>)
    ensures
        res == match (option, other) {
            (Some(a), Some(b)) => Some((a, b)),
            _ => None,
        },
;",The result exactly matches the source implementation: it contains the ordered pair when both inputs are Some and is None otherwise. No ordinary external bounds are required.
core::result::Result::and,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"result is Ok ==> and_result == res; result is Err ==> and_result == Result::<U, E>::Err(result->Err_0)","pub assume_specification<T, E, U>[ Result::<T, E>::and ](
    result: Result<T, E>,
    res: Result<U, E>,
) -> (and_result: Result<U, E>)
    ensures
        result is Ok ==> and_result == res,
        result is Err ==> and_result == Result::<U, E>::Err(result->Err_0),
    no_unwind
;","The supplied 1.96 and 1.99 bodies agree exactly: Ok(_) returns res unchanged, while Err(e) returns Err(e). No precondition or feature gate is needed for runtime use."
core::result::Result::expect_err,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,result is Err,e == result->Err_0,"#[verifier::inline]
pub open spec fn spec_expect_err<T: core::fmt::Debug, E>(
    result: Result<T, E>,
    msg: &str,
) -> E
    recommends
        result is Err,
{
    result->Err_0
}

#[verifier::when_used_as_spec(spec_expect_err)]
pub assume_specification<T: core::fmt::Debug, E>[ Result::<T, E>::expect_err ](
    result: Result<T, E>,
    msg: &str,
) -> (e: E)
    requires
        result is Err,
    ensures
        e == result->Err_0,
;",The implementation returns the contained error exactly on Err(e). Requiring the Err variant excludes the documented Ok panic path.
core::result::Result::flatten,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,result is Ok ==> flattened == result->Ok_0; result is Err ==> flattened is Err; result is Err ==> flattened->Err_0 == result->Err_0,"pub assume_specification<T, E>[ core::result::Result::<core::result::Result<T, E>, E>::flatten ](
    result: core::result::Result<core::result::Result<T, E>, E>,
) -> (flattened: core::result::Result<T, E>)
    ensures
        result is Ok ==> flattened == result->Ok_0,
        result is Err ==> flattened is Err,
        result is Err ==> flattened->Err_0 == result->Err_0,
    no_unwind
;",The supplied implementation returns the inner Result for Ok and reconstructs Err with the unchanged error for Err; matching alone cannot unwind.
core::result::Result::or,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"result is Ok ==> output == Result::<T, F>::Ok(result->Ok_0); result is Err ==> output == res","pub assume_specification<T, E, F>[ Result::<T, E>::or ](
    result: Result<T, E>,
    res: Result<T, F>,
) -> (output: Result<T, F>)
    ensures
        result is Ok ==> output == Result::<T, F>::Ok(result->Ok_0),
        result is Err ==> output == res,
    no_unwind
;","The implementation directly matches self: Ok(v) returns Ok(v), while Err(_) returns res. The contract captures both exhaustive branches without preconditions."
core::result::Result::transpose,data_structure,,3,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"transposed == (match result { core::result::Result::Ok(core::option::Option::Some(value)) => { core::option::Option::Some(core::result::Result::Ok(value)) }, core::result::Result::Ok(core::option::Option::None) => { core::option::Option::None }, core::result::Result::Err(error) => { core::option::Option::Some(core::result::Result::Err(error)) }, })","#[verifier::inline]
pub open spec fn spec_result_transpose<T, E>(
    result: core::result::Result<core::option::Option<T>, E>,
) -> core::option::Option<core::result::Result<T, E>> {
    match result {
        core::result::Result::Ok(core::option::Option::Some(value)) => {
            core::option::Option::Some(core::result::Result::Ok(value))
        },
        core::result::Result::Ok(core::option::Option::None) => {
            core::option::Option::None
        },
        core::result::Result::Err(error) => {
            core::option::Option::Some(core::result::Result::Err(error))
        },
    }
}

#[verifier::when_used_as_spec(spec_result_transpose)]
pub assume_specification<T, E>[
    core::result::Result::<core::option::Option<T>, E>::transpose
](
    result: core::result::Result<core::option::Option<T>, E>,
) -> (transposed: core::option::Option<core::result::Result<T, E>>)
    ensures
        transposed == (match result {
            core::result::Result::Ok(core::option::Option::Some(value)) => {
                core::option::Option::Some(core::result::Result::Ok(value))
            },
            core::result::Result::Ok(core::option::Option::None) => {
                core::option::Option::None
            },
            core::result::Result::Err(error) => {
                core::option::Option::Some(core::result::Result::Err(error))
            },
        }),
    no_unwind
;",The exhaustive postcondition exactly models all three source branches and fully determines the observable result. The structured ensures entry now preserves the braced match-arm expressions from the checked contract.
core::result::Result::unwrap_or,data_structure,,3,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,,"match result { core::result::Result::Ok(value) => t == value, core::result::Result::Err(_) => t == default, }","#[verifier::inline]
pub open spec fn spec_unwrap_or<T, E>(
    result: core::result::Result<T, E>,
    default: T,
) -> T {
    match result {
        core::result::Result::Ok(t) => t,
        core::result::Result::Err(_) => default,
    }
}

#[verifier::when_used_as_spec(spec_unwrap_or)]
pub assume_specification<T, E>[core::result::Result::<T, E>::unwrap_or](
    result: core::result::Result<T, E>,
    default: T,
) -> (t: T)
    ensures
        match result {
            core::result::Result::Ok(value) => t == value,
            core::result::Result::Err(_) => t == default,
        },
    no_unwind
;",The exhaustive postcondition exactly models both source branches. The structured ensures entry now faithfully includes the match arm's trailing comma.
core::result::Result::unwrap_or_default,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,determinism_unsupported_contract_form,,,,,,"The Ok branch is precise, but existing vstd vocabulary can describe the Err branch only through T::default.ensures((), res), which is not guaranteed to be functional. Enforcing uniqueness would either add an unjustified domain restriction or overstate Default's contract. Leaving the Err result unconstrained would not provide a useful deterministic contract."
