target,semantic_family,status,contract_text,requires,ensures,shared_helpers,source_reference,source_excerpt,strength,known_risks,typecheck_result,determinism_result,target_binding_result,signature_shape_result,generic_bounds_result,reviewer_notes
core::slice::get_mut,basic-observation-and-conversion,generated-new-real-relation-spec,"#[verifier::allow(undeclared_external_trait)] pub assume_specification<T, I>[ <[T]>::get_mut::<I> ]( slice: &mut [T], index: I, ) -> (ret: Option<&mut <I as core::slice::SliceIndex<[T]>>::Output>) where I: core::slice::SliceIndex<[T]> ensures ret.is_some() ==> slice_index_in_range(old(slice)@, index) && slice_index_mut_frame(old(slice)@, index, final(slice)@), ret.is_none() ==> !slice_index_in_range(old(slice)@, index) && final(slice)@ == old(slice)@, ;",none beyond documented Rust panic/unsafe domains,"if result is None then the index is outside slice@.len(); if result is Some(p) then index is in range and *p == old(slice)@[index]; final(slice)@ == old(slice)@.update(index, *final(result.unwrap())) when Some; otherwise final(slice)@ == old(slice)@",shared [T]@ -> Seq<T> View model and length/subrange helpers,core/src/slice/mod.rs:600,"pub const fn get_mut<I>(&mut self, index: I) -> Option<&mut I::Output> where I: [const] SliceIndex<Self>,",source-backed Seq/View relation,medium: executable Verus typechecked; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=mutable-reference-view-boundary; unknown_review_reason=contract fixes the Seq view and old/final frame, but mutable reference identity and alias/lifetime state are not uniquely determined by that view; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__get_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__get_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__get_mut/det_harness.rs",target core::slice::get_mut bound from inventory declaration core:61073 at core/src/slice/mod.rs:600,signature mirrored from inventory row and source declaration,"<I> I: [const] SliceIndex<Self>,","Executable remaining-family assume_specification wired through shared sorting/comparator, ASCII, raw pointer/provenance, SliceIndex, fixed-array flattening, and MaybeUninit vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::get_unchecked,raw-pointer-and-provenance,generated-new-real-relation-spec,"#[verifier::allow(undeclared_external_trait)] pub assume_specification<T, I>[ <[T]>::get_unchecked::<I> ]( slice: &[T], index: I, ) -> (ret: &<I as core::slice::SliceIndex<[T]>>::Output) where I: core::slice::SliceIndex<[T]> requires slice_index_in_range(slice@, index), ensures slice_index_result(slice@, index, ret), ;",documented unsafe precondition holds for all unchecked indices/ranges/chunk sizes,result pointer/range/provenance is derived from the input slice or raw domain and preserves length/alignment facts,"slice Seq/View plus pointer provenance, length, alignment, and unsafe-domain helpers",core/src/slice/mod.rs:640,"pub const unsafe fn get_unchecked<I>(&self, index: I) -> &I::Output where I: [const] SliceIndex<Self>,",necessary pointer/provenance/length/alignment relation plus sequence view where source-backed,medium: executable Verus typechecked; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=raw-pointer-provenance-boundary; unknown_review_reason=pointer address, provenance, alignment, or layout state is source-observable but not uniquely recoverable from the pure slice Seq view; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__get_unchecked/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__get_unchecked/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__get_unchecked/det_harness.rs",target core::slice::get_unchecked bound from inventory declaration core:33468 at core/src/slice/mod.rs:640,signature mirrored from inventory row and source declaration,"<I> I: [const] SliceIndex<Self>,","Executable remaining-family assume_specification wired through shared sorting/comparator, ASCII, raw pointer/provenance, SliceIndex, fixed-array flattening, and MaybeUninit vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::get_unchecked_mut,raw-pointer-and-provenance,generated-new-real-relation-spec,"#[verifier::allow(undeclared_external_trait)] pub assume_specification<T, I>[ <[T]>::get_unchecked_mut::<I> ]( slice: &mut [T], index: I, ) -> (ret: &mut <I as core::slice::SliceIndex<[T]>>::Output) where I: core::slice::SliceIndex<[T]> requires slice_index_in_range(old(slice)@, index), ensures slice_index_mut_frame(old(slice)@, index, final(slice)@), ;",documented unsafe precondition holds for all unchecked indices/ranges/chunk sizes,result pointer/range/provenance is derived from the input slice or raw domain and preserves length/alignment facts; final(self)@ == old(self)@ at function return unless later mutation occurs through a returned mutable reference explicitly modeled above,"slice Seq/View plus pointer provenance, length, alignment, and unsafe-domain helpers",core/src/slice/mod.rs:686,"pub const unsafe fn get_unchecked_mut<I>(&mut self, index: I) -> &mut I::Output where I: [const] SliceIndex<Self>,",necessary pointer/provenance/length/alignment relation plus sequence view where source-backed,medium: executable Verus typechecked; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=raw-pointer-provenance-boundary; unknown_review_reason=pointer address, provenance, alignment, or layout state is source-observable but not uniquely recoverable from the pure slice Seq view; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__get_unchecked_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__get_unchecked_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__get_unchecked_mut/det_harness.rs",target core::slice::get_unchecked_mut bound from inventory declaration core:33469 at core/src/slice/mod.rs:686,signature mirrored from inventory row and source declaration,"<I> I: [const] SliceIndex<Self>,","Executable remaining-family assume_specification wired through shared sorting/comparator, ASCII, raw pointer/provenance, SliceIndex, fixed-array flattening, and MaybeUninit vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::is_ascii,ascii-byte-sequence,generated-new-real-relation-spec,"pub assume_specification[ <[u8]>::is_ascii ]( slice: &[u8], ) -> (ret: bool) ensures ret <==> ascii_all(slice@), ;",none beyond documented Rust panic/unsafe domains,"result <==> forall i in range, self@[i] <= 0x7f","Source-backed Seq<u8> ASCII classification, case-map, trim boundary/subrange, and escape_default byte-expansion helpers",core/src/slice/ascii.rs:18,pub const fn is_ascii(&self) -> bool,source-backed Seq/View relation,"medium: executable Verus typechecked; ASCII case, trim, and escape_ascii byte-expansion vocabulary are source-backed; feedback-pipeline determinism result is recorded in determinism_result",verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_ascii/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_ascii/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_ascii/det_harness.rs,target core::slice::is_ascii bound from inventory declaration core:61043 at core/src/slice/ascii.rs:18,signature mirrored from inventory row and source declaration,none,"ASCII case, trim, and escape_ascii contracts now use source-backed shared byte-range, whitespace-boundary, and escape_default flat-map vocabulary from core/src/slice/ascii.rs and core/src/escape.rs; feedback-pipeline determinism result recorded in determinism_result."
core::slice::is_empty,existing-vstd-baseline,existing-vstd,ensures b <==> slice@.len() == 0,"exact vstd requires from copied baseline, if any",ensures b <==> slice@.len() == 0,preserve exact vstd Seq/View/subrange/update contract and target binding,core/src/slice/mod.rs:136,pub const fn is_empty(&self) -> bool,exact existing vstd contract,low: exact vstd baseline semantics copied; isolated Verus typecheck not run in this increment,static-contract-shape-check: passed; copied vstd excerpt available for Verus review,deterministic where vstd contract is deterministic; iterator relation uses existing vstd iterator law,target core::slice::is_empty mapped to vstd-baseline/slice.rs:88-96,signature mirrored from inventory row and source declaration,none,existing vstd lifted exactly
core::slice::is_sorted,search-prefix-suffix-ordering,generated-new-real-relation-spec,"pub assume_specification<T: core::cmp::PartialOrd>[ <[T]>::is_sorted ]( slice: &[T], ) -> (ret: bool) ensures ret <==> slice_sorted_by_partial_ord(slice@), ;",none beyond documented Rust panic/unsafe domains,result <==> self@ satisfies the shared adjacent-pair PartialOrd sortedness observation relation,"Seq membership, prefix/suffix/subrange, sortedness, and predicate observation helpers",core/src/slice/mod.rs:4735,"pub fn is_sorted(&self) -> bool where T: PartialOrd,",source-backed Seq/View relation,medium: executable Verus typechecked; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_sorted/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_sorted/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_sorted/det_harness.rs,target core::slice::is_sorted bound from inventory declaration core:61133 at core/src/slice/mod.rs:4735,signature mirrored from inventory row and source declaration,"T: PartialOrd,","Executable remaining-family assume_specification wired through shared sorting/comparator, ASCII, raw pointer/provenance, SliceIndex, fixed-array flattening, and MaybeUninit vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::is_sorted_by,search-prefix-suffix-ordering,generated-new-real-relation-spec,"pub assume_specification<'a, T, F: core::ops::FnMut(&'a T, &'a T) -> bool>[ <[T]>::is_sorted_by::<F> ]( slice: &'a [T], compare: F, ) -> (ret: bool) ensures slice_sorted_by_bool_compare_result(slice@, compare, ret), ;",none beyond documented Rust panic/unsafe domains,result follows the source adjacent-comparator call trace over self@; true iff every observed adjacent comparator result is true,"Seq membership, prefix/suffix/subrange, sortedness, and source-adjacent FnMut observation helpers",core/src/slice/mod.rs:4778,"pub fn is_sorted_by<'a, F>(&'a self, mut compare: F) -> bool where F: FnMut(&'a T, &'a T) -> bool,",source-backed adjacent trace relation,medium: executable Verus typechecked; source-adjacent FnMut trace remains callback-observation boundary; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_sorted_by/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_sorted_by/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_sorted_by/det_harness.rs,target core::slice::is_sorted_by bound from inventory declaration core:61134 at core/src/slice/mod.rs:4778,signature mirrored from inventory row and source declaration,"<'a, F> F: FnMut(&'a T, &'a T) -> bool,",Executable remaining-family assume_specification now models source-order adjacent `array_windows().all` comparator observations rather than all-pairs callback extensionality; feedback-pipeline determinism result recorded in determinism_result.
core::slice::is_sorted_by_key,search-prefix-suffix-ordering,generated-new-real-relation-spec,"pub assume_specification<'a, T, F: core::ops::FnMut(&'a T) -> K, K: core::cmp::PartialOrd>[ <[T]>::is_sorted_by_key::<F, K> ]( slice: &'a [T], f: F, ) -> (ret: bool) ensures slice_sorted_by_partial_key_result::<F, T, K>(slice@, f, ret), ;",none beyond documented Rust panic/unsafe domains,result follows the source key-extraction call trace over self@; true iff the observed adjacent keys are sorted,"Seq membership, prefix/suffix/subrange, sortedness, and source-adjacent FnMut key observation helpers",core/src/slice/mod.rs:4802,"pub fn is_sorted_by_key<'a, F, K>(&'a self, f: F) -> bool where F: FnMut(&'a T) -> K, K: PartialOrd,",source-backed adjacent key-trace relation,medium: executable Verus typechecked; source-adjacent FnMut key trace remains callback-observation boundary; feedback-pipeline determinism result is recorded in determinism_result,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_sorted_by_key/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_sorted_by_key/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__is_sorted_by_key/det_harness.rs,target core::slice::is_sorted_by_key bound from inventory declaration core:61135 at core/src/slice/mod.rs:4802,signature mirrored from inventory row and source declaration,"<'a, F, K> F: FnMut(&'a T) -> K, K: PartialOrd,",Executable remaining-family assume_specification now models source-order `iter().map(f).is_sorted()` key observations rather than extensional `f(element)` keys; feedback-pipeline determinism result recorded in determinism_result.
core::slice::iter,existing-vstd-baseline,existing-vstd,"ensures iter == spec_slice_iter(s), IteratorSpec::remaining(iter) == s@.as_ref(), and iterator laws hold","exact vstd requires from copied baseline, if any","ensures iter == spec_slice_iter(s), IteratorSpec::remaining(iter) == s@.as_ref(), and iterator laws hold",preserve exact vstd Seq/View/subrange/update contract and target binding,core/src/slice/mod.rs:1043,"pub const fn iter(&self) -> Iter<'_, T>",exact existing vstd contract,low: exact vstd baseline semantics copied; isolated Verus typecheck not run in this increment,static-contract-shape-check: passed; copied vstd excerpt available for Verus review,deterministic where vstd contract is deterministic; iterator relation uses existing vstd iterator law,target core::slice::iter mapped to vstd-baseline/std_specs/slice.rs:140-155,signature mirrored from inventory row and source declaration,none,existing vstd lifted exactly
core::slice::iter_mut,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<'a, T>[ <[T]>::iter_mut ]( slice: &'a mut [T], ) -> (iter: core::slice::IterMut<'a, T>) ensures slice_iterator_view::<core::slice::IterMut<'a, T>, T>(iter).source == old(slice)@, slice_iterator_view::<core::slice::IterMut<'a, T>, T>(iter).remaining == old(slice)@, final(slice)@ == old(slice)@, ;",none beyond documented Rust panic/unsafe domains,"slice_iterator_view(result).remaining == old(self)@.as_ref(); IteratorSpec::initial_value_relation(result, result); final(self)@ is determined by updates through yielded mutable references and preserves iteration order",Seq subrange/chunk partition and iterator remaining-sequence helpers,core/src/slice/mod.rs:1063,"pub const fn iter_mut(&mut self) -> IterMut<'_, T>",constructor/remainder/subrange partition relation over shared iterator view,medium: generated contract requires operator/Verus review; no target-local result view or vacuous clause used,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__iter_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__iter_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__iter_mut/det_harness.rs,target core::slice::iter_mut bound from inventory declaration core:33492 at core/src/slice/mod.rs:1063,signature mirrored from inventory row and source declaration,none,"Executable splitting/chunk/iterator assume_specification wired through shared split, array, chunk-partition, and iterator-view vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::last,existing-vstd-baseline,existing-vstd,empty slice gives None; non-empty slice gives Some(slice@.last()),"exact vstd requires from copied baseline, if any",empty slice gives None; non-empty slice gives Some(slice@.last()),preserve exact vstd Seq/View/subrange/update contract and target binding,core/src/slice/mod.rs:281,pub const fn last(&self) -> Option<&T>,exact existing vstd contract,low: exact vstd baseline semantics copied; isolated Verus typecheck not run in this increment,static-contract-shape-check: passed; copied vstd excerpt available for Verus review,deterministic where vstd contract is deterministic; iterator relation uses existing vstd iterator law,target core::slice::last mapped to vstd-baseline/std_specs/slice.rs:172-176,signature mirrored from inventory row and source declaration,none,existing vstd lifted exactly
core::slice::last_chunk,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<T, const N: usize>[ <[T]>::last_chunk::<N> ]( slice: &[T], ) -> (ret: Option<&[T; N]>) ensures (N as int) <= slice@.len() ==> ret.is_some() && array_ref_view(ret.unwrap()) == slice_fixed_suffix::<T, N>(slice@), (N as int) > slice@.len() ==> ret.is_none(), ;",none beyond documented Rust panic/unsafe domains,"result.is_some() <==> old(self)@.len() >= N; when Some(chunk), array_view(chunk) is the exact suffix subrange of old(self)@ of length N",Seq subrange/chunk partition and iterator remaining-sequence helpers,core/src/slice/mod.rs:509,pub const fn last_chunk<const N: usize>(&self) -> Option<&[T; N]>,constructor/remainder/subrange partition relation over shared iterator view,medium: generated contract requires operator/Verus review; no target-local result view or vacuous clause used,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__last_chunk/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__last_chunk/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__last_chunk/det_harness.rs,target core::slice::last_chunk bound from inventory declaration core:61070 at core/src/slice/mod.rs:509,signature mirrored from inventory row and source declaration,<const N: usize>,"Executable splitting/chunk/iterator assume_specification wired through shared split, array, chunk-partition, and iterator-view vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::last_chunk_mut,iterator-splitting-and-chunking,generated-new-real-relation-spec,"pub assume_specification<T, const N: usize>[ <[T]>::last_chunk_mut::<N> ]( slice: &mut [T], ) -> (ret: Option<&mut [T; N]>) ensures (N as int) <= old(slice)@.len() ==> ret.is_some() && array_mut_ref_view(ret.unwrap()) == slice_fixed_suffix::<T, N>(old(slice)@) && final(slice)@ == old(slice)@.subrange(0, (old(slice)@.len() - N) as int) + array_value_view(*final(ret.unwrap())), (N as int) > old(slice)@.len() ==> ret.is_none() && final(slice)@ == old(slice)@, ;",none beyond documented Rust panic/unsafe domains,"result.is_some() <==> old(self)@.len() >= N; when Some(chunk), array_view(chunk) is the exact suffix subrange of old(self)@ of length N; final(self)@ is old(self)@ with the returned chunk subrange replaced by array_view(final(chunk)) and all other indices unchanged",Seq subrange/chunk partition and iterator remaining-sequence helpers,core/src/slice/mod.rs:539,pub const fn last_chunk_mut<const N: usize>(&mut self) -> Option<&mut [T; N]>,constructor/remainder/subrange partition relation over shared iterator view,medium: generated contract requires operator/Verus review; no target-local result view or vacuous clause used,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=mutable-reference-view-boundary; unknown_review_reason=contract fixes the Seq view and old/final frame, but mutable reference identity and alias/lifetime state are not uniquely determined by that view; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__last_chunk_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__last_chunk_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__last_chunk_mut/det_harness.rs",target core::slice::last_chunk_mut bound from inventory declaration core:61071 at core/src/slice/mod.rs:539,signature mirrored from inventory row and source declaration,<const N: usize>,"Executable splitting/chunk/iterator assume_specification wired through shared split, array, chunk-partition, and iterator-view vocabulary; feedback-pipeline determinism result recorded in determinism_result."
core::slice::last_mut,existing-vstd-baseline,existing-vstd,empty mutable slice unchanged; non-empty result aliases last index and final(slice)@ updates that index,"exact vstd requires from copied baseline, if any",empty mutable slice unchanged; non-empty result aliases last index and final(slice)@ updates that index,preserve exact vstd Seq/View/subrange/update contract and target binding,core/src/slice/mod.rs:304,pub const fn last_mut(&mut self) -> Option<&mut T>,exact existing vstd contract,low: exact vstd baseline semantics copied; isolated Verus typecheck not run in this increment,static-contract-shape-check: passed; copied vstd excerpt available for Verus review,deterministic where vstd contract is deterministic; iterator relation uses existing vstd iterator law,target core::slice::last_mut mapped to vstd-baseline/std_specs/slice.rs:186-192,signature mirrored from inventory row and source declaration,none,existing vstd lifted exactly
core::slice::len,existing-vstd-baseline,existing-vstd,returns spec_slice_len(slice); axiom_spec_len ties spec_slice_len(slice) to slice@.len(),"exact vstd requires from copied baseline, if any",returns spec_slice_len(slice); axiom_spec_len ties spec_slice_len(slice) to slice@.len(),preserve exact vstd Seq/View/subrange/update contract and target binding,core/src/slice/mod.rs:116,pub const fn len(&self) -> usize,exact existing vstd contract,low: exact vstd baseline semantics copied; isolated Verus typecheck not run in this increment,static-contract-shape-check: passed; copied vstd excerpt available for Verus review,deterministic where vstd contract is deterministic; iterator relation uses existing vstd iterator law,target core::slice::len mapped to vstd-baseline/slice.rs:71-86,signature mirrored from inventory row and source declaration,none,existing vstd lifted exactly
core::slice::make_ascii_lowercase,ascii-byte-sequence,generated-new-real-relation-spec,"pub assume_specification[ <[u8]>::make_ascii_lowercase ]( slice: &mut [u8], ) ensures final(slice)@ == ascii_lower_seq(old(slice)@), ;",none beyond documented Rust panic/unsafe domains,"final(self)@ == Seq::new(old(self)@.len(), |i| ascii_lower_byte(old(self)@[i]))","Source-backed Seq<u8> ASCII classification, case-map, trim boundary/subrange, and escape_default byte-expansion helpers",core/src/slice/ascii.rs:195,pub const fn make_ascii_lowercase(&mut self),source-backed Seq/View relation,"medium: executable Verus typechecked; ASCII case, trim, and escape_ascii byte-expansion vocabulary are source-backed; feedback-pipeline determinism result is recorded in determinism_result",verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__make_ascii_lowercase/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__make_ascii_lowercase/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260815T0127Z-ascii-whitespace-vtab-repair/core__slice__make_ascii_lowercase/det_harness.rs,target core::slice::make_ascii_lowercase bound from inventory declaration core:61048 at core/src/slice/ascii.rs:195,signature mirrored from inventory row and source declaration,none,"ASCII case, trim, and escape_ascii contracts now use source-backed shared byte-range, whitespace-boundary, and escape_default flat-map vocabulary from core/src/slice/ascii.rs and core/src/escape.rs; feedback-pipeline determinism result recorded in determinism_result."
