target,transition,fresh_category,fresh_final_decision,rationale_taxonomy,taxonomy_source_fields,taxonomy_source_backed,adequacy_verdict,adequacy_notes,unjustified_change,change_direction,fresh_issues_combined,fresh_rationale,fresh_requires,fresh_requires_source_fidelity_classification,fresh_requires_source_reference,fresh_requires_source_excerpt
core::ops::Bound::cloned,add_spec->skip,other,skip,needs_new_vstd_abstraction,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify a source fact that needs new shared vstd vocabulary before it can be expressed non-vacuously,false,downgrade,classification:needs_new_vstd_abstraction;determinism_unsupported_contract_form,"Existing vstd vocabulary cannot express the semantic relation between an arbitrary value and the result of its Clone implementation. Variant preservation alone leaves payload-bearing results underdetermined, so it is not a useful ordinary contract. A specification requires a new abstraction for Clone semantics.",,not_applicable,,
core::ops::Bound::map,add_spec->skip,other,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;higher_order_closure_result_underdetermined,"Rust 1.96 implements Bound::map by preserving the Bound variant and calling an arbitrary `F: FnOnce(T) -> U` on the contained payload for `Included` and `Excluded`. Current vstd vocabulary has no public model for the consumed closure observation or its returned `U`, so a variant-only or constructor-shaped contract leaves the mapped payload underdetermined. This source-backed row is skipped rather than emitted as an underdetermined assume_specification.",,not_applicable,,
core::ops::ControlFlow::continue_ok,add_spec->skip,other,skip,duplicate_existing_vstd_spec,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify an existing trusted vstd assume_specification for the exact API target,false,downgrade,duplicate_vstd_assume_specification,The existing vstd specification for ControlFlow::continue_ok already covers this API. Adding another assume_specification is rejected as a duplicate.,,not_applicable,,
core::ops::ControlFlow::map_break,add_spec->skip,other,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"map_break is higher-order: its Break result depends on invoking an arbitrary FnOnce. Existing vstd vocabulary can relate the result only through the closure's relational ensures clause, which does not establish a deterministic observable output. Strengthening that relation would be unjustified by the source, so no useful ordinary trusted contract is available.",,not_applicable,,
core::ops::ControlFlow::map_continue,add_spec->skip,other,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"The result depends on an arbitrary FnOnce output. Existing vstd vocabulary can relate that output through f.ensures, but cannot establish an ordinary deterministic contract without adding an unjustified functionality assumption about the closure.",,not_applicable,,
core::ops::RangeFrom::contains,add_spec->skip,other,skip,needs_new_vstd_abstraction,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify a source fact that needs new shared vstd vocabulary before it can be expressed non-vacuously,false,downgrade,classification:needs_new_vstd_abstraction,"The implementation delegates to RangeBounds::contains, but no existing public vstd abstraction is supplied for heterogeneous PartialOrd comparisons. Expressing membership directly would require inventing unsupported comparison semantics, especially for partial orders such as NaN.",,not_applicable,,
core::ops::RangeInclusive::end,add_spec->skip,other,skip,source_unspecified_after_exhaustion,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify APIs whose post-exhaustion value is intentionally unspecified,false,downgrade,value_unspecified_after_exhaustion,"Rust 1.96 documents that when a RangeInclusive is used for iteration, the values returned by start() and end() are unspecified after iteration has ended, and separately notes that this accessor's returned value is unspecified after the range has been iterated to exhaustion. An exec spec would have to constrain the accessor result in exhausted states that Rust leaves unspecified, so this target is source-backed as a skip rather than emitted as a deterministic assume_specification.",,not_applicable,,
core::ops::RangeInclusive::start,add_spec->skip,other,skip,source_unspecified_after_exhaustion,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify APIs whose post-exhaustion value is intentionally unspecified,false,downgrade,value_unspecified_after_exhaustion,"Rust 1.96 documents that when a RangeInclusive is used for iteration, the values returned by start() and end() are unspecified after iteration has ended, and separately notes that this accessor's returned value is unspecified after the range has been iterated to exhaustion. An exec spec would have to constrain the accessor result in exhausted states that Rust leaves unspecified, so this target is source-backed as a skip rather than emitted as a deterministic assume_specification.",,not_applicable,,
core::ops::RangeTo::contains,add_spec->skip,other,skip,needs_new_vstd_abstraction,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify a source fact that needs new shared vstd vocabulary before it can be expressed non-vacuously,false,downgrade,classification:needs_new_vstd_abstraction;determinism_unsupported_contract_form,"The method performs a heterogeneous partial-order comparison through RangeBounds::contains. Existing vstd PartialOrdSpec vocabulary does not adequately model the required cross-type comparison semantics and reciprocity between U: PartialOrd<Idx> and Idx: PartialOrd<U>. Although the previous contract typechecks and is deterministic, treating U::obeys_partial_cmp_spec() as sufficient is not semantically justified for this generic API. A useful contract requires a new vstd abstraction for heterogeneous PartialOrd behavior.",,not_applicable,,
core::option::Option::copied,add_spec->skip,data_structure,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,A deterministic contract must relate the returned generic T value to the referenced value via dereferencing. That relation is representation-sensitive for an unrestricted Copy type in the available specification vocabulary. Specifying only the Option discriminant would be safe but incomplete and non-deterministic.,,not_applicable,,
core::option::Option::filter,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"Option::filter's result depends on invoking an opaque FnOnce predicate. Existing ordinary vstd vocabulary cannot express that dependency without a higher-order requires/ensures contract; omitting it leaves only weak, nondeterministic facts that do not usefully specify the API.",,not_applicable,,
core::option::Option::inspect,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"Although `res == option` is source-justified, `inspect` is inherently higher-order: its semantics include conditionally invoking `f` on the contained value. Existing ordinary vstd contract vocabulary cannot model that behavior without a closure contract, so the proposed contract is materially incomplete.",,not_applicable,,
core::option::Option::is_none_or,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract,"The observable result for Some is exactly the result of invoking an arbitrary FnOnce predicate. Existing vstd higher-order vocabulary can relate the result to f.ensures, but cannot establish an ordinary deterministic output when the predicate contract itself permits multiple results. Adding a stronger result equality would be unsupported by the callback specification, while the None-only behavior would be an incomplete and redundant domain.",,not_applicable,,
core::option::Option::is_some_and,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"The result depends on invoking an arbitrary FnOnce predicate. Existing vstd vocabulary can relate the actual result to f.ensures, but that relation need not determine a unique boolean output. Strengthening it to force determinism would not be source-justified, so no useful ordinary deterministic contract is available.",,not_applicable,,
core::option::Option::map_or,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"The Some branch's observable result is determined by invoking an arbitrary FnOnce. Existing closure requires/ensures vocabulary can relate the result to the closure contract but does not guarantee a unique result. Adding a determinism precondition would impose an unjustified domain restriction not present in the source API, so no useful ordinary deterministic contract is available.",,not_applicable,,
core::option::Option::map_or_default,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"The Some branch requires a higher-order FnOnce contract whose determinism could not be proved, while the None branch cannot be related to U::default() using existing public vstd vocabulary. Consequently, no useful ordinary, deterministic, source-justified contract is available.",,not_applicable,,
core::option::Option::map_or_else,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract,"The result is determined entirely by one of two caller-provided FnOnce closures. Existing vstd vocabulary can only forward the selected closure's requires/ensures relation, which is a higher-order contract and does not establish a deterministic observable result. Strengthening it would impose false assumptions on valid closures, while omitting closure semantics would be redundant and uninformative.",,not_applicable,,
core::option::Option::or_else,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"A source-complete contract must describe the result of invoking the FnOnce argument when the option is None. That requires a higher-order closure contract, for which determinism was not proved. Omitting that branch would leave the observable result materially underspecified, so no useful ordinary contract is available in the existing vstd vocabulary.",,not_applicable,,
core::option::Option::take_if,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract,"When self is Some, take_if invokes an FnOnce predicate through &mut T; that predicate may mutate the value, and its boolean result determines whether the final value is retained or returned. The supplied public vstd vocabulary does not provide a complete typecheckable way to relate the closure's required mutable-reference argument, its final referent, and its boolean result, so no useful non-vacuous contract can be expressed safely.",,not_applicable,,
core::option::Option::unwrap_unchecked,add_spec->skip,data_structure,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"Although the proposed precondition and result relation match the implementation, unwrap_unchecked is an unsafe API whose behavior outside the safety domain is undefined. Modeling it with assume_specification would turn its safety obligation into a trusted logical precondition and is therefore classified as unsafe or representation-sensitive rather than a useful ordinary contract.",,not_applicable,,
core::ptr::addr_eq,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"Although addr_eq deterministically compares pointer addresses while ignoring metadata, raw-pointer address equality is representation-sensitive and cannot receive a useful ordinary contract in the existing vstd semantic vocabulary without exposing or trusting representation details.",,not_applicable,,
core::ptr::align_offset,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"The available vstd vocabulary cannot express a source-justified, deterministic semantic result for align_offset without relying on representation-sensitive pointer addresses and layout arithmetic. The proposed alignment-only postcondition admits many results and does not characterize the observable return value, while strengthening it to an exact or minimal offset would require trusted correspondence to the implementation's pointer-address semantics.",,not_applicable,,
core::ptr::as_array,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"The only useful source-level behavior relates slice-pointer metadata to the Option discriminant and, on success, returns a cast raw pointer. Existing vstd vocabulary cannot characterize this API without relying on raw-pointer representation or leaving the returned pointer unspecified, so no useful ordinary contract is proposed.",,not_applicable,,
core::ptr::as_mut_array,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;raw_pointer_representation_contract,The method only reinterprets a raw slice pointer as a raw array pointer when the slice-pointer length metadata equals `N`. A deterministic contract therefore depends on representation-sensitive raw pointer metadata and cast equalities. Existing vstd vocabulary offers no useful ordinary semantic contract for the returned raw pointer that avoids those representation assumptions.,,not_applicable,,
core::ptr::cast,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"The source only performs a raw-pointer type cast. Restating the result as `ptr as *const U` is definitionally trivial, while stronger claims about address, metadata, or provenance are representation-sensitive and lack a suitable ordinary contract in existing vstd vocabulary.",,not_applicable,,
core::ptr::eq,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"Raw wide-pointer equality is representation-sensitive, particularly for trait-object metadata. Existing vstd pointer observations do not provide a source-justified, ordinary semantic characterization that faithfully captures Rust's runtime metadata comparison without overcommitting to representation details.",,not_applicable,,
core::ptr::is_aligned,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"The implementation observes the pointer's exposed numeric address. Expressing this through ptr@.addr would make the trusted contract representation-sensitive, while existing ordinary vstd pointer vocabulary provides no suitable abstract alignment predicate. A weaker contract would be redundant or uninformative.",,not_applicable,,
core::ptr::is_empty,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive,"The only typechecked characterization exposes raw-pointer metadata directly, which is representation-sensitive rather than an ordinary semantic contract. Existing vstd vocabulary provides no non-redundant, source-justified abstraction for the raw slice length here.",,not_applicable,,
core::ptr::is_null,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"The implementation tests only the raw pointer's data address, including for wide pointers. Expressing this as ptr@.addr == 0 exposes representation-sensitive raw-pointer state, while ordinary pointer equality could incorrectly include metadata or provenance. Existing vstd vocabulary therefore cannot provide a useful, representation-independent contract.",,not_applicable,,
core::ptr::len,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"The result is entirely raw-slice pointer metadata. Expressing it as ptr@.metadata is representation-sensitive rather than an ordinary semantic contract, and no useful source-justified alternative exists in current vstd vocabulary.",,not_applicable,,
core::ptr::map_addr,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"The address result can only be related to the higher-order FnOnce contract, which yields a trivial equal-function determinism check. The remaining behavior concerns preservation of raw-pointer provenance and metadata, which is representation-sensitive and cannot be given a useful ordinary contract in the existing vstd vocabulary.",,not_applicable,,
core::ptr::wrapping_add,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"The API's observable behavior is strict-provenance pointer arithmetic, which is representation-sensitive. Existing vstd vocabulary does not provide a sufficiently stable ordinary semantic contract for the wrapped address and retained allocation provenance without exposing raw-pointer representation details. The previous field-level pointer-view contract should therefore not be trusted.",,not_applicable,,
core::ptr::wrapping_byte_add,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive,"The source behavior is defined through raw-pointer address wrapping, provenance retention, and unsized-pointer metadata preservation. Expressing this requires representation-sensitive pointer-view fields, and the typechecked proposal is rejected as trivial_equal_fn. Existing vstd vocabulary does not provide a useful ordinary, non-redundant semantic contract for this API.",,not_applicable,,
core::ptr::wrapping_offset,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive,"Existing vstd vocabulary does not provide a source-justified model of wrapping pointer-address arithmetic. Provenance is representation-sensitive, while metadata equality is redundant for Sized pointees; retaining only those properties would not provide a useful ordinary contract.",,not_applicable,,
core::ptr::wrapping_sub,add_spec->skip,memory_pointer,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"A useful contract requires modeling wrapping address arithmetic together with allocation attachment. Expressing this through addr, provenance, and metadata exposes representation-sensitive raw-pointer internals rather than an ordinary semantic contract. Equating the result to wrapping_offset would only restate the implementation and provide no independent specification.",,not_applicable,,
core::result::Result::and_then,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"A source-faithful contract for and_then must relate the Ok branch to the higher-order FnOnce contract. Existing vstd vocabulary exposes that behavior only through op.requires and op.ensures, whose postcondition need not determine a unique observable Result. Omitting that relation would materially under-specify the Ok branch, so no useful ordinary deterministic contract is available.",,not_applicable,,
core::result::Result::copied,add_spec->skip,data_structure,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"Although the proposal typechecks and is deterministic, its payload guarantees depend on guarded Result field projections and post-call dereferencing of consumed references, which the semantic review classifies as unsafe or representation-sensitive. Existing ordinary vstd vocabulary does not provide a clearly source-justified, representation-independent way to specify both copied overloads while observably relating the returned Ok value to the referent. A variant-only contract would be incomplete and not useful, so the target should be skipped.",,not_applicable,,
core::result::Result::is_err_and,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"The observable result for the Err branch is determined by invoking an arbitrary FnOnce predicate. Existing ordinary vstd contract vocabulary cannot characterize that result without a higher-order closure requires/ensures contract, whose determinism was not proved. Specifying only the Ok branch would be incomplete and weak, so this API should be skipped.",,not_applicable,,
core::result::Result::is_ok_and,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"A source-faithful contract for the Ok case must describe invoking the supplied FnOnce predicate and returning its result, which requires a higher-order closure contract. That formulation typechecks but its determinism is not proved. Omitting the Ok behavior would leave only the weak Err-to-false fact and would not provide a useful ordinary contract for this predicate-driven API.",,not_applicable,,
core::result::Result::map_or,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"map_or's Ok result is determined by an arbitrary FnOnce invocation. Existing vstd vocabulary can express only the closure's requires/ensures relation, which need not uniquely determine the observable output. Strengthening that relation would be unsupported by the source, while omitting it would leave the Ok branch unspecified.",,not_applicable,,
core::result::Result::map_or_default,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"Existing vstd vocabulary cannot express a useful ordinary contract for both branches. The Ok branch requires higher-order FnOnce requires/ensures clauses, whose determinism was not proved, while the Err branch depends on Default::default() without a public semantic specification. Any remaining output contract would therefore be vacuous, incomplete, or unsupported by the source.",,not_applicable,,
core::result::Result::map_or_else,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"Any source-justified relation for the observable output must defer to the selected FnOnce closure's requires/ensures. That higher-order relation does not establish a deterministic output in the existing vocabulary, while strengthening it would impose an unsupported domain on arbitrary valid closures.",,not_applicable,,
core::result::Result::or_else,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"The Err branch returns the result of an arbitrary FnOnce invocation. Existing vstd vocabulary exposes only the closure's requires/ensures relation, which need not determine a unique observable Result. Strengthening that relation would impose an unjustified domain on valid closures, while the Ok branch alone is insufficient for a useful contract.",,not_applicable,,
core::result::Result::unwrap_err_unchecked,add_spec->skip,data_structure,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,This unsafe operation relies on the caller upholding a condition whose violation causes undefined behavior. Encoding that safety obligation as an ordinary trusted Verus precondition is representation-sensitive and unsuitable for this contract set.,,not_applicable,,
core::result::Result::unwrap_or_else,add_spec->skip,data_structure,skip,higher_order_behavior_unmodeled,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify higher-order closure or predicate behavior that the public model cannot observe completely,false,downgrade,classification:higher_order_contract;determinism_unsupported_contract_form,"The Err branch necessarily invokes an arbitrary FnOnce. Soundly modeling that behavior requires the closure's requires/ensures contract, making the specification higher-order, while determinism of the returned value remains unproved. Omitting the closure contract would leave the Err result unconstrained and fail to model a required call precondition, so no useful ordinary contract is available in existing vstd vocabulary.",,not_applicable,,
core::result::Result::unwrap_unchecked,add_spec->skip,data_structure,skip,unsafe_or_representation_sensitive,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify unsafe representation, provenance, or raw pointer behavior that would be trusted as an axiom",false,downgrade,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,"Although the proposed contract typechecks and matches the implementation, unwrap_unchecked is an unsafe API whose behavior outside the Ok case is undefined. Encoding its caller safety obligation through variant-sensitive trusted assumptions is classified as unsafe or representation-sensitive, so it should not receive an ordinary trusted contract in the existing vstd vocabulary.",,not_applicable,,
core::slice::Iter::as_slice,add_spec->skip,data_structure,skip,needs_new_vstd_abstraction,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,fresh issue tags identify a source fact that needs new shared vstd vocabulary before it can be expressed non-vacuously,false,downgrade,classification:needs_new_vstd_abstraction;determinism_unsupported_contract_form,"The source justifies returning the iterator's exact remaining subslice, but existing vstd vocabulary exposes only the prophetic IteratorSpec::remaining sequence. Equating that sequence with the returned slice view typechecks but does not deterministically characterize the observable reference result. A useful contract requires a new slice-iterator abstraction that models the remaining subslice directly.",,not_applicable,,
