target,transition,prior_category,fresh_category,prior_status,fresh_status,prior_rounds,fresh_rounds,prior_initial_decision,fresh_initial_decision,prior_final_decision,fresh_final_decision,prior_contract_form,fresh_contract_form,prior_typecheck_passed,fresh_typecheck_passed,prior_det_status,fresh_det_status,prior_r0_z3,fresh_r0_z3,prior_classification,fresh_classification,prior_raw_det_reward,fresh_raw_det_reward,prior_guarded_reward,fresh_guarded_reward,prior_semantic_guarded_reward,fresh_semantic_guarded_reward,prior_issues,fresh_issues,prior_semantic_gate_issues,fresh_semantic_gate_issues,prior_semantic_review_issues,fresh_semantic_review_issues,prior_requires,fresh_requires,prior_ensures,fresh_ensures,prior_rationale,fresh_rationale,prior_requires_source_fidelity_classification,fresh_requires_source_fidelity_classification,prior_requires_source_fidelity_rationale,fresh_requires_source_fidelity_rationale,prior_requires_source_reference,fresh_requires_source_reference,prior_requires_source_excerpt,fresh_requires_source_excerpt,prior_contract_code,fresh_contract_code
core::ptr::cast,add_spec->skip,memory_pointer,memory_pointer,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,invalid_equal_fn_trivial,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive;trivial_equal_fn,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,,,"result == ptr_from_data::<U>(PtrData::<U> { addr: ptr@.addr, provenance: ptr@.provenance, metadata: () })",,The source performs a thin-pointer cast. PtrData expresses its semantics directly: preserving address and provenance while replacing the discarded source metadata with unit metadata for sized U.,"The source only performs a raw-pointer type cast. Restating the result as `ptr as *const U` is definitionally trivial, while stronger claims about address, metadata, or provenance are representation-sensitive and lack a suitable ordinary contract in existing vstd vocabulary.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T: core::marker::PointeeSized, U>[
    <*const T>::cast::<U>
](ptr: *const T) -> (result: *const U)
    ensures
        result == ptr_from_data::<U>(PtrData::<U> {
            addr: ptr@.addr,
            provenance: ptr@.provenance,
            metadata: ()
        }),
    opens_invariants none
    no_unwind
;",
core::ptr::eq,add_spec->skip,memory_pointer,memory_pointer,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,,,result <==> (a@.addr == b@.addr && a@.metadata == b@.metadata),,"Although representation-sensitive, this safe function never dereferences its operands, so null and dangling pointers need no restriction. The source's raw-pointer equality compares exactly address and metadata while ignoring provenance, matching vstd's existing raw-pointer view model.","Raw wide-pointer equality is representation-sensitive, particularly for trait-object metadata. Existing vstd pointer observations do not provide a source-justified, ordinary semantic characterization that faithfully captures Rust's runtime metadata comparison without overcommitting to representation details.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T: core::marker::PointeeSized>[ core::ptr::eq::<T> ](
    a: *const T,
    b: *const T,
) -> (result: bool)
    ensures
        result <==> (a@.addr == b@.addr && a@.metadata == b@.metadata),
    opens_invariants none
    no_unwind
;",
core::ptr::is_aligned,add_spec->skip,memory_pointer,memory_pointer,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,,,result <==> ptr@.addr as nat % align_of::<T>() == 0,,"The implementation checks the pointer address against align_of::<T>(). Because type alignment is nonzero and a power of two, divisibility exactly characterizes the low-bit test. The representation-sensitive address observation is intrinsic to this API and is directly expressible through the existing raw-pointer view.","The implementation observes the pointer's exposed numeric address. Expressing this through ptr@.addr would make the trusted contract representation-sensitive, while existing ordinary vstd pointer vocabulary provides no suitable abstract alignment predicate. A weaker contract would be redundant or uninformative.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T: core::marker::PointeeSized>[
    <*const T>::is_aligned
](ptr: *const T) -> (result: bool)
    where
        T: Sized,
    ensures
        result <==> ptr@.addr as nat % align_of::<T>() == 0,
;",
core::ptr::is_empty,add_spec->skip,memory_pointer,memory_pointer,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive,,,,,,,result <==> ptr@.metadata == 0,,"Although representation-sensitive, this safe method only observes raw-slice metadata and never dereferences the pointer. The source compares len() with zero, and len() returns that metadata, so no validity, alignment, or allocation precondition is warranted.","The only typechecked characterization exposes raw-pointer metadata directly, which is representation-sensitive rather than an ordinary semantic contract. Existing vstd vocabulary provides no non-redundant, source-justified abstraction for the raw slice length here.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T>[
    <*const [T]>::is_empty
](ptr: *const [T]) -> (result: bool)
    ensures
        result <==> ptr@.metadata == 0,
;",
core::ptr::is_null,add_spec->skip,memory_pointer,memory_pointer,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,,,result <==> ptr@.addr == 0,,"Although representation-sensitive, data-address nullness is this API's observable behavior. The source casts to a thin pointer, discarding metadata, and compares its address with zero; vstd's raw-pointer view exposes exactly that component. No validity restriction is needed because the function does not dereference the pointer.","The implementation tests only the raw pointer's data address, including for wide pointers. Expressing this as ptr@.addr == 0 exposes representation-sensitive raw-pointer state, while ordinary pointer equality could incorrectly include metadata or provenance. Existing vstd vocabulary therefore cannot provide a useful, representation-independent contract.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T: core::marker::PointeeSized>[
    <*const T>::is_null
](ptr: *const T) -> (result: bool)
    ensures
        result <==> ptr@.addr == 0,
;",
core::ptr::len,add_spec->skip,memory_pointer,memory_pointer,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,,,result == ptr@.metadata,,"The implementation returns the raw slice metadata, which vstd models as `ptr@.metadata`. This exact, deterministic contract applies even to null, unaligned, or otherwise invalid raw slice pointers.","The result is entirely raw-slice pointer metadata. Expressing it as ptr@.metadata is representation-sensitive rather than an ordinary semantic contract, and no useful source-justified alternative exists in current vstd vocabulary.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T>[
    <*const [T]>::len
](ptr: *const [T]) -> (result: usize)
    ensures
        result == ptr@.metadata,
;",
core::ptr::map_addr,add_spec->skip,memory_pointer,memory_pointer,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,invalid_equal_fn_trivial,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive;trivial_equal_fn,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,"f.requires((ptr@.addr,))",,"f.ensures((ptr@.addr,), result@.addr); result@.provenance == ptr@.provenance; result@.metadata == ptr@.metadata",,"The source applies f once to the original address and passes its result to with_addr, preserving provenance and metadata. Placing the FnOnce bound in the where clause avoids confusing the determinism runner's generic-list parser.","The address result can only be related to the higher-order FnOnce contract, which yields a trivial equal-function determinism check. The remaining behavior concerns preservation of raw-pointer provenance and metadata, which is representation-sensitive and cannot be given a useful ordinary contract in the existing vstd vocabulary.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T: core::marker::PointeeSized, F>[
    <*mut T>::map_addr
](ptr: *mut T, f: F) -> (result: *mut T)
where
    F: FnOnce(usize) -> usize,
    requires
        f.requires((ptr@.addr,)),
    ensures
        f.ensures((ptr@.addr,), result@.addr),
        result@.provenance == ptr@.provenance,
        result@.metadata == ptr@.metadata,
;",
core::ptr::wrapping_add,add_spec->skip,memory_pointer,memory_pointer,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,,,result@.addr as int == (ptr@.addr as int + (count as int) * (size_of::<T>() as int)) % ((usize::MAX as int) + 1); result@.provenance == ptr@.provenance; result@.metadata == ptr@.metadata,,"Although representation-sensitive, this safe method has a useful ordinary contract in vstd's raw-pointer model: two's-complement arithmetic makes the usize-to-isize cast equivalent to count-times-size modular address addition, while provenance and metadata are preserved. No precondition is justified because arbitrary pointers and counts are accepted without dereferencing.","The API's observable behavior is strict-provenance pointer arithmetic, which is representation-sensitive. Existing vstd vocabulary does not provide a sufficiently stable ordinary semantic contract for the wrapped address and retained allocation provenance without exposing raw-pointer representation details. The previous field-level pointer-view contract should therefore not be trusted.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T: core::marker::PointeeSized>[<*const T>::wrapping_add](
    ptr: *const T,
    count: usize,
) -> (result: *const T)
    where
        T: Sized,
    ensures
        result@.addr as int ==
            (ptr@.addr as int + (count as int) * (size_of::<T>() as int))
                % ((usize::MAX as int) + 1),
        result@.provenance == ptr@.provenance,
        result@.metadata == ptr@.metadata,
    opens_invariants none
    no_unwind
;",
core::ptr::wrapping_byte_add,add_spec->skip,memory_pointer,memory_pointer,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,invalid_equal_fn_trivial,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive;trivial_equal_fn,classification:unsafe_or_representation_sensitive,,,,,,,result == ptr.with_addr(ptr.addr().wrapping_add(count)),,"The source is exactly a byte-wise wrapping address change followed by restoration of the original metadata. Existing vstd specifications for addr and with_addr express this as one exact result relation while preserving provenance and metadata, with no allocation-domain precondition.","The source behavior is defined through raw-pointer address wrapping, provenance retention, and unsized-pointer metadata preservation. Expressing this requires representation-sensitive pointer-view fields, and the typechecked proposal is rejected as trivial_equal_fn. Existing vstd vocabulary does not provide a useful ordinary, non-redundant semantic contract for this API.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T: core::marker::PointeeSized>[<*const T>::wrapping_byte_add](
    ptr: *const T,
    count: usize,
) -> (result: *const T)
    ensures
        result == ptr.with_addr(ptr.addr().wrapping_add(count)),
    opens_invariants none
    no_unwind
;",
core::ptr::wrapping_offset,add_spec->skip,memory_pointer,memory_pointer,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive,,,,,,,result@.addr as int == (ptr@.addr as int + (count as int) * (size_of::<T>() as int)) % ((usize::MAX as int) + 1); result@.provenance == ptr@.provenance; result@.metadata == ptr@.metadata,,"The intrinsic is documented to use two's-complement wrapping arithmetic with no call prerequisites, while the method documentation states that count is scaled by size_of::<T>() and that provenance is retained. The representation-sensitive address behavior is intrinsic to this API and is directly modeled by vstd's raw-pointer view without imposing a validity domain.","Existing vstd vocabulary does not provide a source-justified model of wrapping pointer-address arithmetic. Provenance is representation-sensitive, while metadata equality is redundant for Sized pointees; retaining only those properties would not provide a useful ordinary contract.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T: core::marker::PointeeSized>[<*mut T>::wrapping_offset](
    ptr: *mut T,
    count: isize,
) -> (result: *mut T)
    where
        T: Sized,
    ensures
        result@.addr as int ==
            (ptr@.addr as int + (count as int) * (size_of::<T>() as int))
                % ((usize::MAX as int) + 1),
        result@.provenance == ptr@.provenance,
        result@.metadata == ptr@.metadata,
    opens_invariants none
    no_unwind
;",
core::ptr::wrapping_sub,add_spec->skip,memory_pointer,memory_pointer,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,,,result@.addr as int == (ptr@.addr as int - (count as int) * (size_of::<T>() as int)) % ((usize::MAX as int) + 1); result@.provenance == ptr@.provenance; result@.metadata == ptr@.metadata,,"Although representation-sensitive, this safe method has a useful ordinary contract in vstd's raw-pointer model: it performs documented modular data-address subtraction while preserving provenance and metadata. No precondition is justified because it accepts arbitrary raw pointers and does not dereference them.","A useful contract requires modeling wrapping address arithmetic together with allocation attachment. Expressing this through addr, provenance, and metadata exposes representation-sensitive raw-pointer internals rather than an ordinary semantic contract. Equating the result to wrapping_offset would only restate the implementation and provide no independent specification.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T: core::marker::PointeeSized>[<*const T>::wrapping_sub](
    ptr: *const T,
    count: usize,
) -> (result: *const T)
    where
        T: Sized,
    ensures
        result@.addr as int ==
            (ptr@.addr as int - (count as int) * (size_of::<T>() as int))
                % ((usize::MAX as int) + 1),
        result@.provenance == ptr@.provenance,
        result@.metadata == ptr@.metadata,
;",
core::result::Result::and_then,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"result is Ok ==> op.requires((result->Ok_0,))",,"result is Ok ==> op.ensures((result->Ok_0,), chained); result is Err ==> chained == Result::<U, E>::Err(result->Err_0)",,The source calls op with the Ok payload and otherwise preserves the Err. Moving the FnOnce bound to the where clause preserves the signature while avoiding the determinism runner's generic-arrow parsing ambiguity.,"A source-faithful contract for and_then must relate the Ok branch to the higher-order FnOnce contract. Existing vstd vocabulary exposes that behavior only through op.requires and op.ensures, whose postcondition need not determine a unique observable Result. Omitting that relation would materially under-specify the Ok branch, so no useful ordinary deterministic contract is available.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, U, F>[ Result::<T, E>::and_then ](
    result: Result<T, E>,
    op: F,
) -> (chained: Result<U, E>)
where
    F: FnOnce(T) -> Result<U, E>,
    requires
        result is Ok ==> op.requires((result->Ok_0,)),
    ensures
        result is Ok ==> op.ensures((result->Ok_0,), chained),
        result is Err ==> chained == Result::<U, E>::Err(result->Err_0),
;",
core::result::Result::copied,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,,,"res == (match result {
            Result::Ok(value) => Result::Ok(*value),
            Result::Err(error) => Result::Err(error),
        })",,"Copy duplicates the referenced Rust value without invoking user code, while the Err payload is moved unchanged. This specifies only value-level Result semantics and makes no representation or padding claims.","Although the proposal typechecks and is deterministic, its payload guarantees depend on guarded Result field projections and post-call dereferencing of consumed references, which the semantic review classifies as unsafe or representation-sensitive. Existing ordinary vstd vocabulary does not provide a clearly source-justified, representation-independent way to specify both copied overloads while observably relating the returned Ok value to the referent. A variant-only contract would be incomplete and not useful, so the target should be skipped.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<'a, T: Copy, E>[ Result::<&'a T, E>::copied ](
    result: Result<&'a T, E>,
) -> (res: Result<T, E>)
    ensures
        res == (match result {
            Result::Ok(value) => Result::Ok(*value),
            Result::Err(error) => Result::Err(error),
        }),
    no_unwind
;",
core::result::Result::is_err_and,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"result is Err ==> f.requires((result->Err_0,))",,"result is Ok ==> !matches_err; result is Err ==> f.ensures((result->Err_0,), matches_err)",,The Ok arm returns false; the Err arm calls f with the consumed error and returns its Boolean. Moving the FnOnce bound to a where-clause preserves the signature while avoiding the runner's generic-arrow parsing ambiguity.,"The observable result for the Err branch is determined by invoking an arbitrary FnOnce predicate. Existing ordinary vstd contract vocabulary cannot characterize that result without a higher-order closure requires/ensures contract, whose determinism was not proved. Specifying only the Ok branch would be incomplete and weak, so this API should be skipped.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, F>[ Result::<T, E>::is_err_and ](
    result: Result<T, E>,
    f: F,
) -> (matches_err: bool)
where
    F: FnOnce(E) -> bool,
    requires
        result is Err ==> f.requires((result->Err_0,)),
    ensures
        result is Ok ==> !matches_err,
        result is Err ==> f.ensures((result->Err_0,), matches_err),
;",
core::result::Result::is_ok_and,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"result is Ok ==> f.requires((result->Ok_0,))",,"result is Err ==> !matches_ok; result is Ok ==> f.ensures((result->Ok_0,), matches_ok)",,The source returns false for Err and the invoked closure's Boolean result for Ok. Moving the FnOnce bound to a where-clause avoids the runner's generic-arrow parsing ambiguity without narrowing the accepted closure domain.,"A source-faithful contract for the Ok case must describe invoking the supplied FnOnce predicate and returning its result, which requires a higher-order closure contract. That formulation typechecks but its determinism is not proved. Omitting the Ok behavior would leave only the weak Err-to-false fact and would not provide a useful ordinary contract for this predicate-driven API.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, F>[ Result::<T, E>::is_ok_and ](
    result: Result<T, E>,
    f: F,
) -> (matches_ok: bool)
    where
        F: FnOnce(T) -> bool,
    requires
        result is Ok ==> f.requires((result->Ok_0,)),
    ensures
        result is Err ==> !matches_ok,
        result is Ok ==> f.ensures((result->Ok_0,), matches_ok),
;",
core::result::Result::map_or,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"result is Ok ==> f.requires((result->Ok_0,))",,"result is Ok ==> f.ensures((result->Ok_0,), mapped); result is Err ==> mapped == default",,The source calls f on the Ok payload and returns default for Err. Moving the FnOnce bound to the where clause avoids the determinism runner's generic-arrow parsing ambiguity without changing the contract.,"map_or's Ok result is determined by an arbitrary FnOnce invocation. Existing vstd vocabulary can express only the closure's requires/ensures relation, which need not uniquely determine the observable output. Strengthening that relation would be unsupported by the source, while omitting it would leave the Ok branch unspecified.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, U, F>[ Result::<T, E>::map_or ](
    result: Result<T, E>,
    default: U,
    f: F,
) -> (mapped: U)
where
    F: FnOnce(T) -> U,
    requires
        result is Ok ==> f.requires((result->Ok_0,)),
    ensures
        result is Ok ==> f.ensures((result->Ok_0,), mapped),
        result is Err ==> mapped == default,
;",
core::result::Result::map_or_default,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:higher_order_contract,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"result is Ok ==> f.requires((result->Ok_0,)); result is Ok ==> forall|u1: U, u2: U| #![trigger f.ensures((result->Ok_0,), u1), f.ensures((result->Ok_0,), u2)] f.ensures((result->Ok_0,), u1) && f.ensures((result->Ok_0,), u2) ==> u1 == u2; result is Err ==> forall|u1: U, u2: U| #![trigger U::default.ensures((), u1), U::default.ensures((), u2)] U::default.ensures((), u1) && U::default.ensures((), u2) ==> u1 == u2",,"result is Ok ==> f.ensures((result->Ok_0,), res); result is Err ==> U::default.ensures((), res)",,The source invokes f only for Ok and Default::default only for Err. Moving callable bounds to a where clause avoids the runner's generic-arrow ambiguity; branch-local single-valuedness requirements keep the observable result deterministic without constraining the inactive branch.,"Existing vstd vocabulary cannot express a useful ordinary contract for both branches. The Ok branch requires higher-order FnOnce requires/ensures clauses, whose determinism was not proved, while the Err branch depends on Default::default() without a public semantic specification. Any remaining output contract would therefore be vacuous, incomplete, or unsupported by the source.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, U, F>[ Result::<T, E>::map_or_default ](
    result: Result<T, E>,
    f: F,
) -> (res: U)
where
    U: core::default::Default,
    F: FnOnce(T) -> U,
    requires
        result is Ok ==> f.requires((result->Ok_0,)),
        result is Ok ==> forall|u1: U, u2: U|
            #![trigger f.ensures((result->Ok_0,), u1),
                       f.ensures((result->Ok_0,), u2)]
            f.ensures((result->Ok_0,), u1)
                && f.ensures((result->Ok_0,), u2)
                ==> u1 == u2,
        result is Err ==> forall|u1: U, u2: U|
            #![trigger U::default.ensures((), u1),
                       U::default.ensures((), u2)]
            U::default.ensures((), u1)
                && U::default.ensures((), u2)
                ==> u1 == u2,
    ensures
        result is Ok ==> f.ensures((result->Ok_0,), res),
        result is Err ==> U::default.ensures((), res),
;",
core::result::Result::map_or_else,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:higher_order_contract,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"result is Err ==> default.requires((result->Err_0,)); result is Ok ==> f.requires((result->Ok_0,)); result is Err ==> forall|u1: U, u2: U| #![trigger default.ensures((result->Err_0,), u1), default.ensures((result->Err_0,), u2)] default.ensures((result->Err_0,), u1) && default.ensures((result->Err_0,), u2) ==> u1 == u2; result is Ok ==> forall|u1: U, u2: U| #![trigger f.ensures((result->Ok_0,), u1), f.ensures((result->Ok_0,), u2)] f.ensures((result->Ok_0,), u1) && f.ensures((result->Ok_0,), u2) ==> u1 == u2",,"result is Err ==> default.ensures((result->Err_0,), res); result is Ok ==> f.ensures((result->Ok_0,), res)",,"The source invokes exactly the active branch's closure. Branch-local call contracts model the returned value, while branch-local single-valuedness determines that observable result without constraining the inactive closure.","Any source-justified relation for the observable output must defer to the selected FnOnce closure's requires/ensures. That higher-order relation does not establish a deterministic output in the existing vocabulary, while strengthening it would impose an unsupported domain on arbitrary valid closures.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, U, D, F>[ Result::<T, E>::map_or_else ](
    result: Result<T, E>,
    default: D,
    f: F,
) -> (res: U)
where
    D: FnOnce(E) -> U,
    F: FnOnce(T) -> U,
    requires
        result is Err ==> default.requires((result->Err_0,)),
        result is Ok ==> f.requires((result->Ok_0,)),
        result is Err ==> forall|u1: U, u2: U|
            #![trigger default.ensures((result->Err_0,), u1),
                       default.ensures((result->Err_0,), u2)]
            default.ensures((result->Err_0,), u1)
                && default.ensures((result->Err_0,), u2)
                ==> u1 == u2,
        result is Ok ==> forall|u1: U, u2: U|
            #![trigger f.ensures((result->Ok_0,), u1),
                       f.ensures((result->Ok_0,), u2)]
            f.ensures((result->Ok_0,), u1)
                && f.ensures((result->Ok_0,), u2)
                ==> u1 == u2,
    ensures
        result is Err ==> default.ensures((result->Err_0,), res),
        result is Ok ==> f.ensures((result->Ok_0,), res),
;",
core::result::Result::or_else,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:higher_order_contract,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"result is Err ==> op.requires((result->Err_0,)); result is Err ==> forall|res1: Result<T, F>, res2: Result<T, F>| #![trigger op.ensures((result->Err_0,), res1), op.ensures((result->Err_0,), res2)] op.ensures((result->Err_0,), res1) && op.ensures((result->Err_0,), res2) ==> res1 == res2",,"result is Ok ==> res == Result::<T, F>::Ok(result->Ok_0); result is Err ==> op.ensures((result->Err_0,), res)",,The source preserves Ok and returns op's result for Err. The conditional single-valued requirement makes the active closure contract determine the observable result.,"The Err branch returns the result of an arbitrary FnOnce invocation. Existing vstd vocabulary exposes only the closure's requires/ensures relation, which need not determine a unique observable Result. Strengthening that relation would impose an unjustified domain on valid closures, while the Ok branch alone is insufficient for a useful contract.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, F, O>[ Result::<T, E>::or_else ](
    result: Result<T, E>,
    op: O,
) -> (res: Result<T, F>)
where
    O: FnOnce(E) -> Result<T, F>,
    requires
        result is Err ==> op.requires((result->Err_0,)),
        result is Err ==> forall|res1: Result<T, F>, res2: Result<T, F>|
            #![trigger op.ensures((result->Err_0,), res1),
                       op.ensures((result->Err_0,), res2)]
            op.ensures((result->Err_0,), res1)
                && op.ensures((result->Err_0,), res2)
                ==> res1 == res2,
    ensures
        result is Ok ==> res == Result::<T, F>::Ok(result->Ok_0),
        result is Err ==> op.ensures((result->Err_0,), res),
;",
core::result::Result::unwrap_err_unchecked,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,result is Err,,error == result->Err_0,,"The source defines behavior precisely on the safe calling domain: when the consumed result is Err, it returns that variant's payload. Requiring Err directly captures the unsafe precondition and leaves a useful, deterministic observable result.",This unsafe operation relies on the caller upholding a condition whose violation causes undefined behavior. Encoding that safety obligation as an ordinary trusted Verus precondition is representation-sensitive and unsuitable for this contract set.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E>[ Result::<T, E>::unwrap_err_unchecked ](
    result: Result<T, E>,
) -> (error: E)
    requires
        result is Err,
    ensures
        error == result->Err_0,
;",
core::result::Result::unwrap_or_else,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"result is Err ==> op.requires((result->Err_0,))",,"result is Ok ==> res == result->Ok_0; result is Err ==> op.ensures((result->Err_0,), res)",,The source returns the Ok payload unchanged and invokes op only for Err. Moving the FnOnce bound to a where clause avoids the runner's generic-arrow parsing ambiguity without imposing an artificial single-valuedness restriction on valid closure contracts.,"The Err branch necessarily invokes an arbitrary FnOnce. Soundly modeling that behavior requires the closure's requires/ensures contract, making the specification higher-order, while determinism of the returned value remains unproved. Omitting the closure contract would leave the Err result unconstrained and fail to model a required call precondition, so no useful ordinary contract is available in existing vstd vocabulary.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, F>[ Result::<T, E>::unwrap_or_else ](
    result: Result<T, E>,
    op: F,
) -> (res: T)
where
    F: FnOnce(E) -> T,
    requires
        result is Err ==> op.requires((result->Err_0,)),
    ensures
        result is Ok ==> res == result->Ok_0,
        result is Err ==> op.ensures((result->Err_0,), res),
;",
core::result::Result::unwrap_unchecked,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,result is Ok,,value == result->Ok_0,,"The precondition exactly captures the unsafe caller obligation. On that domain, the source returns the observable Ok payload and cannot unwind.","Although the proposed contract typechecks and matches the implementation, unwrap_unchecked is an unsafe API whose behavior outside the Ok case is undefined. Encoding its caller safety obligation through variant-sensitive trusted assumptions is classified as unsafe or representation-sensitive, so it should not receive an ordinary trusted contract in the existing vstd vocabulary.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E>[
    core::result::Result::<T, E>::unwrap_unchecked
](
    result: core::result::Result<T, E>,
) -> (value: T)
    requires
        result is Ok,
    ensures
        value == result->Ok_0,
    no_unwind
;",
